***
*** Digital Image Correlation Engine (DICe), (git sha1: v3.0-beta.8-11-g5ebcdf) Copyright 2021 National Technology & Engineering Solutions of Sandia, LLC (NTESS)
***
*** Reference image: /home/rspencer/moose_work/Geometry_Optimisation/sens_opt_sinh_spline/imdef/imdef_0/defimage_0000.tiff 
*** Deformed image: /home/rspencer/moose_work/Geometry_Optimisation/sens_opt_sinh_spline/imdef/imdef_0/defimage_0001.tiff 
*** DIC method : local 
*** Correlation method: ZNSSD
*** Interpolation method: KEYS_FOURTH
*** Image gradient method: FINITE_DIFFERENCE
*** Optimization method: GRADIENT_BASED_THEN_SIMPLEX
*** Projection method: DISPLACEMENT_BASED
*** Guess initialization method: USE_FEATURE_MATCHING
*** Seed location: N/A
*** Shape functions: Translation (u,v) Normal Strain (ex,ey) Shear Strain (gamma_xy) 
*** Incremental correlation: false
*** Subset size: 21
*** Step size: x 10 y 10 (-1 implies not regular grid)
*** Strain window size in pixels: 100 (only first strain post-processor is reported)
*** Coordinates given with (0,0) as upper left corner of image, x positive right, y positive down
***
SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,VSG_STRAIN_XX,VSG_STRAIN_YY,SIGMA,GAMMA,MATCH
651,1.9000E+02,4.7000E+02,-4.9837E-02,-8.7912E-02,-2.4375E-04,-5.6584E-04,3.1098E-03,2.7128E-05,0.0000E+00
652,1.9000E+02,4.6000E+02,-5.0242E-02,-8.2206E-02,-2.4345E-04,-5.6419E-04,3.0128E-03,2.7428E-05,0.0000E+00
653,1.9000E+02,4.5000E+02,-5.1120E-02,-7.6068E-02,-2.4422E-04,-5.6799E-04,3.2495E-03,2.8267E-05,0.0000E+00
654,2.0000E+02,4.5000E+02,-5.4124E-02,-7.7860E-02,-2.5085E-04,-5.8537E-04,2.9846E-03,2.3914E-05,0.0000E+00
655,2.0000E+02,4.6000E+02,-5.3636E-02,-8.3816E-02,-2.4876E-04,-5.8112E-04,3.6548E-03,2.5956E-05,0.0000E+00
656,2.0000E+02,4.7000E+02,-5.2451E-02,-8.8544E-02,-2.4896E-04,-5.8012E-04,3.3930E-03,2.5531E-05,0.0000E+00
657,2.0000E+02,4.8000E+02,-5.1674E-02,-9.5710E-02,-2.5100E-04,-5.8343E-04,3.5854E-03,2.1554E-05,0.0000E+00
658,2.0000E+02,4.9000E+02,-5.1724E-02,-1.0137E-01,-2.5115E-04,-5.8793E-04,3.2430E-03,2.3352E-05,0.0000E+00
659,2.0000E+02,5.0000E+02,-5.2331E-02,-1.0642E-01,-2.5151E-04,-5.8690E-04,3.1396E-03,2.7485E-05,0.0000E+00
660,2.0000E+02,5.1000E+02,-5.1911E-02,-1.1364E-01,-2.5037E-04,-5.8683E-04,3.5565E-03,2.5648E-05,0.0000E+00
661,2.0000E+02,5.2000E+02,-5.1355E-02,-1.1944E-01,-2.4988E-04,-5.9041E-04,3.1744E-03,2.1397E-05,0.0000E+00
662,2.0000E+02,5.3000E+02,-5.1298E-02,-1.2585E-01,-2.5013E-04,-5.9522E-04,2.9961E-03,2.3295E-05,0.0000E+00
663,2.0000E+02,5.4000E+02,-5.1325E-02,-1.3136E-01,-2.5167E-04,-5.9811E-04,3.5510E-03,2.3913E-05,0.0000E+00
664,2.0000E+02,5.5000E+02,-5.0970E-02,-1.3651E-01,-2.5036E-04,-5.9892E-04,3.5489E-03,2.3071E-05,0.0000E+00
665,2.0000E+02,5.6000E+02,-5.0584E-02,-1.4229E-01,-2.4867E-04,-6.0014E-04,3.2745E-03,2.2136E-05,0.0000E+00
666,2.0000E+02,5.7000E+02,-5.0209E-02,-1.4949E-01,-2.4888E-04,-6.0777E-04,3.3199E-03,2.2484E-05,0.0000E+00
667,2.0000E+02,5.8000E+02,-5.0882E-02,-1.5613E-01,-2.4768E-04,-6.1527E-04,3.0354E-03,2.6129E-05,0.0000E+00
668,2.0000E+02,5.9000E+02,-5.1516E-02,-1.6183E-01,-2.4411E-04,-6.1870E-04,3.0375E-03,2.7712E-05,0.0000E+00
669,2.0000E+02,6.0000E+02,-5.1186E-02,-1.6621E-01,-2.4057E-04,-6.1967E-04,3.4126E-03,2.7708E-05,0.0000E+00
670,2.0000E+02,6.1000E+02,-5.1978E-02,-1.7199E-01,-2.3588E-04,-6.1708E-04,3.1467E-03,2.5570E-05,0.0000E+00
671,2.0000E+02,6.2000E+02,-4.9662E-02,-1.8088E-01,-2.3380E-04,-6.1449E-04,3.0344E-03,2.6865E-05,0.0000E+00
672,2.0000E+02,6.3000E+02,-5.0350E-02,-1.8604E-01,-2.2504E-04,-6.1666E-04,3.2114E-03,2.9884E-05,0.0000E+00
673,2.0000E+02,6.4000E+02,-5.1646E-02,-1.9280E-01,-2.1997E-04,-6.2222E-04,3.0024E-03,2.8365E-05,0.0000E+00
674,2.0000E+02,6.5000E+02,-5.2815E-02,-2.0010E-01,-2.1722E-04,-6.2757E-04,3.0259E-03,2.8235E-05,0.0000E+00
675,2.0000E+02,6.6000E+02,-5.1556E-02,-2.0506E-01,-2.0983E-04,-6.3045E-04,3.4853E-03,2.9259E-05,0.0000E+00
676,2.0000E+02,6.7000E+02,-5.1678E-02,-2.1190E-01,-2.0618E-04,-6.3263E-04,3.0884E-03,2.8299E-05,0.0000E+00
677,2.0000E+02,6.8000E+02,-5.1430E-02,-2.1712E-01,-1.9926E-04,-6.4148E-04,2.9257E-03,3.0513E-05,0.0000E+00
678,2.0000E+02,6.9000E+02,-5.0450E-02,-2.2479E-01,-1.8946E-04,-6.4248E-04,3.2926E-03,3.4532E-05,0.0000E+00
679,2.0000E+02,7.0000E+02,-5.1613E-02,-2.3045E-01,-1.8115E-04,-6.4540E-04,2.8075E-03,3.1175E-05,0.0000E+00
680,2.0000E+02,7.1000E+02,-5.2352E-02,-2.3611E-01,-1.7605E-04,-6.5375E-04,2.8611E-03,3.0922E-05,0.0000E+00
681,2.0000E+02,7.2000E+02,-5.4156E-02,-2.4217E-01,-1.6991E-04,-6.6816E-04,3.2359E-03,3.5193E-05,0.0000E+00
682,2.0000E+02,7.3000E+02,-5.3995E-02,-2.5059E-01,-1.5923E-04,-6.8683E-04,3.3172E-03,4.5000E-05,0.0000E+00
683,2.0000E+02,7.4000E+02,-5.4055E-02,-2.5682E-01,-1.5727E-04,-7.0745E-04,3.7029E-03,4.2977E-05,0.0000E+00
684,2.0000E+02,7.5000E+02,-5.3679E-02,-2.6344E-01,-1.5046E-04,-7.2694E-04,3.7130E-03,4.1647E-05,0.0000E+00
685,2.0000E+02,7.6000E+02,-5.3500E-02,-2.6964E-01,-1.4593E-04,-7.4947E-04,3.3243E-03,4.4033E-05,0.0000E+00
686,2.0000E+02,7.7000E+02,-5.3988E-02,-2.7800E-01,-1.4294E-04,-7.8424E-04,2.9856E-03,4.1148E-05,0.0000E+00
687,2.0000E+02,7.8000E+02,-5.7572E-02,-2.8634E-01,-1.3656E-04,-8.2319E-04,3.5237E-03,4.4380E-05,0.0000E+00
688,2.0000E+02,1.1900E+03,3.2119E-01,-1.0489E+00,9.4365E-05,-2.6324E-04,4.5225E-03,1.2688E-04,0.0000E+00
689,2.0000E+02,1.2000E+03,3.2863E-01,-1.0589E+00,9.0051E-05,-2.3696E-04,2.9949E-03,4.3555E-05,0.0000E+00
690,2.0000E+02,1.2100E+03,3.3177E-01,-1.0607E+00,8.3549E-05,-2.1193E-04,3.0325E-03,3.8902E-05,0.0000E+00
691,2.0000E+02,1.2200E+03,3.3406E-01,-1.0607E+00,7.7244E-05,-1.8610E-04,3.0944E-03,3.1406E-05,0.0000E+00
692,2.0000E+02,1.2300E+03,3.3302E-01,-1.0621E+00,7.5847E-05,-1.7174E-04,3.4070E-03,3.1765E-05,0.0000E+00
693,2.0000E+02,1.2400E+03,3.3288E-01,-1.0633E+00,7.4382E-05,-1.6105E-04,3.2072E-03,4.2265E-05,0.0000E+00
694,2.0000E+02,1.2500E+03,3.3110E-01,-1.0652E+00,7.3957E-05,-1.5009E-04,3.0203E-03,4.5420E-05,0.0000E+00
695,2.0000E+02,1.2600E+03,3.2888E-01,-1.0653E+00,7.5520E-05,-1.5534E-04,3.0419E-03,3.8181E-05,0.0000E+00
696,2.0000E+02,1.2700E+03,3.2526E-01,-1.0654E+00,7.1817E-05,-1.5810E-04,3.3020E-03,3.7945E-05,0.0000E+00
697,2.0000E+02,1.2800E+03,3.2198E-01,-1.0671E+00,7.4651E-05,-1.6051E-04,3.3282E-03,4.4224E-05,0.0000E+00
698,2.0000E+02,1.2900E+03,3.1799E-01,-1.0695E+00,7.1869E-05,-1.6173E-04,2.8584E-03,3.9967E-05,0.0000E+00
699,2.0000E+02,1.3000E+03,3.1136E-01,-1.0699E+00,7.1410E-05,-1.7143E-04,3.5798E-03,3.2332E-05,0.0000E+00
700,2.0000E+02,1.3100E+03,3.0453E-01,-1.0722E+00,7.8497E-05,-1.8146E-04,3.1142E-03,3.7927E-05,0.0000E+00
701,2.0000E+02,1.3200E+03,2.9808E-01,-1.0746E+00,8.1316E-05,-1.9186E-04,3.0378E-03,3.6581E-05,0.0000E+00
702,2.0000E+02,1.3300E+03,2.9041E-01,-1.0758E+00,7.9696E-05,-1.9998E-04,2.8081E-03,4.2075E-05,0.0000E+00
703,2.0000E+02,1.3400E+03,2.8319E-01,-1.0775E+00,8.2254E-05,-2.0552E-04,3.4748E-03,4.7205E-05,0.0000E+00
704,2.0000E+02,1.3500E+03,2.7420E-01,-1.0797E+00,8.3864E-05,-2.1736E-04,3.4145E-03,4.1450E-05,0.0000E+00
705,2.0000E+02,1.3600E+03,2.6515E-01,-1.0810E+00,7.9634E-05,-2.2650E-04,3.7337E-03,3.5089E-05,0.0000E+00
706,2.0000E+02,1.3700E+03,2.5434E-01,-1.0851E+00,7.2913E-05,-2.3282E-04,3.3227E-03,4.2527E-05,0.0000E+00
707,2.0000E+02,1.3800E+03,2.4371E-01,-1.0860E+00,6.7180E-05,-2.5113E-04,2.4902E-03,4.4262E-05,0.0000E+00
708,2.0000E+02,1.3900E+03,2.3436E-01,-1.0881E+00,5.5617E-05,-2.6856E-04,2.8234E-03,3.7578E-05,0.0000E+00
709,2.0000E+02,1.4000E+03,2.2400E-01,-1.0901E+00,4.6487E-05,-2.8814E-04,3.3081E-03,3.5723E-05,0.0000E+00
710,2.0000E+02,1.4100E+03,2.1108E-01,-1.0939E+00,3.3207E-05,-3.0385E-04,2.7712E-03,3.2629E-05,0.0000E+00
711,2.0000E+02,1.4200E+03,1.9969E-01,-1.0960E+00,2.4867E-05,-3.1302E-04,3.5387E-03,3.3347E-05,0.0000E+00
712,2.0000E+02,1.4300E+03,1.8673E-01,-1.1009E+00,1.3261E-05,-3.2651E-04,3.8561E-03,2.8417E-05,0.0000E+00
713,2.0000E+02,1.4400E+03,1.7299E-01,-1.1036E+00,-3.8078E-06,-3.3883E-04,4.0622E-03,3.0522E-05,0.0000E+00
714,2.0000E+02,1.4500E+03,1.6105E-01,-1.1078E+00,-1.8135E-05,-3.4971E-04,3.1932E-03,2.9149E-05,0.0000E+00
715,2.0000E+02,1.4600E+03,1.4860E-01,-1.1120E+00,-3.3715E-05,-3.5670E-04,2.8556E-03,3.0823E-05,0.0000E+00
716,2.0000E+02,1.4700E+03,1.3556E-01,-1.1144E+00,-5.1857E-05,-3.6966E-04,3.2164E-03,3.1182E-05,0.0000E+00
717,2.0000E+02,1.4800E+03,1.2318E-01,-1.1195E+00,-6.9563E-05,-3.8728E-04,3.2098E-03,3.0634E-05,0.0000E+00
718,2.0000E+02,1.4900E+03,1.0880E-01,-1.1220E+00,-8.6750E-05,-4.0330E-04,3.2460E-03,3.0118E-05,0.0000E+00
719,2.0000E+02,1.5000E+03,9.5557E-02,-1.1261E+00,-1.0234E-04,-4.1717E-04,3.6222E-03,3.0452E-05,0.0000E+00
720,2.0000E+02,1.5100E+03,8.2821E-02,-1.1303E+00,-1.2079E-04,-4.3419E-04,3.5272E-03,2.9017E-05,0.0000E+00
721,2.0000E+02,1.5200E+03,6.9756E-02,-1.1350E+00,-1.3727E-04,-4.6749E-04,3.0429E-03,2.7671E-05,0.0000E+00
722,2.0000E+02,1.5300E+03,5.6182E-02,-1.1408E+00,-1.4601E-04,-4.8980E-04,2.8721E-03,2.9126E-05,0.0000E+00
723,2.0000E+02,1.5400E+03,4.1990E-02,-1.1446E+00,-1.5738E-04,-5.0718E-04,2.9723E-03,2.7957E-05,0.0000E+00
724,2.0000E+02,1.5500E+03,3.0781E-02,-1.1478E+00,-1.7204E-04,-5.2785E-04,3.0931E-03,2.8588E-05,0.0000E+00
725,2.0000E+02,1.5600E+03,1.9961E-02,-1.1578E+00,-1.6975E-04,-5.6696E-04,3.4027E-03,1.1898E-04,0.0000E+00
726,2.1000E+02,1.5600E+03,1.7280E-02,-1.1641E+00,-1.8053E-04,-5.8779E-04,3.2397E-03,1.1460E-04,0.0000E+00
727,2.1000E+02,1.5500E+03,2.8448E-02,-1.1546E+00,-1.7682E-04,-5.5011E-04,3.1712E-03,2.9593E-05,0.0000E+00
728,2.1000E+02,1.5400E+03,4.1694E-02,-1.1501E+00,-1.6597E-04,-5.3150E-04,2.9332E-03,2.7567E-05,0.0000E+00
729,2.1000E+02,1.5300E+03,5.4148E-02,-1.1463E+00,-1.5812E-04,-5.1281E-04,2.9089E-03,3.1576E-05,0.0000E+00
730,2.1000E+02,1.5200E+03,6.6819E-02,-1.1417E+00,-1.4986E-04,-4.8892E-04,3.1865E-03,3.1906E-05,0.0000E+00
731,2.1000E+02,1.5100E+03,8.1096E-02,-1.1354E+00,-1.3580E-04,-4.4975E-04,3.3548E-03,3.1616E-05,0.0000E+00
732,2.1000E+02,1.5000E+03,9.5228E-02,-1.1331E+00,-1.1506E-04,-4.3251E-04,3.3062E-03,3.1620E-05,0.0000E+00
733,2.1000E+02,1.4900E+03,1.0883E-01,-1.1278E+00,-9.4693E-05,-4.2186E-04,3.3897E-03,2.8410E-05,0.0000E+00
734,2.1000E+02,1.4800E+03,1.2245E-01,-1.1239E+00,-7.2776E-05,-4.0692E-04,3.4674E-03,3.0935E-05,0.0000E+00
735,2.1000E+02,1.4700E+03,1.3537E-01,-1.1199E+00,-5.1959E-05,-3.8949E-04,3.0785E-03,3.0817E-05,0.0000E+00
736,2.1000E+02,1.4600E+03,1.4773E-01,-1.1159E+00,-3.6407E-05,-3.7278E-04,3.0877E-03,3.0625E-05,0.0000E+00
737,2.1000E+02,1.4500E+03,1.6016E-01,-1.1134E+00,-2.0048E-05,-3.6160E-04,3.5937E-03,3.0294E-05,0.0000E+00
738,2.1000E+02,1.4400E+03,1.7459E-01,-1.1083E+00,-5.2242E-06,-3.5215E-04,4.0910E-03,2.8836E-05,0.0000E+00
739,2.1000E+02,1.4300E+03,1.8674E-01,-1.1050E+00,1.0999E-05,-3.4166E-04,3.6365E-03,2.7164E-05,0.0000E+00
740,2.1000E+02,1.4200E+03,1.9954E-01,-1.1016E+00,2.2674E-05,-3.2861E-04,3.1499E-03,2.8417E-05,0.0000E+00
741,2.1000E+02,1.4100E+03,2.1213E-01,-1.0979E+00,3.4341E-05,-3.1242E-04,2.8885E-03,3.0573E-05,0.0000E+00
742,2.1000E+02,1.4000E+03,2.2382E-01,-1.0953E+00,4.5082E-05,-3.0283E-04,3.3063E-03,3.5545E-05,0.0000E+00
743,2.1000E+02,1.3900E+03,2.3529E-01,-1.0926E+00,5.7841E-05,-2.8586E-04,2.7655E-03,3.6877E-05,0.0000E+00
744,2.1000E+02,1.3800E+03,2.4497E-01,-1.0893E+00,6.7488E-05,-2.7022E-04,2.7631E-03,4.6649E-05,0.0000E+00
745,2.1000E+02,1.3700E+03,2.5467E-01,-1.0872E+00,7.7144E-05,-2.5808E-04,3.1876E-03,3.9062E-05,0.0000E+00
746,2.1000E+02,1.3600E+03,2.6611E-01,-1.0847E+00,8.2338E-05,-2.4736E-04,3.3537E-03,3.3561E-05,0.0000E+00
747,2.1000E+02,1.3500E+03,2.7654E-01,-1.0818E+00,8.4024E-05,-2.3958E-04,3.1227E-03,3.9553E-05,0.0000E+00
748,2.1000E+02,1.3400E+03,2.8432E-01,-1.0808E+00,8.5388E-05,-2.3268E-04,3.3977E-03,4.5407E-05,0.0000E+00
749,2.1000E+02,1.3300E+03,2.9191E-01,-1.0779E+00,8.3369E-05,-2.2767E-04,3.3150E-03,4.4678E-05,0.0000E+00
750,2.1000E+02,1.3200E+03,2.9866E-01,-1.0761E+00,8.1635E-05,-2.2007E-04,3.4250E-03,4.2441E-05,0.0000E+00
751,2.1000E+02,1.3100E+03,3.0594E-01,-1.0748E+00,7.6684E-05,-2.1089E-04,3.0877E-03,3.9203E-05,0.0000E+00
752,2.1000E+02,1.3000E+03,3.1151E-01,-1.0723E+00,6.7175E-05,-2.0064E-04,2.9673E-03,3.6153E-05,0.0000E+00
753,2.1000E+02,1.2900E+03,3.1812E-01,-1.0697E+00,6.4389E-05,-1.9222E-04,2.9784E-03,4.7773E-05,0.0000E+00
754,2.1000E+02,1.2800E+03,3.2302E-01,-1.0674E+00,6.1846E-05,-1.8469E-04,3.3214E-03,5.2137E-05,0.0000E+00
755,2.1000E+02,1.2700E+03,3.2669E-01,-1.0666E+00,6.0254E-05,-1.8417E-04,3.5497E-03,4.6458E-05,0.0000E+00
756,2.1000E+02,1.2600E+03,3.2937E-01,-1.0657E+00,6.5285E-05,-1.8750E-04,3.5442E-03,4.4296E-05,0.0000E+00
757,2.1000E+02,1.2500E+03,3.3174E-01,-1.0637E+00,6.3309E-05,-1.8643E-04,3.4947E-03,3.9978E-05,0.0000E+00
758,2.1000E+02,1.2400E+03,3.3337E-01,-1.0619E+00,5.2362E-05,-1.8311E-04,3.3289E-03,3.6634E-05,0.0000E+00
759,2.1000E+02,1.2300E+03,3.3277E-01,-1.0600E+00,5.2490E-05,-1.9937E-04,3.6491E-03,2.8623E-05,0.0000E+00
760,2.1000E+02,1.2200E+03,3.3343E-01,-1.0594E+00,5.7945E-05,-2.2118E-04,3.3655E-03,2.8344E-05,0.0000E+00
761,2.1000E+02,1.2100E+03,3.3158E-01,-1.0581E+00,5.4063E-05,-2.3864E-04,3.0012E-03,3.6217E-05,0.0000E+00
762,2.1000E+02,1.2000E+03,3.2898E-01,-1.0567E+00,5.3609E-05,-2.6133E-04,3.3152E-03,3.2523E-05,0.0000E+00
763,2.1000E+02,1.1900E+03,3.2448E-01,-1.0544E+00,5.7589E-05,-2.8440E-04,3.6572E-03,2.9583E-05,0.0000E+00
764,2.1000E+02,1.1800E+03,3.1883E-01,-1.0497E+00,6.1734E-05,-3.1730E-04,3.9804E-03,3.8486E-05,0.0000E+00
765,2.1000E+02,1.1700E+03,3.0580E-01,-1.0429E+00,4.0384E-05,-3.5744E-04,7.0668E-03,4.7085E-04,0.0000E+00
766,2.1000E+02,8.0000E+02,-5.9137E-02,-3.0875E-01,-1.4328E-04,-9.1587E-04,4.2984E-03,2.6606E-04,0.0000E+00
767,2.1000E+02,7.9000E+02,-5.6728E-02,-3.0095E-01,-1.5159E-04,-8.8601E-04,3.3510E-03,4.1225E-05,0.0000E+00
768,2.1000E+02,7.8000E+02,-5.7841E-02,-2.9521E-01,-1.5282E-04,-8.4852E-04,2.9992E-03,3.9732E-05,0.0000E+00
769,2.1000E+02,7.7000E+02,-5.5481E-02,-2.8628E-01,-1.4834E-04,-8.0591E-04,3.3445E-03,4.0091E-05,0.0000E+00
770,2.1000E+02,7.6000E+02,-5.4976E-02,-2.7913E-01,-1.5539E-04,-7.7357E-04,2.9879E-03,3.8974E-05,0.0000E+00
771,2.1000E+02,7.5000E+02,-5.3444E-02,-2.7143E-01,-1.6273E-04,-7.5099E-04,2.7596E-03,3.8408E-05,0.0000E+00
772,2.1000E+02,7.4000E+02,-5.4535E-02,-2.6345E-01,-1.6950E-04,-7.3357E-04,3.0203E-03,4.4140E-05,0.0000E+00
773,2.1000E+02,7.3000E+02,-5.5124E-02,-2.5708E-01,-1.7640E-04,-7.1187E-04,3.0256E-03,3.9670E-05,0.0000E+00
774,2.1000E+02,7.2000E+02,-5.5323E-02,-2.5187E-01,-1.8309E-04,-6.9226E-04,3.4750E-03,2.9264E-05,0.0000E+00
775,2.1000E+02,7.1000E+02,-5.5270E-02,-2.4392E-01,-1.9049E-04,-6.7805E-04,4.2406E-03,2.5202E-05,0.0000E+00
776,2.1000E+02,7.0000E+02,-5.4689E-02,-2.3688E-01,-1.9862E-04,-6.7435E-04,3.6492E-03,2.9142E-05,0.0000E+00
777,2.1000E+02,6.9000E+02,-5.2897E-02,-2.3040E-01,-2.0498E-04,-6.7103E-04,3.0073E-03,3.4559E-05,0.0000E+00
778,2.1000E+02,6.8000E+02,-5.3585E-02,-2.2343E-01,-2.1663E-04,-6.6576E-04,3.1487E-03,3.3168E-05,0.0000E+00
779,2.1000E+02,6.7000E+02,-5.4246E-02,-2.1650E-01,-2.2513E-04,-6.5986E-04,3.2374E-03,2.9368E-05,0.0000E+00
780,2.1000E+02,6.6000E+02,-5.4010E-02,-2.0987E-01,-2.2848E-04,-6.5512E-04,3.5121E-03,2.8464E-05,0.0000E+00
781,2.1000E+02,6.5000E+02,-5.4713E-02,-2.0430E-01,-2.3258E-04,-6.5346E-04,3.2558E-03,2.7867E-05,0.0000E+00
782,2.1000E+02,6.4000E+02,-5.3311E-02,-1.9649E-01,-2.3646E-04,-6.4712E-04,3.1586E-03,3.0303E-05,0.0000E+00
783,2.1000E+02,6.3000E+02,-5.2503E-02,-1.9062E-01,-2.4031E-04,-6.4094E-04,3.0883E-03,3.1533E-05,0.0000E+00
784,2.1000E+02,6.2000E+02,-5.2067E-02,-1.8585E-01,-2.4763E-04,-6.3559E-04,3.0320E-03,2.7467E-05,0.0000E+00
785,2.1000E+02,6.1000E+02,-5.2564E-02,-1.7700E-01,-2.5224E-04,-6.3966E-04,3.1574E-03,2.5488E-05,0.0000E+00
786,2.1000E+02,6.0000E+02,-5.2888E-02,-1.7027E-01,-2.5717E-04,-6.4041E-04,2.8987E-03,2.9300E-05,0.0000E+00
787,2.1000E+02,5.9000E+02,-5.3535E-02,-1.6533E-01,-2.5873E-04,-6.3749E-04,2.7245E-03,2.9934E-05,0.0000E+00
788,2.1000E+02,5.8000E+02,-5.4033E-02,-1.5868E-01,-2.5917E-04,-6.3437E-04,3.0312E-03,2.4945E-05,0.0000E+00
789,2.1000E+02,5.7000E+02,-5.3006E-02,-1.5149E-01,-2.6244E-04,-6.2846E-04,3.1592E-03,2.1117E-05,0.0000E+00
790,2.1000E+02,5.6000E+02,-5.3769E-02,-1.4358E-01,-2.6391E-04,-6.2279E-04,3.3365E-03,2.0807E-05,0.0000E+00
791,2.1000E+02,5.5000E+02,-5.3922E-02,-1.3801E-01,-2.6202E-04,-6.2037E-04,4.2063E-03,2.2591E-05,0.0000E+00
792,2.1000E+02,5.4000E+02,-5.4071E-02,-1.3333E-01,-2.6107E-04,-6.1666E-04,3.5888E-03,2.4231E-05,0.0000E+00
793,2.1000E+02,5.3000E+02,-5.3990E-02,-1.2829E-01,-2.6132E-04,-6.0791E-04,3.0493E-03,2.3922E-05,0.0000E+00
794,2.1000E+02,5.2000E+02,-5.4608E-02,-1.2132E-01,-2.6057E-04,-6.0263E-04,3.1016E-03,2.2728E-05,0.0000E+00
795,2.1000E+02,5.1000E+02,-5.4804E-02,-1.1461E-01,-2.6160E-04,-5.9857E-04,3.3383E-03,2.5983E-05,0.0000E+00
796,2.1000E+02,5.0000E+02,-5.4934E-02,-1.0865E-01,-2.6036E-04,-5.9813E-04,3.5557E-03,2.6437E-05,0.0000E+00
797,2.1000E+02,4.9000E+02,-5.4828E-02,-1.0367E-01,-2.5827E-04,-5.9976E-04,3.4764E-03,2.4314E-05,0.0000E+00
798,2.1000E+02,4.8000E+02,-5.5066E-02,-9.7654E-02,-2.5941E-04,-5.9760E-04,3.4854E-03,2.4605E-05,0.0000E+00
799,2.1000E+02,4.7000E+02,-5.5455E-02,-9.1005E-02,-2.5748E-04,-5.9297E-04,3.5541E-03,2.4255E-05,0.0000E+00
800,2.1000E+02,4.6000E+02,-5.6025E-02,-8.5218E-02,-2.5848E-04,-5.9021E-04,3.7785E-03,2.4351E-05,0.0000E+00
801,2.1000E+02,4.5000E+02,-5.6345E-02,-7.8851E-02,-2.5661E-04,-6.0209E-04,3.2419E-03,2.1301E-05,0.0000E+00
802,2.2000E+02,4.5000E+02,-5.8015E-02,-8.0654E-02,-2.6604E-04,-6.1099E-04,3.1177E-03,2.2541E-05,0.0000E+00
803,2.2000E+02,4.6000E+02,-5.7400E-02,-8.7991E-02,-2.6755E-04,-6.0081E-04,3.3869E-03,2.2782E-05,0.0000E+00
804,2.2000E+02,4.7000E+02,-5.7882E-02,-9.3977E-02,-2.6748E-04,-6.0375E-04,3.4931E-03,2.3735E-05,0.0000E+00
805,2.2000E+02,4.8000E+02,-5.8009E-02,-9.9871E-02,-2.6951E-04,-6.0889E-04,3.0762E-03,2.5364E-05,0.0000E+00
806,2.2000E+02,4.9000E+02,-5.7208E-02,-1.0550E-01,-2.6865E-04,-6.1090E-04,3.2120E-03,2.4300E-05,0.0000E+00
807,2.2000E+02,5.0000E+02,-5.6385E-02,-1.1011E-01,-2.6988E-04,-6.1414E-04,3.5659E-03,2.4199E-05,0.0000E+00
808,2.2000E+02,5.1000E+02,-5.6358E-02,-1.1573E-01,-2.7282E-04,-6.1555E-04,3.0026E-03,2.5197E-05,0.0000E+00
809,2.2000E+02,5.2000E+02,-5.5758E-02,-1.2219E-01,-2.7292E-04,-6.1601E-04,3.0932E-03,2.4386E-05,0.0000E+00
810,2.2000E+02,5.3000E+02,-5.6591E-02,-1.2998E-01,-2.7407E-04,-6.2175E-04,2.9709E-03,2.3947E-05,0.0000E+00
811,2.2000E+02,5.4000E+02,-5.7138E-02,-1.3555E-01,-2.7398E-04,-6.3386E-04,3.1828E-03,2.2362E-05,0.0000E+00
812,2.2000E+02,5.5000E+02,-5.6019E-02,-1.4266E-01,-2.7367E-04,-6.4213E-04,4.2607E-03,2.1318E-05,0.0000E+00
813,2.2000E+02,5.6000E+02,-5.6275E-02,-1.4910E-01,-2.7539E-04,-6.4561E-04,3.4010E-03,2.5105E-05,0.0000E+00
814,2.2000E+02,5.7000E+02,-5.6543E-02,-1.5507E-01,-2.7286E-04,-6.4913E-04,3.2111E-03,2.6383E-05,0.0000E+00
815,2.2000E+02,5.8000E+02,-5.5849E-02,-1.6195E-01,-2.7208E-04,-6.5547E-04,3.1551E-03,2.7179E-05,0.0000E+00
816,2.2000E+02,5.9000E+02,-5.5309E-02,-1.6919E-01,-2.7254E-04,-6.5666E-04,2.5448E-03,3.3114E-05,0.0000E+00
817,2.2000E+02,6.0000E+02,-5.4921E-02,-1.7657E-01,-2.6990E-04,-6.5551E-04,2.8632E-03,3.4057E-05,0.0000E+00
818,2.2000E+02,6.1000E+02,-5.5352E-02,-1.8237E-01,-2.6487E-04,-6.5485E-04,3.0691E-03,3.0825E-05,0.0000E+00
819,2.2000E+02,6.2000E+02,-5.5971E-02,-1.8894E-01,-2.5714E-04,-6.5426E-04,2.9970E-03,3.3709E-05,0.0000E+00
820,2.2000E+02,6.3000E+02,-5.6275E-02,-1.9539E-01,-2.5401E-04,-6.6329E-04,3.0328E-03,3.1965E-05,0.0000E+00
821,2.2000E+02,6.4000E+02,-5.6367E-02,-2.0042E-01,-2.5050E-04,-6.7025E-04,2.9676E-03,3.2819E-05,0.0000E+00
822,2.2000E+02,6.5000E+02,-5.5744E-02,-2.0782E-01,-2.4910E-04,-6.7593E-04,2.8204E-03,3.4047E-05,0.0000E+00
823,2.2000E+02,6.6000E+02,-5.5713E-02,-2.1414E-01,-2.4600E-04,-6.7739E-04,3.1458E-03,3.2406E-05,0.0000E+00
