***
*** Digital Image Correlation Engine (DICe), (git sha1: v3.0-beta.8-11-g5ebcdf) Copyright 2021 National Technology & Engineering Solutions of Sandia, LLC (NTESS)
***
*** Reference image: /home/rspencer/moose_work/Geometry_Optimisation/sens_opt_sinh_spline/imdef/imdef_0/defimage_0000.tiff 
*** Deformed image: /home/rspencer/moose_work/Geometry_Optimisation/sens_opt_sinh_spline/imdef/imdef_0/defimage_0001.tiff 
*** DIC method : local 
*** Correlation method: ZNSSD
*** Interpolation method: KEYS_FOURTH
*** Image gradient method: FINITE_DIFFERENCE
*** Optimization method: GRADIENT_BASED_THEN_SIMPLEX
*** Projection method: DISPLACEMENT_BASED
*** Guess initialization method: USE_FEATURE_MATCHING
*** Seed location: N/A
*** Shape functions: Translation (u,v) Normal Strain (ex,ey) Shear Strain (gamma_xy) 
*** Incremental correlation: false
*** Subset size: 21
*** Step size: x 10 y 10 (-1 implies not regular grid)
*** Strain window size in pixels: 100 (only first strain post-processor is reported)
*** Coordinates given with (0,0) as upper left corner of image, x positive right, y positive down
***
SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,VSG_STRAIN_XX,VSG_STRAIN_YY,SIGMA,GAMMA,MATCH
7758,9.1000E+02,8.7000E+02,-1.4991E-01,-1.3139E-01,3.7492E-05,-1.1820E-04,2.9888E-03,3.0093E-05,0.0000E+00
7759,9.1000E+02,8.6000E+02,-1.5639E-01,-1.2513E-01,3.3014E-05,-1.4129E-04,5.7086E-03,1.9678E-04,0.0000E+00
7760,9.2000E+02,8.6000E+02,-1.5663E-01,-1.1477E-01,2.9877E-05,-1.4212E-04,6.1235E-03,2.6572E-04,0.0000E+00
7761,9.2000E+02,8.7000E+02,-1.5058E-01,-1.2445E-01,3.2319E-05,-1.1029E-04,3.2350E-03,3.0267E-05,0.0000E+00
7762,9.2000E+02,8.8000E+02,-1.4388E-01,-1.2368E-01,3.3823E-05,-8.5212E-05,3.4963E-03,2.9264E-05,0.0000E+00
7763,9.2000E+02,8.9000E+02,-1.3698E-01,-1.2313E-01,3.4777E-05,-6.1506E-05,3.7680E-03,2.8657E-05,0.0000E+00
7764,9.2000E+02,9.0000E+02,-1.3121E-01,-1.2426E-01,3.6790E-05,-4.0759E-05,3.4460E-03,2.7625E-05,0.0000E+00
7765,9.2000E+02,9.1000E+02,-1.2529E-01,-1.2569E-01,3.8312E-05,-2.8691E-05,3.1927E-03,2.6899E-05,0.0000E+00
7766,9.2000E+02,9.2000E+02,-1.1717E-01,-1.2485E-01,4.1486E-05,-1.7644E-05,3.1842E-03,2.9308E-05,0.0000E+00
7767,9.2000E+02,9.3000E+02,-1.1129E-01,-1.2421E-01,4.2986E-05,-1.5603E-05,3.1884E-03,2.9174E-05,0.0000E+00
7768,9.2000E+02,9.4000E+02,-1.0464E-01,-1.2456E-01,4.5238E-05,-7.6336E-06,3.5770E-03,2.5702E-05,0.0000E+00
7769,9.2000E+02,9.5000E+02,-9.6267E-02,-1.2450E-01,4.5218E-05,-1.0753E-06,3.3740E-03,2.7838E-05,0.0000E+00
7770,9.2000E+02,9.6000E+02,-8.8697E-02,-1.2485E-01,4.2954E-05,2.8969E-06,3.0358E-03,3.0507E-05,0.0000E+00
7771,9.2000E+02,9.7000E+02,-8.2276E-02,-1.2541E-01,4.2358E-05,7.8554E-06,3.0244E-03,2.8536E-05,0.0000E+00
7772,9.2000E+02,9.8000E+02,-7.4114E-02,-1.2487E-01,4.1325E-05,1.1516E-05,3.4223E-03,2.3926E-05,0.0000E+00
7773,9.2000E+02,9.9000E+02,-6.6737E-02,-1.2551E-01,3.8483E-05,1.2368E-05,3.7145E-03,2.4181E-05,0.0000E+00
7774,9.2000E+02,1.0000E+03,-5.9605E-02,-1.2546E-01,3.6500E-05,1.1481E-05,3.4726E-03,2.5485E-05,0.0000E+00
7775,9.2000E+02,1.0100E+03,-5.0484E-02,-1.2493E-01,3.2547E-05,1.4348E-05,3.1010E-03,2.4151E-05,0.0000E+00
7776,9.2000E+02,1.0200E+03,-4.2475E-02,-1.2519E-01,2.6689E-05,1.5503E-05,3.0798E-03,2.4225E-05,0.0000E+00
7777,9.2000E+02,1.0300E+03,-3.4374E-02,-1.2512E-01,1.8683E-05,1.3584E-05,3.1516E-03,2.5039E-05,0.0000E+00
7778,9.2000E+02,1.0400E+03,-2.5977E-02,-1.2478E-01,1.0126E-05,1.2363E-05,3.3310E-03,2.5237E-05,0.0000E+00
7779,9.2000E+02,1.0500E+03,-1.7539E-02,-1.2375E-01,3.5458E-06,1.2843E-05,3.3753E-03,2.5830E-05,0.0000E+00
7780,9.2000E+02,1.0600E+03,-8.6844E-03,-1.2310E-01,-6.0983E-06,1.2002E-05,3.2350E-03,2.7181E-05,0.0000E+00
7781,9.2000E+02,1.0700E+03,-2.6794E-05,-1.2413E-01,-1.7443E-05,8.6559E-06,2.8721E-03,2.7811E-05,0.0000E+00
7782,9.2000E+02,1.0800E+03,8.5037E-03,-1.2374E-01,-3.1636E-05,1.9797E-06,2.7980E-03,2.7705E-05,0.0000E+00
7783,9.2000E+02,1.0900E+03,1.8083E-02,-1.2323E-01,-4.6795E-05,-8.0663E-06,3.1835E-03,2.6954E-05,0.0000E+00
7784,9.2000E+02,1.1000E+03,2.6898E-02,-1.2297E-01,-6.4143E-05,-1.1287E-04,2.9570E-03,2.6127E-05,0.0000E+00
7785,9.2000E+02,1.1100E+03,3.5242E-02,-1.2320E-01,-9.8434E-05,-4.9390E-04,3.0119E-03,2.3085E-05,0.0000E+00
7786,9.2000E+02,1.1200E+03,4.4620E-02,-1.2389E-01,-1.4864E-04,-1.2411E-03,3.6386E-03,2.3381E-05,0.0000E+00
7787,9.2000E+02,1.1300E+03,5.3908E-02,-1.2424E-01,-2.1065E-04,-2.3329E-03,3.5525E-03,2.4341E-05,0.0000E+00
7788,9.2000E+02,1.1400E+03,6.1938E-02,-1.3022E-01,-2.7942E-04,-3.6446E-03,3.4221E-03,5.8406E-05,0.0000E+00
7789,9.2000E+02,1.1500E+03,6.6549E-02,-1.7329E-01,-3.6319E-04,-5.0336E-03,3.6935E-03,8.4048E-05,0.0000E+00
7790,9.2000E+02,1.1600E+03,6.7892E-02,-2.5567E-01,-4.5041E-04,-6.3370E-03,3.6565E-03,4.6852E-05,0.0000E+00
7791,9.2000E+02,1.1700E+03,6.7545E-02,-3.4720E-01,-5.3477E-04,-7.4220E-03,3.5829E-03,5.8291E-05,0.0000E+00
7792,9.2000E+02,1.1800E+03,6.4881E-02,-4.3570E-01,-6.1742E-04,-8.1762E-03,3.2467E-03,7.4460E-05,0.0000E+00
7793,9.2000E+02,1.1900E+03,6.2026E-02,-5.2164E-01,-6.9333E-04,-8.5451E-03,2.8838E-03,9.0529E-05,0.0000E+00
7794,9.2000E+02,1.2000E+03,5.5670E-02,-6.0562E-01,-7.4581E-04,-8.6294E-03,3.1796E-03,6.9628E-05,0.0000E+00
7795,9.2000E+02,1.2100E+03,5.4908E-02,-6.8640E-01,-8.0293E-04,-8.5892E-03,3.6607E-03,5.9595E-05,0.0000E+00
7796,9.2000E+02,1.2200E+03,4.2091E-02,-7.6865E-01,-8.5187E-04,-8.5530E-03,2.9646E-03,7.0550E-05,0.0000E+00
7797,9.2000E+02,1.2300E+03,3.8010E-02,-8.4853E-01,-8.8761E-04,-8.5193E-03,2.9771E-03,4.6734E-05,0.0000E+00
7798,9.2000E+02,1.2400E+03,3.2645E-02,-9.3067E-01,-9.3652E-04,-8.4750E-03,3.2798E-03,3.2490E-05,0.0000E+00
7799,9.2000E+02,1.2500E+03,2.8586E-02,-1.0133E+00,-9.9279E-04,-8.4085E-03,3.2320E-03,3.4672E-05,0.0000E+00
7800,9.2000E+02,1.2600E+03,2.3343E-02,-1.0966E+00,-1.0592E-03,-8.3146E-03,3.0347E-03,3.9612E-05,0.0000E+00
7801,9.2000E+02,1.2700E+03,2.0859E-02,-1.1826E+00,-1.1415E-03,-8.1923E-03,3.7714E-03,4.0672E-05,0.0000E+00
7802,9.2000E+02,1.2800E+03,1.4788E-02,-1.2674E+00,-1.2404E-03,-8.0460E-03,3.4300E-03,4.9285E-05,0.0000E+00
7803,9.2000E+02,1.2900E+03,1.1111E-02,-1.3514E+00,-1.3186E-03,-7.9119E-03,3.2431E-03,4.9102E-05,0.0000E+00
7804,9.2000E+02,1.3000E+03,5.9098E-03,-1.4369E+00,-1.3892E-03,-7.8179E-03,3.6051E-03,6.5583E-05,0.0000E+00
7805,9.2000E+02,1.3100E+03,-2.7287E-04,-1.5227E+00,-1.4611E-03,-7.7621E-03,3.9380E-03,7.9189E-05,0.0000E+00
7806,9.2000E+02,1.3200E+03,1.3844E-03,-1.6084E+00,-1.4973E-03,-7.7420E-03,4.0970E-03,6.8746E-05,0.0000E+00
7807,9.2000E+02,1.3300E+03,-7.2678E-03,-1.6932E+00,-1.5418E-03,-7.6973E-03,3.7695E-03,5.7165E-05,0.0000E+00
7808,9.2000E+02,1.3400E+03,-1.1795E-02,-1.7748E+00,-1.5794E-03,-7.6809E-03,3.9081E-03,5.9417E-05,0.0000E+00
7809,9.2000E+02,1.3500E+03,-1.5587E-02,-1.8495E+00,-1.5788E-03,-7.7228E-03,3.8911E-03,8.5434E-05,0.0000E+00
7810,9.2000E+02,1.3600E+03,-2.4788E-02,-1.9170E+00,-1.5574E-03,-7.7247E-03,4.2962E-03,1.1187E-04,0.0000E+00
7811,9.2000E+02,1.3700E+03,-4.6720E-02,-1.9835E+00,-1.6277E-03,-7.6365E-03,4.2397E-03,1.3820E-04,0.0000E+00
7812,9.2000E+02,1.3800E+03,-7.5983E-02,-2.0432E+00,-1.7345E-03,-7.4680E-03,3.1673E-03,1.4119E-04,0.0000E+00
7813,9.2000E+02,1.3900E+03,-7.4621E-02,-2.0974E+00,-1.7547E-03,-7.3287E-03,3.0546E-03,1.6563E-04,0.0000E+00
7814,9.3000E+02,1.3700E+03,-6.4844E-02,-1.9405E+00,-1.6819E-03,-7.5185E-03,3.7882E-03,9.6057E-05,0.0000E+00
7815,9.3000E+02,1.3600E+03,-5.9419E-02,-1.8878E+00,-1.6220E-03,-7.6496E-03,3.7235E-03,1.2357E-04,0.0000E+00
7816,9.3000E+02,1.3500E+03,-4.2430E-02,-1.8320E+00,-1.5713E-03,-7.6985E-03,3.3850E-03,1.3853E-04,0.0000E+00
7817,9.3000E+02,1.3400E+03,-3.7024E-02,-1.7719E+00,-1.5717E-03,-7.7410E-03,3.0968E-03,1.2167E-04,0.0000E+00
7818,9.3000E+02,1.3300E+03,-2.8061E-02,-1.7007E+00,-1.5274E-03,-7.7146E-03,3.5328E-03,8.9004E-05,0.0000E+00
7819,9.3000E+02,1.3200E+03,-7.5128E-03,-1.6203E+00,-1.4769E-03,-7.6716E-03,4.0201E-03,8.7376E-05,0.0000E+00
7820,9.3000E+02,1.3100E+03,-2.7304E-03,-1.5403E+00,-1.4354E-03,-7.6945E-03,3.2711E-03,6.1239E-05,0.0000E+00
7821,9.3000E+02,1.3000E+03,1.4885E-03,-1.4523E+00,-1.3566E-03,-7.7377E-03,3.3400E-03,5.2748E-05,0.0000E+00
7822,9.3000E+02,1.2900E+03,6.4593E-03,-1.3673E+00,-1.2915E-03,-7.8089E-03,3.4396E-03,4.8080E-05,0.0000E+00
7823,9.3000E+02,1.2800E+03,9.9698E-03,-1.2826E+00,-1.2576E-03,-7.8797E-03,3.1291E-03,4.6241E-05,0.0000E+00
7824,9.3000E+02,1.2700E+03,1.5733E-02,-1.1985E+00,-1.1563E-03,-7.9950E-03,2.8892E-03,3.8648E-05,0.0000E+00
7825,9.3000E+02,1.2600E+03,1.9787E-02,-1.1124E+00,-1.0681E-03,-8.1226E-03,3.0383E-03,3.6716E-05,0.0000E+00
7826,9.3000E+02,1.2500E+03,2.3768E-02,-1.0272E+00,-9.9292E-04,-8.2402E-03,3.3980E-03,3.5120E-05,0.0000E+00
7827,9.3000E+02,1.2400E+03,2.6570E-02,-9.4195E-01,-9.1289E-04,-8.3362E-03,4.3100E-03,2.9580E-05,0.0000E+00
7828,9.3000E+02,1.2300E+03,2.9050E-02,-8.5288E-01,-8.6181E-04,-8.4054E-03,3.7144E-03,3.2031E-05,0.0000E+00
7829,9.3000E+02,1.2200E+03,3.3181E-02,-7.7085E-01,-8.2509E-04,-8.4733E-03,3.2048E-03,4.2721E-05,0.0000E+00
7830,9.3000E+02,1.2100E+03,3.9172E-02,-6.8833E-01,-7.7545E-04,-8.5294E-03,3.3984E-03,4.8772E-05,0.0000E+00
7831,9.3000E+02,1.2000E+03,4.3716E-02,-6.0516E-01,-7.2488E-04,-8.5793E-03,3.5046E-03,6.8680E-05,0.0000E+00
7832,9.3000E+02,1.1900E+03,4.8404E-02,-5.2399E-01,-6.8445E-04,-8.5410E-03,2.9564E-03,8.7687E-05,0.0000E+00
7833,9.3000E+02,1.1800E+03,5.3402E-02,-4.4148E-01,-6.1991E-04,-8.2511E-03,2.7915E-03,6.8895E-05,0.0000E+00
7834,9.3000E+02,1.1700E+03,5.8257E-02,-3.5628E-01,-5.4757E-04,-7.6023E-03,2.9498E-03,5.5530E-05,0.0000E+00
7835,9.3000E+02,1.1600E+03,6.0799E-02,-2.6796E-01,-4.6513E-04,-6.6060E-03,2.9558E-03,4.7289E-05,0.0000E+00
7836,9.3000E+02,1.1500E+03,6.3126E-02,-1.8167E-01,-3.7776E-04,-5.3563E-03,3.4162E-03,5.4694E-05,0.0000E+00
7837,9.3000E+02,1.1400E+03,5.8311E-02,-1.2589E-01,-3.0037E-04,-3.9816E-03,3.2226E-03,6.1023E-05,0.0000E+00
7838,9.3000E+02,1.1300E+03,5.2426E-02,-1.1762E-01,-2.2296E-04,-2.6463E-03,3.1211E-03,2.4474E-05,0.0000E+00
7839,9.3000E+02,1.1200E+03,4.4594E-02,-1.1758E-01,-1.6168E-04,-1.4935E-03,3.5637E-03,2.2821E-05,0.0000E+00
7840,9.3000E+02,1.1100E+03,3.4687E-02,-1.1651E-01,-1.0877E-04,-6.5108E-04,3.3943E-03,2.2532E-05,0.0000E+00
7841,9.3000E+02,1.1000E+03,2.6192E-02,-1.1618E-01,-7.0200E-05,-1.7968E-04,2.7852E-03,2.5775E-05,0.0000E+00
7842,9.3000E+02,1.0900E+03,1.7397E-02,-1.1599E-01,-4.9738E-05,-1.9045E-05,3.1542E-03,2.5632E-05,0.0000E+00
7843,9.3000E+02,1.0800E+03,9.1437E-03,-1.1681E-01,-3.6004E-05,6.9397E-07,3.2965E-03,2.4713E-05,0.0000E+00
7844,9.3000E+02,1.0700E+03,-8.2126E-05,-1.1664E-01,-2.4369E-05,8.9110E-06,3.0319E-03,2.6033E-05,0.0000E+00
7845,9.3000E+02,1.0600E+03,-7.8167E-03,-1.1607E-01,-1.0848E-05,1.3383E-05,3.3080E-03,2.3844E-05,0.0000E+00
7846,9.3000E+02,1.0500E+03,-1.6754E-02,-1.1650E-01,1.9181E-06,1.4818E-05,3.2870E-03,2.4964E-05,0.0000E+00
7847,9.3000E+02,1.0400E+03,-2.5822E-02,-1.1652E-01,9.7932E-06,1.6730E-05,3.1383E-03,2.6106E-05,0.0000E+00
7848,9.3000E+02,1.0300E+03,-3.3419E-02,-1.1732E-01,1.6300E-05,1.9467E-05,3.0738E-03,2.6624E-05,0.0000E+00
7849,9.3000E+02,1.0200E+03,-4.1251E-02,-1.1710E-01,2.4655E-05,1.9462E-05,3.3791E-03,2.4389E-05,0.0000E+00
7850,9.3000E+02,1.0100E+03,-4.9758E-02,-1.1618E-01,2.9018E-05,1.8033E-05,3.3010E-03,2.2444E-05,0.0000E+00
7851,9.3000E+02,1.0000E+03,-5.8483E-02,-1.1700E-01,3.2231E-05,1.7184E-05,2.7438E-03,2.5829E-05,0.0000E+00
7852,9.3000E+02,9.9000E+02,-6.6552E-02,-1.1780E-01,3.6305E-05,1.6431E-05,2.9808E-03,2.7260E-05,0.0000E+00
7853,9.3000E+02,9.8000E+02,-7.4554E-02,-1.1703E-01,3.9903E-05,1.3908E-05,3.3478E-03,2.5750E-05,0.0000E+00
7854,9.3000E+02,9.7000E+02,-8.1928E-02,-1.1771E-01,4.3025E-05,1.2911E-05,3.4779E-03,2.8659E-05,0.0000E+00
7855,9.3000E+02,9.6000E+02,-8.8563E-02,-1.1770E-01,4.4772E-05,8.0082E-06,3.1521E-03,3.1554E-05,0.0000E+00
7856,9.3000E+02,9.5000E+02,-9.6069E-02,-1.1807E-01,4.5818E-05,3.5184E-06,3.1291E-03,3.1559E-05,0.0000E+00
7857,9.3000E+02,9.4000E+02,-1.0430E-01,-1.1833E-01,4.5805E-05,-1.2302E-06,3.4064E-03,2.8835E-05,0.0000E+00
7858,9.3000E+02,9.3000E+02,-1.1104E-01,-1.1738E-01,4.4347E-05,-7.1929E-06,3.3267E-03,2.7545E-05,0.0000E+00
7859,9.3000E+02,9.2000E+02,-1.1652E-01,-1.1842E-01,4.1134E-05,-8.9091E-06,3.5117E-03,2.7229E-05,0.0000E+00
7860,9.3000E+02,9.1000E+02,-1.2381E-01,-1.1871E-01,3.9680E-05,-1.2417E-05,3.3902E-03,2.7284E-05,0.0000E+00
7861,9.3000E+02,9.0000E+02,-1.3088E-01,-1.1785E-01,3.5970E-05,-3.1191E-05,3.3015E-03,2.8137E-05,0.0000E+00
7862,9.3000E+02,8.9000E+02,-1.3690E-01,-1.1705E-01,3.2685E-05,-3.6736E-05,3.3738E-03,3.0725E-05,0.0000E+00
7863,9.3000E+02,8.8000E+02,-1.4314E-01,-1.1777E-01,3.7260E-05,-6.6853E-05,3.0346E-03,3.2335E-05,0.0000E+00
7864,9.3000E+02,8.7000E+02,-1.4947E-01,-1.1795E-01,3.1709E-05,-9.2200E-05,3.3272E-03,3.0955E-05,0.0000E+00
7865,9.4000E+02,8.7000E+02,-1.4847E-01,-1.1045E-01,4.0388E-05,-5.9894E-05,3.9800E-03,5.7433E-05,0.0000E+00
7866,9.4000E+02,8.8000E+02,-1.4314E-01,-1.1101E-01,4.8509E-05,-4.5409E-05,3.0138E-03,2.8662E-05,0.0000E+00
7867,9.4000E+02,8.9000E+02,-1.3682E-01,-1.1137E-01,4.1031E-05,-3.0682E-05,3.2910E-03,2.8251E-05,0.0000E+00
7868,9.4000E+02,9.0000E+02,-1.2964E-01,-1.1265E-01,4.2730E-05,-2.4500E-05,3.2070E-03,2.6673E-05,0.0000E+00
7869,9.4000E+02,9.1000E+02,-1.2261E-01,-1.1232E-01,4.5577E-05,-6.8533E-06,3.0970E-03,2.5946E-05,0.0000E+00
7870,9.4000E+02,9.2000E+02,-1.1640E-01,-1.1164E-01,4.2403E-05,-2.5202E-06,3.1079E-03,2.4427E-05,0.0000E+00
7871,9.4000E+02,9.3000E+02,-1.1129E-01,-1.1220E-01,4.4039E-05,1.1214E-06,3.2015E-03,2.4482E-05,0.0000E+00
7872,9.4000E+02,9.4000E+02,-1.0399E-01,-1.1227E-01,4.6403E-05,7.4427E-06,3.3289E-03,2.6776E-05,0.0000E+00
7873,9.4000E+02,9.5000E+02,-9.6018E-02,-1.1240E-01,4.7248E-05,1.1616E-05,3.3395E-03,2.7080E-05,0.0000E+00
7874,9.4000E+02,9.6000E+02,-8.8050E-02,-1.1097E-01,4.7468E-05,1.4047E-05,3.2930E-03,2.9686E-05,0.0000E+00
7875,9.4000E+02,9.7000E+02,-8.0436E-02,-1.1043E-01,4.3660E-05,1.5482E-05,3.6345E-03,2.6141E-05,0.0000E+00
7876,9.4000E+02,9.8000E+02,-7.3436E-02,-1.0963E-01,3.8968E-05,1.8379E-05,3.9272E-03,2.4374E-05,0.0000E+00
7877,9.4000E+02,9.9000E+02,-6.5436E-02,-1.0996E-01,3.4462E-05,2.0740E-05,2.8787E-03,2.9290E-05,0.0000E+00
7878,9.4000E+02,1.0000E+03,-5.7007E-02,-1.0884E-01,2.8585E-05,2.2813E-05,2.5101E-03,2.5412E-05,0.0000E+00
7879,9.4000E+02,1.0100E+03,-4.9224E-02,-1.0873E-01,2.5404E-05,2.1016E-05,3.6376E-03,2.2472E-05,0.0000E+00
7880,9.4000E+02,1.0200E+03,-4.1192E-02,-1.1003E-01,2.1581E-05,2.2511E-05,3.2522E-03,2.6570E-05,0.0000E+00
7881,9.4000E+02,1.0300E+03,-3.3102E-02,-1.0899E-01,1.5177E-05,2.4904E-05,3.1683E-03,2.6708E-05,0.0000E+00
7882,9.4000E+02,1.0400E+03,-2.4824E-02,-1.0857E-01,7.9187E-06,2.0572E-05,3.1246E-03,2.4268E-05,0.0000E+00
7883,9.4000E+02,1.0500E+03,-1.6524E-02,-1.0876E-01,-1.4035E-06,1.6639E-05,3.1514E-03,2.6033E-05,0.0000E+00
7884,9.4000E+02,1.0600E+03,-7.7236E-03,-1.0879E-01,-1.3304E-05,1.5054E-05,3.2845E-03,2.6054E-05,0.0000E+00
7885,9.4000E+02,1.0700E+03,6.0730E-05,-1.0888E-01,-2.7238E-05,9.2914E-06,3.8134E-03,2.5056E-05,0.0000E+00
7886,9.4000E+02,1.0800E+03,8.9307E-03,-1.0861E-01,-3.8904E-05,-7.5246E-07,3.5715E-03,2.3605E-05,0.0000E+00
7887,9.4000E+02,1.0900E+03,1.7603E-02,-1.0876E-01,-5.4663E-05,-4.5599E-05,3.0597E-03,2.2473E-05,0.0000E+00
7888,9.4000E+02,1.1000E+03,2.6080E-02,-1.0934E-01,-7.4738E-05,-2.7450E-04,2.9816E-03,2.4815E-05,0.0000E+00
7889,9.4000E+02,1.1100E+03,3.3768E-02,-1.0984E-01,-1.1349E-04,-8.3828E-04,3.3386E-03,2.4543E-05,0.0000E+00
7890,9.4000E+02,1.1200E+03,4.2279E-02,-1.0999E-01,-1.6791E-04,-1.7678E-03,3.2481E-03,2.6222E-05,0.0000E+00
7891,9.4000E+02,1.1300E+03,5.1069E-02,-1.0997E-01,-2.3497E-04,-2.9745E-03,2.9518E-03,2.7193E-05,0.0000E+00
7892,9.4000E+02,1.1400E+03,5.9752E-02,-1.3158E-01,-3.1233E-04,-4.3259E-03,3.0881E-03,7.0366E-05,0.0000E+00
7893,9.4000E+02,1.1500E+03,5.7367E-02,-1.9423E-01,-3.8567E-04,-5.6749E-03,3.1566E-03,4.4235E-05,0.0000E+00
7894,9.4000E+02,1.1600E+03,5.3444E-02,-2.7803E-01,-4.5698E-04,-6.8695E-03,3.1767E-03,4.1119E-05,0.0000E+00
7895,9.4000E+02,1.1700E+03,4.8947E-02,-3.6362E-01,-5.3456E-04,-7.7754E-03,2.7967E-03,5.0230E-05,0.0000E+00
7896,9.4000E+02,1.1800E+03,4.4267E-02,-4.4733E-01,-5.9643E-04,-8.3139E-03,2.5838E-03,5.7456E-05,0.0000E+00
7897,9.4000E+02,1.1900E+03,4.0169E-02,-5.3312E-01,-6.5319E-04,-8.5095E-03,2.6358E-03,6.7101E-05,0.0000E+00
7898,9.4000E+02,1.2000E+03,3.8384E-02,-6.1848E-01,-7.0379E-04,-8.5050E-03,3.3826E-03,6.3875E-05,0.0000E+00
7899,9.4000E+02,1.2100E+03,3.3336E-02,-7.0299E-01,-7.5041E-04,-8.4326E-03,3.3685E-03,4.6459E-05,0.0000E+00
7900,9.4000E+02,1.2200E+03,2.7106E-02,-7.8755E-01,-8.1191E-04,-8.3418E-03,3.2378E-03,3.7571E-05,0.0000E+00
7901,9.4000E+02,1.2300E+03,2.7499E-02,-8.7572E-01,-8.6785E-04,-8.2573E-03,3.3530E-03,3.6482E-05,0.0000E+00
7902,9.4000E+02,1.2400E+03,2.2070E-02,-9.6459E-01,-9.3192E-04,-8.1680E-03,3.7751E-03,3.1797E-05,0.0000E+00
7903,9.4000E+02,1.2500E+03,1.6017E-02,-1.0484E+00,-1.0082E-03,-8.0678E-03,2.9669E-03,3.4930E-05,0.0000E+00
7904,9.4000E+02,1.2600E+03,1.4941E-02,-1.1313E+00,-1.0771E-03,-7.9658E-03,3.0899E-03,3.6508E-05,0.0000E+00
7905,9.4000E+02,1.2700E+03,1.0737E-02,-1.2184E+00,-1.1546E-03,-7.8645E-03,3.4591E-03,3.2058E-05,0.0000E+00
7906,9.4000E+02,1.2800E+03,4.3863E-03,-1.3046E+00,-1.2192E-03,-7.7794E-03,3.3108E-03,4.1410E-05,0.0000E+00
7907,9.4000E+02,1.2900E+03,-1.3841E-03,-1.3852E+00,-1.2611E-03,-7.7170E-03,3.3173E-03,5.2832E-05,0.0000E+00
7908,9.4000E+02,1.3000E+03,-5.3741E-03,-1.4670E+00,-1.3306E-03,-7.6573E-03,3.4373E-03,4.7370E-05,0.0000E+00
7909,9.4000E+02,1.3100E+03,-1.0552E-02,-1.5465E+00,-1.3980E-03,-7.6783E-03,3.9076E-03,4.0718E-05,0.0000E+00
7910,9.4000E+02,1.3200E+03,-2.7281E-02,-1.6000E+00,-1.4637E-03,-7.6732E-03,3.0933E-03,1.8553E-04,0.0000E+00
7911,9.4000E+02,1.3300E+03,-4.1874E-02,-1.6666E+00,-1.5710E-03,-7.6333E-03,3.0063E-03,1.9974E-04,0.0000E+00
7912,9.4000E+02,1.3400E+03,-6.1938E-02,-1.7299E+00,-1.6579E-03,-7.6156E-03,3.6629E-03,6.9136E-05,0.0000E+00
7913,9.4000E+02,1.3500E+03,-7.1918E-02,-1.7870E+00,-1.7109E-03,-7.5079E-03,2.9362E-03,1.3936E-04,0.0000E+00
7914,9.5000E+02,1.3400E+03,-8.5302E-02,-1.6991E+00,-1.8423E-03,-7.3367E-03,5.1403E-03,1.4181E-04,0.0000E+00
7915,9.5000E+02,1.3300E+03,-5.9427E-02,-1.6110E+00,-1.6720E-03,-7.4072E-03,3.8726E-03,8.0026E-05,0.0000E+00
7916,9.5000E+02,1.3200E+03,-6.1278E-02,-1.5529E+00,-1.5665E-03,-7.5033E-03,3.6398E-03,9.1370E-05,0.0000E+00
7917,9.5000E+02,1.3100E+03,-5.2745E-02,-1.4874E+00,-1.4486E-03,-7.5500E-03,3.5577E-03,9.0591E-05,0.0000E+00
7918,9.5000E+02,1.3000E+03,-3.2619E-02,-1.4452E+00,-1.3591E-03,-7.6091E-03,3.0089E-03,8.4422E-05,0.0000E+00
7919,9.5000E+02,1.2900E+03,-1.3008E-02,-1.3832E+00,-1.2897E-03,-7.6120E-03,3.3157E-03,9.7419E-05,0.0000E+00
7920,9.5000E+02,1.2800E+03,-4.6069E-03,-1.3137E+00,-1.2217E-03,-7.6581E-03,3.4319E-03,7.8207E-05,0.0000E+00
7921,9.5000E+02,1.2700E+03,5.4384E-03,-1.2356E+00,-1.1472E-03,-7.7573E-03,3.7673E-03,4.5925E-05,0.0000E+00
7922,9.5000E+02,1.2600E+03,1.0790E-02,-1.1513E+00,-1.0795E-03,-7.8510E-03,3.0365E-03,4.1070E-05,0.0000E+00
7923,9.5000E+02,1.2500E+03,1.1692E-02,-1.0664E+00,-1.0262E-03,-7.9438E-03,2.6765E-03,3.3764E-05,0.0000E+00
7924,9.5000E+02,1.2400E+03,1.7684E-02,-9.8015E-01,-9.5588E-04,-8.0381E-03,3.0161E-03,2.6124E-05,0.0000E+00
7925,9.5000E+02,1.2300E+03,2.4963E-02,-8.9426E-01,-8.9530E-04,-8.1217E-03,2.7668E-03,2.9361E-05,0.0000E+00
7926,9.5000E+02,1.2200E+03,2.3608E-02,-8.0590E-01,-8.3058E-04,-8.2064E-03,3.1130E-03,4.0237E-05,0.0000E+00
7927,9.5000E+02,1.2100E+03,2.7534E-02,-7.1943E-01,-7.6935E-04,-8.2947E-03,3.5008E-03,4.5764E-05,0.0000E+00
7928,9.5000E+02,1.2000E+03,3.2114E-02,-6.3566E-01,-7.0540E-04,-8.3749E-03,3.6405E-03,5.7586E-05,0.0000E+00
