Time;Image index (Image index);Distance L(t) (Extensometer ID: 328);Change in distance (Extensometer ID: 328);Strain (Extensometer ID: 328);Distance x L(t) (Extensometer ID: 328);Distance y L(t) (Extensometer ID: 328);Distance z L(t) (Extensometer ID: 328);Change in distance x (Extensometer ID: 328);Change in distance y (Extensometer ID: 328);Change in distance z (Extensometer ID: 328);Extensometer : Distance change Extensometer : Distance change;Extensometer : Distance L(t=N) Extensometer : Distance L(t=N);Extensometer : Distance L(t = 0) Extensometer : Distance L(t = 0);Extensometer : Distance change per second Extensometer : Distance change per second;Extensometer : Strain Extensometer;kilo Newton ADC channel 1
ms;;mm;mm;S;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm/s;S;kN
612348.726150;;;;;;;;;;;1.749291;8.751280;7.001989;0.003931;0.249828;1.375801
612848.726150;120.000000;8.794488;1.766685;0.251385;0.054605;8.794310;0.012343;-0.014741;1.767129;-0.050384;1.751213;8.753202;7.001989;0.003845;0.250102;1.373034
613348.726150;;;;;;;;;;;1.753036;8.755026;7.001989;0.003646;0.250363;1.369066
613848.726150;;;;;;;;;;;1.754864;8.756853;7.001989;0.003656;0.250624;1.367189
614348.726150;;;;;;;;;;;1.756726;8.758715;7.001989;0.003724;0.250890;1.364878
614848.726150;;;;;;;;;;;1.758650;8.760639;7.001989;0.003847;0.251164;1.362147
615348.726150;;;;;;;;;;;1.760645;8.762633;7.001989;0.003990;0.251449;1.359428
615848.726150;;;;;;;;;;;1.762309;8.764298;7.001989;0.003328;0.251687;1.355310
616348.726150;;;;;;;;;;;1.764169;8.766158;7.001989;0.003721;0.251953;1.352507
616848.726150;;;;;;;;;;;1.765911;8.767900;7.001989;0.003483;0.252201;1.349787
617348.726150;;;;;;;;;;;1.768014;8.770003;7.001989;0.004207;0.252502;1.347040
617848.726150;121.000000;8.813015;1.785212;0.254021;0.054819;8.812837;0.011100;-0.014527;1.785656;-0.051626;1.769864;8.771853;7.001989;0.003700;0.252766;1.344305
618348.726150;;;;;;;;;;;1.771782;8.773770;7.001989;0.003836;0.253040;1.342973
618848.726150;;;;;;;;;;;1.773843;8.775831;7.001989;0.004122;0.253334;1.338807
619348.726150;;;;;;;;;;;1.775705;8.777695;7.001989;0.003725;0.253600;1.336108
619848.726150;;;;;;;;;;;1.777619;8.779607;7.001989;0.003826;0.253873;1.333371
620348.726150;;;;;;;;;;;1.779333;8.781321;7.001989;0.003430;0.254118;1.329288
620848.726150;;;;;;;;;;;1.781226;8.783214;7.001989;0.003785;0.254389;1.327886
621348.726150;;;;;;;;;;;1.783101;8.785090;7.001989;0.003750;0.254656;1.325144
621848.726150;;;;;;;;;;;1.785066;8.787055;7.001989;0.003930;0.254937;1.321033
622348.726150;;;;;;;;;;;1.787039;8.789027;7.001989;0.003946;0.255219;1.318347
622848.726150;122.000000;8.831594;1.803790;0.256665;0.055130;8.831418;0.007666;-0.014216;1.804237;-0.055060;1.788905;8.790894;7.001989;0.003732;0.255485;1.315597
623348.726150;;;;;;;;;;;1.790736;8.792725;7.001989;0.003663;0.255747;1.311508
623848.726150;;;;;;;;;;;1.792583;8.794572;7.001989;0.003694;0.256011;1.310153
624348.726150;;;;;;;;;;;1.794425;8.796414;7.001989;0.003683;0.256274;1.307456
624848.726150;;;;;;;;;;;1.796513;8.798502;7.001989;0.004177;0.256572;1.303316
625348.726150;;;;;;;;;;;1.798470;8.800459;7.001989;0.003914;0.256851;1.300621
625848.726150;;;;;;;;;;;1.800336;8.802324;7.001989;0.003731;0.257118;1.297858
626348.726150;;;;;;;;;;;1.802273;8.804261;7.001989;0.003874;0.257394;1.293732
626848.726150;;;;;;;;;;;1.803806;8.805795;7.001989;0.003067;0.257613;1.290985
627348.726150;;;;;;;;;;;1.805760;8.807749;7.001989;0.003908;0.257892;1.288297
627848.726150;123.000000;8.850330;1.822527;0.259331;0.055326;8.850155;0.006804;-0.014020;1.822974;-0.055922;1.807663;8.809652;7.001989;0.003806;0.258164;1.285668
628348.726150;;;;;;;;;;;1.809679;8.811668;7.001989;0.004032;0.258452;1.282804
628848.726150;;;;;;;;;;;1.811627;8.813616;7.001989;0.003895;0.258730;1.279310
629348.726150;;;;;;;;;;;1.813501;8.815489;7.001989;0.003748;0.258998;1.275952
629848.726150;;;;;;;;;;;1.815193;8.817181;7.001989;0.003384;0.259240;1.273261
630348.726150;;;;;;;;;;;1.817067;8.819056;7.001989;0.003748;0.259507;1.270487
630848.726150;;;;;;;;;;;1.818937;8.820926;7.001989;0.003740;0.259774;1.267756
631348.726150;;;;;;;;;;;1.821021;8.823010;7.001989;0.004167;0.260072;1.265046
631848.726150;;;;;;;;;;;1.822649;8.824638;7.001989;0.003257;0.260305;1.260903
632348.726150;;;;;;;;;;;1.824857;8.826846;7.001989;0.004416;0.260620;1.258142
632848.726150;124.000000;8.869073;1.841270;0.261998;0.055415;8.868898;0.004973;-0.013931;1.841717;-0.057753;1.826708;8.828697;7.001989;0.003702;0.260884;1.254211
633348.726150;;;;;;;;;;;1.828493;8.830482;7.001989;0.003570;0.261139;1.251474
633848.726150;;;;;;;;;;;1.830322;8.832311;7.001989;0.003658;0.261400;1.248727
634348.726150;;;;;;;;;;;1.832260;8.834249;7.001989;0.003877;0.261677;1.247364
634848.726150;;;;;;;;;;;1.834217;8.836206;7.001989;0.003914;0.261957;1.243209
635348.726150;;;;;;;;;;;1.836237;8.838226;7.001989;0.004040;0.262245;1.239118
635848.726150;;;;;;;;;;;1.838082;8.840071;7.001989;0.003689;0.262509;1.236416
636348.726150;;;;;;;;;;;1.839825;8.841813;7.001989;0.003485;0.262757;1.232306
636848.726150;;;;;;;;;;;1.841767;8.843756;7.001989;0.003885;0.263035;1.230884
637348.726150;;;;;;;;;;;1.843552;8.845540;7.001989;0.003570;0.263290;1.228158
637848.726150;125.000000;8.888030;1.860227;0.264695;0.055475;8.887857;0.003085;-0.013871;1.860675;-0.059641;1.845673;8.847662;7.001989;0.004242;0.263593;1.225459
638348.726150;;;;;;;;;;;1.847674;8.849663;7.001989;0.004003;0.263879;1.219965
638848.726150;;;;;;;;;;;1.849571;8.851559;7.001989;0.003793;0.264149;1.217232
639348.726150;;;;;;;;;;;1.851407;8.853396;7.001989;0.003673;0.264412;1.213349
639848.726150;;;;;;;;;;;1.853182;8.855171;7.001989;0.003550;0.264665;1.210395
640348.726150;;;;;;;;;;;1.855135;8.857124;7.001989;0.003906;0.264944;1.207694
640848.726150;;;;;;;;;;;1.857078;8.859068;7.001989;0.003886;0.265222;1.204918
641348.726150;;;;;;;;;;;1.859134;8.861122;7.001989;0.004111;0.265515;1.202192
641848.726150;;;;;;;;;;;1.861099;8.863087;7.001989;0.003930;0.265796;1.198065
642348.726150;;;;;;;;;;;1.862966;8.864954;7.001989;0.003734;0.266062;1.193932
642848.726150;126.000000;8.906861;1.879058;0.267375;0.055682;8.906686;0.003635;-0.013664;1.879505;-0.059091;1.864849;8.866838;7.001989;0.003768;0.266331;1.189892
643348.726150;;;;;;;;;;;1.866473;8.868462;7.001989;0.003248;0.266563;1.188506
643848.726150;;;;;;;;;;;1.868487;8.870476;7.001989;0.004028;0.266851;1.184419
644348.726150;;;;;;;;;;;1.870573;8.872562;7.001989;0.004172;0.267149;1.181735
644848.726150;;;;;;;;;;;1.872445;8.874433;7.001989;0.003743;0.267416;1.177586
645348.726150;;;;;;;;;;;1.874544;8.876532;7.001989;0.004198;0.267716;1.174819
645848.726150;;;;;;;;;;;1.876321;8.878309;7.001989;0.003554;0.267970;1.170647
646348.726150;;;;;;;;;;;1.878144;8.880133;7.001989;0.003646;0.268230;1.167981
646848.726150;;;;;;;;;;;1.879934;8.881923;7.001989;0.003580;0.268486;1.165171
647348.726150;;;;;;;;;;;1.881944;8.883933;7.001989;0.004020;0.268773;1.161119
647848.726150;127.000000;8.925710;1.897907;0.270057;0.055942;8.925534;0.003879;-0.013404;1.898353;-0.058847;1.884002;8.885991;7.001989;0.004116;0.269067;1.158401
648348.726150;;;;;;;;;;;1.885872;8.887861;7.001989;0.003741;0.269334;1.154286
648848.726150;;;;;;;;;;;1.887858;8.889846;7.001989;0.003971;0.269617;1.150223
649348.726150;;;;;;;;;;;1.889765;8.891753;7.001989;0.003814;0.269890;1.147211
649848.726150;;;;;;;;;;;1.891499;8.893488;7.001989;0.003469;0.270137;1.144749
650348.726150;;;;;;;;;;;1.893546;8.895535;7.001989;0.004095;0.270430;1.140638
650848.726150;;;;;;;;;;;1.895532;8.897520;7.001989;0.003971;0.270713;1.137939
651348.726150;;;;;;;;;;;1.897547;8.899535;7.001989;0.004030;0.271001;1.133873
651848.726150;;;;;;;;;;;1.899423;8.901412;7.001989;0.003752;0.271269;1.129720
652348.726150;;;;;;;;;;;1.901414;8.903403;7.001989;0.003983;0.271553;1.125639
652848.726150;128.000000;8.944783;1.916980;0.272771;0.056073;8.944606;0.005267;-0.013273;1.917424;-0.057459;1.903199;8.905188;7.001989;0.003570;0.271808;1.122898
653348.726150;;;;;;;;;;;1.905114;8.907102;7.001989;0.003828;0.272082;1.120189
653848.726150;;;;;;;;;;;1.907104;8.909093;7.001989;0.003982;0.272366;1.116055
654348.726150;;;;;;;;;;;1.909224;8.911213;7.001989;0.004239;0.272669;1.111929
654848.726150;;;;;;;;;;;1.911176;8.913165;7.001989;0.003905;0.272948;1.107821
655348.726150;;;;;;;;;;;1.913085;8.915074;7.001989;0.003818;0.273220;1.105088
655848.726150;;;;;;;;;;;1.914899;8.916888;7.001989;0.003627;0.273479;1.101023
656348.726150;;;;;;;;;;;1.916813;8.918802;7.001989;0.003828;0.273753;1.098253
656848.726150;;;;;;;;;;;1.918823;8.920811;7.001989;0.004020;0.274040;1.094152
657348.726150;;;;;;;;;;;1.920855;8.922844;7.001989;0.004063;0.274330;1.091444
657848.726150;129.000000;8.964144;1.936340;0.275526;0.056474;8.963965;0.003442;-0.012872;1.936784;-0.059284;1.922930;8.924919;7.001989;0.004150;0.274626;1.086025
658348.726150;;;;;;;;;;;1.924815;8.926804;7.001989;0.003771;0.274895;1.081923
658848.726150;;;;;;;;;;;1.926815;8.928803;7.001989;0.004000;0.275181;1.078684
659348.726150;;;;;;;;;;;1.928673;8.930661;7.001989;0.003716;0.275446;1.075098
659848.726150;;;;;;;;;;;1.930523;8.932511;7.001989;0.003700;0.275711;1.071010
660348.726150;;;;;;;;;;;1.932606;8.934595;7.001989;0.004166;0.276008;1.068289
660848.726150;;;;;;;;;;;1.934681;8.936670;7.001989;0.004151;0.276305;1.064107
661348.726150;;;;;;;;;;;1.936661;8.938650;7.001989;0.003960;0.276587;1.058674
661848.726150;;;;;;;;;;;1.938603;8.940591;7.001989;0.003882;0.276865;1.054552
662348.726150;;;;;;;;;;;1.987319;8.989308;7.001989;0.097432;0.283822;-0.000589
662848.726150;;;;;;;;;;;1.971585;8.973573;7.001989;-0.031468;0.281575;-0.000617
663348.726150;;;;;;;;;;;1.967285;8.969274;7.001989;-0.008600;0.280961;-0.000643
663848.726150;;;;;;;;;;;1.969637;8.971625;7.001989;0.004704;0.281297;-0.000652
664348.726150;;;;;;;;;;;1.967255;8.969244;7.001989;-0.004763;0.280957;-0.000629
664848.726150;;;;;;;;;;;1.968293;8.970282;7.001989;0.002077;0.281105;-0.000645
665348.726150;;;;;;;;;;;1.968427;8.970416;7.001989;0.000267;0.281124;-0.000655
665848.726150;;;;;;;;;;;1.968303;8.970292;7.001989;-0.000248;0.281106;-0.000616
