Time;Image index (Image index);Distance L(t) (Extensometer ID: 328);Change in distance (Extensometer ID: 328);Strain (Extensometer ID: 328);Distance x L(t) (Extensometer ID: 328);Distance y L(t) (Extensometer ID: 328);Distance z L(t) (Extensometer ID: 328);Change in distance x (Extensometer ID: 328);Change in distance y (Extensometer ID: 328);Change in distance z (Extensometer ID: 328);Extensometer : Distance change Extensometer : Distance change;Extensometer : Distance L(t=N) Extensometer : Distance L(t=N);Extensometer : Distance L(t = 0) Extensometer : Distance L(t = 0);Extensometer : Distance change per second Extensometer : Distance change per second;Extensometer : Strain Extensometer;kilo Newton ADC channel 1
ms;;mm;mm;S;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm/s;S;kN
476848.726150;;;;;;;;;;;1.257150;8.259139;7.001989;0.003701;0.179542;1.911513
477348.726150;;;;;;;;;;;1.258655;8.260644;7.001989;0.003010;0.179757;1.911485
477848.726150;93.000000;8.309176;1.281372;0.182329;0.050929;8.308996;0.019628;-0.018417;1.281815;-0.043098;1.260532;8.262521;7.001989;0.003753;0.180025;1.910100
478348.726150;;;;;;;;;;;1.262185;8.264174;7.001989;0.003306;0.180261;1.910120
478848.726150;;;;;;;;;;;1.264068;8.266057;7.001989;0.003766;0.180530;1.907397
479348.726150;;;;;;;;;;;1.266050;8.268039;7.001989;0.003963;0.180813;1.906040
479848.726150;;;;;;;;;;;1.267699;8.269688;7.001989;0.003299;0.181048;1.904644
480348.726150;;;;;;;;;;;1.269308;8.271296;7.001989;0.003216;0.181278;1.903252
480848.726150;;;;;;;;;;;1.270832;8.272821;7.001989;0.003050;0.181496;1.901916
481348.726150;;;;;;;;;;;1.272862;8.274851;7.001989;0.004060;0.181786;1.900558
481848.726150;;;;;;;;;;;1.274829;8.276818;7.001989;0.003934;0.182067;1.900550
482348.726150;;;;;;;;;;;1.276626;8.278614;7.001989;0.003593;0.182323;1.897786
482848.726150;94.000000;8.326210;1.298407;0.184753;0.050984;8.326038;0.016028;-0.018362;1.298857;-0.046698;1.278372;8.280361;7.001989;0.003493;0.182573;1.896411
483348.726150;;;;;;;;;;;1.280173;8.282162;7.001989;0.003602;0.182830;1.894901
483848.726150;;;;;;;;;;;1.281593;8.283581;7.001989;0.002839;0.183033;1.893648
484348.726150;;;;;;;;;;;1.283712;8.285701;7.001989;0.004239;0.183335;1.892298
484848.726150;;;;;;;;;;;1.285224;8.287213;7.001989;0.003024;0.183551;1.890911
485348.726150;;;;;;;;;;;1.287184;8.289173;7.001989;0.003920;0.183831;1.889647
485848.726150;;;;;;;;;;;1.289000;8.290989;7.001989;0.003631;0.184091;1.888233
486348.726150;;;;;;;;;;;1.290658;8.292647;7.001989;0.003318;0.184327;1.885502
486848.726150;;;;;;;;;;;1.292315;8.294303;7.001989;0.003312;0.184564;1.884101
487348.726150;;;;;;;;;;;1.294225;8.296213;7.001989;0.003820;0.184837;1.884091
487848.726150;95.000000;8.344269;1.316466;0.187323;0.051066;8.344090;0.019500;-0.018280;1.316909;-0.043226;1.295911;8.297900;7.001989;0.003374;0.185078;1.882703
488348.726150;;;;;;;;;;;1.297766;8.299755;7.001989;0.003709;0.185342;1.881346
488848.726150;;;;;;;;;;;1.299587;8.301576;7.001989;0.003642;0.185603;1.879963
489348.726150;;;;;;;;;;;1.301530;8.303519;7.001989;0.003886;0.185880;1.877208
489848.726150;;;;;;;;;;;1.303099;8.305088;7.001989;0.003138;0.186104;1.874728
490348.726150;;;;;;;;;;;1.304777;8.306765;7.001989;0.003356;0.186344;1.874516
490848.726150;;;;;;;;;;;1.306535;8.308523;7.001989;0.003516;0.186595;1.873155
491348.726150;;;;;;;;;;;1.308310;8.310299;7.001989;0.003551;0.186848;1.873157
491848.726150;;;;;;;;;;;1.310278;8.312267;7.001989;0.003936;0.187129;1.870386
492348.726150;;;;;;;;;;;1.311991;8.313980;7.001989;0.003426;0.187374;1.869074
492848.726150;96.000000;8.361827;1.334023;0.189821;0.051382;8.361643;0.020844;-0.017964;1.334462;-0.041882;1.313452;8.315441;7.001989;0.002921;0.187583;1.867693
493348.726150;;;;;;;;;;;1.315601;8.317590;7.001989;0.004299;0.187890;1.864961
493848.726150;;;;;;;;;;;1.317245;8.319233;7.001989;0.003287;0.188124;1.865020
494348.726150;;;;;;;;;;;1.319196;8.321185;7.001989;0.003902;0.188403;1.863605
494848.726150;;;;;;;;;;;1.320890;8.322879;7.001989;0.003389;0.188645;1.862264
495348.726150;;;;;;;;;;;1.322629;8.324618;7.001989;0.003477;0.188893;1.860909
495848.726150;;;;;;;;;;;1.324599;8.326588;7.001989;0.003940;0.189175;1.858168
496348.726150;;;;;;;;;;;1.326298;8.328287;7.001989;0.003399;0.189417;1.856771
496848.726150;;;;;;;;;;;1.328014;8.330004;7.001989;0.003432;0.189663;1.855444
497348.726150;;;;;;;;;;;1.329738;8.331726;7.001989;0.003446;0.189909;1.854054
497848.726150;97.000000;8.379486;1.351683;0.192334;0.051511;8.379309;0.017484;-0.017835;1.352128;-0.045242;1.331478;8.333468;7.001989;0.003482;0.190157;1.852672
498348.726150;;;;;;;;;;;1.333350;8.335338;7.001989;0.003743;0.190424;1.851277
498848.726150;;;;;;;;;;;1.335434;8.337424;7.001989;0.004169;0.190722;1.849940
499348.726150;;;;;;;;;;;1.336851;8.338840;7.001989;0.002833;0.190924;1.847213
499848.726150;;;;;;;;;;;1.338786;8.340774;7.001989;0.003869;0.191201;1.845825
500348.726150;;;;;;;;;;;1.340400;8.342388;7.001989;0.003229;0.191431;1.844471
500848.726150;;;;;;;;;;;1.342279;8.344268;7.001989;0.003758;0.191700;1.844282
501348.726150;;;;;;;;;;;1.344124;8.346112;7.001989;0.003689;0.191963;1.843076
501848.726150;;;;;;;;;;;1.345914;8.347903;7.001989;0.003581;0.192219;1.840345
502348.726150;;;;;;;;;;;1.347633;8.349621;7.001989;0.003437;0.192464;1.838951
502848.726150;98.000000;8.396912;1.369109;0.194813;0.051587;8.396738;0.016182;-0.017759;1.369557;-0.046545;1.349291;8.351280;7.001989;0.003316;0.192701;1.836265
503348.726150;;;;;;;;;;;1.351132;8.353121;7.001989;0.003684;0.192964;1.834884
503848.726150;;;;;;;;;;;1.352780;8.354769;7.001989;0.003295;0.193199;1.834920
504348.726150;;;;;;;;;;;1.354681;8.356669;7.001989;0.003802;0.193471;1.833565
504848.726150;;;;;;;;;;;1.356559;8.358548;7.001989;0.003757;0.193739;1.830821
505348.726150;;;;;;;;;;;1.358305;8.360294;7.001989;0.003492;0.193989;1.829455
505848.726150;;;;;;;;;;;1.360156;8.362144;7.001989;0.003700;0.194253;1.826652
506348.726150;;;;;;;;;;;1.361797;8.363786;7.001989;0.003283;0.194487;1.825331
506848.726150;;;;;;;;;;;1.363559;8.365548;7.001989;0.003525;0.194739;1.824762
507348.726150;;;;;;;;;;;1.365293;8.367281;7.001989;0.003466;0.194986;1.823487
507848.726150;99.000000;8.414741;1.386938;0.197350;0.051726;8.414570;0.014383;-0.017620;1.387388;-0.048343;1.367320;8.369308;7.001989;0.004054;0.195276;1.822532
508348.726150;;;;;;;;;;;1.369079;8.371068;7.001989;0.003518;0.195527;1.819845
508848.726150;;;;;;;;;;;1.370803;8.372791;7.001989;0.003447;0.195773;1.818457
509348.726150;;;;;;;;;;;1.372654;8.374642;7.001989;0.003702;0.196038;1.815749
509848.726150;;;;;;;;;;;1.374256;8.376245;7.001989;0.003205;0.196267;1.814398
510348.726150;;;;;;;;;;;1.376055;8.378043;7.001989;0.003596;0.196523;1.813061
510848.726150;;;;;;;;;;;1.377971;8.379959;7.001989;0.003832;0.196797;1.813036
511348.726150;;;;;;;;;;;1.379817;8.381806;7.001989;0.003693;0.197061;1.810339
511848.726150;;;;;;;;;;;1.381537;8.383525;7.001989;0.003438;0.197306;1.808959
512348.726150;;;;;;;;;;;1.383561;8.385550;7.001989;0.004050;0.197595;1.806172
512848.726150;100.000000;8.432341;1.404537;0.199854;0.051846;8.432169;0.014184;-0.017500;1.404988;-0.048542;1.385074;8.387063;7.001989;0.003025;0.197812;1.804857
513348.726150;;;;;;;;;;;1.386989;8.388978;7.001989;0.003831;0.198085;1.803436
513848.726150;;;;;;;;;;;1.388578;8.390567;7.001989;0.003177;0.198312;1.802075
514348.726150;;;;;;;;;;;1.390440;8.392429;7.001989;0.003725;0.198578;1.800676
514848.726150;;;;;;;;;;;1.392315;8.394304;7.001989;0.003750;0.198846;1.798115
515348.726150;;;;;;;;;;;1.394175;8.396163;7.001989;0.003720;0.199111;1.796599
515848.726150;;;;;;;;;;;1.395720;8.397709;7.001989;0.003091;0.199332;1.793840
516348.726150;;;;;;;;;;;1.397318;8.399307;7.001989;0.003195;0.199560;1.793872
516848.726150;;;;;;;;;;;1.399442;8.401431;7.001989;0.004249;0.199863;1.791103
517348.726150;;;;;;;;;;;1.401237;8.403226;7.001989;0.003590;0.200120;1.791093
517848.726150;101.000000;8.449948;1.422144;0.202360;0.051807;8.449767;0.019097;-0.017539;1.422586;-0.043629;1.402990;8.404979;7.001989;0.003506;0.200370;1.788346
518348.726150;;;;;;;;;;;1.404880;8.406868;7.001989;0.003779;0.200640;1.787023
518848.726150;;;;;;;;;;;1.406643;8.408632;7.001989;0.003527;0.200892;1.784287
519348.726150;;;;;;;;;;;1.408337;8.410326;7.001989;0.003387;0.201134;1.782934
519848.726150;;;;;;;;;;;1.410023;8.412012;7.001989;0.003373;0.201375;1.781545
520348.726150;;;;;;;;;;;1.411714;8.413703;7.001989;0.003382;0.201616;1.780260
520848.726150;;;;;;;;;;;1.413842;8.415831;7.001989;0.004255;0.201920;1.778881
521348.726150;;;;;;;;;;;1.415517;8.417506;7.001989;0.003350;0.202159;1.776646
521848.726150;;;;;;;;;;;1.417366;8.419355;7.001989;0.003698;0.202423;1.774741
522348.726150;;;;;;;;;;;1.419184;8.421173;7.001989;0.003636;0.202683;1.772072
522848.726150;102.000000;8.467686;1.439883;0.204884;0.051931;8.467496;0.022810;-0.017415;1.440315;-0.039916;1.420621;8.422610;7.001989;0.002874;0.202888;1.770694
523348.726150;;;;;;;;;;;1.422736;8.424724;7.001989;0.004229;0.203190;1.770662
523848.726150;;;;;;;;;;;1.424377;8.426366;7.001989;0.003284;0.203425;1.767941
524348.726150;;;;;;;;;;;1.426628;8.428617;7.001989;0.004501;0.203746;1.766520
524848.726150;;;;;;;;;;;1.428661;8.430650;7.001989;0.004067;0.204037;1.764644
525348.726150;;;;;;;;;;;1.429971;8.431959;7.001989;0.002618;0.204223;1.762456
525848.726150;;;;;;;;;;;1.431767;8.433755;7.001989;0.003592;0.204480;1.761095
526348.726150;;;;;;;;;;;1.433355;8.435343;7.001989;0.003177;0.204707;1.759742
526848.726150;;;;;;;;;;;1.435256;8.437245;7.001989;0.003802;0.204978;1.758388
527348.726150;;;;;;;;;;;1.437137;8.439126;7.001989;0.003762;0.205247;1.755674
527848.726150;103.000000;8.485892;1.458089;0.207474;0.051922;8.485720;0.014818;-0.017424;1.458539;-0.047908;1.438958;8.440946;7.001989;0.003641;0.205507;1.754303
528348.726150;;;;;;;;;;;1.440884;8.442873;7.001989;0.003852;0.205782;1.751576
528848.726150;;;;;;;;;;;1.442557;8.444546;7.001989;0.003347;0.206021;1.748887
529348.726150;;;;;;;;;;;1.444194;8.446183;7.001989;0.003274;0.206255;1.748906
529848.726150;;;;;;;;;;;1.445988;8.447976;7.001989;0.003587;0.206511;1.747424
530348.726150;;;;;;;;;;;1.447935;8.449924;7.001989;0.003896;0.206789;1.746081
530848.726150;;;;;;;;;;;1.449695;8.451683;7.001989;0.003519;0.207040;1.743312
531348.726150;;;;;;;;;;;1.451688;8.453677;7.001989;0.003986;0.207325;1.740560
531848.726150;;;;;;;;;;;1.453460;8.455449;7.001989;0.003544;0.207578;1.739174
532348.726150;;;;;;;;;;;1.455055;8.457044;7.001989;0.003190;0.207806;1.736448
532848.726150;104.000000;8.503425;1.475622;0.209969;0.052210;8.503249;0.016308;-0.017136;1.476068;-0.046418;1.456855;8.458844;7.001989;0.003599;0.208063;1.735961
533348.726150;;;;;;;;;;;1.459007;8.460996;7.001989;0.004305;0.208370;1.733749
533848.726150;;;;;;;;;;;1.460588;8.462577;7.001989;0.003161;0.208596;1.732317
534348.726150;;;;;;;;;;;1.462575;8.464563;7.001989;0.003974;0.208880;1.731027
534848.726150;;;;;;;;;;;1.464298;8.466287;7.001989;0.003448;0.209126;1.728243
535348.726150;;;;;;;;;;;1.465987;8.467976;7.001989;0.003376;0.209367;1.725489
535848.726150;;;;;;;;;;;1.467816;8.469805;7.001989;0.003659;0.209628;1.724190
536348.726150;;;;;;;;;;;1.469548;8.471536;7.001989;0.003463;0.209876;1.722812
536848.726150;;;;;;;;;;;1.471471;8.473460;7.001989;0.003847;0.210150;1.722579
537348.726150;;;;;;;;;;;1.473196;8.475184;7.001989;0.003449;0.210397;1.720028
537848.726150;105.000000;8.521585;1.493782;0.212553;0.052413;8.521411;0.014597;-0.016933;1.494230;-0.048129;1.475121;8.477110;7.001989;0.003850;0.210672;1.717298
538348.726150;;;;;;;;;;;1.476886;8.478875;7.001989;0.003531;0.210924;1.714615
538848.726150;;;;;;;;;;;1.478559;8.480548;7.001989;0.003345;0.211163;1.713207
539348.726150;;;;;;;;;;;1.480311;8.482300;7.001989;0.003504;0.211413;1.711862
539848.726150;;;;;;;;;;;1.482214;8.484203;7.001989;0.003806;0.211685;1.710504
540348.726150;;;;;;;;;;;1.484000;8.485989;7.001989;0.003573;0.211940;1.709130
540848.726150;;;;;;;;;;;1.485838;8.487827;7.001989;0.003676;0.212202;1.706375
541348.726150;;;;;;;;;;;1.487799;8.489788;7.001989;0.003922;0.212482;1.703669
541848.726150;;;;;;;;;;;1.489445;8.491434;7.001989;0.003291;0.212717;1.700877
542348.726150;;;;;;;;;;;1.491280;8.493269;7.001989;0.003671;0.212980;1.699550
542848.726150;106.000000;8.539312;1.511509;0.215076;0.052608;8.539125;0.020801;-0.016738;1.511943;-0.041926;1.493140;8.495129;7.001989;0.003719;0.213245;1.698175
543348.726150;;;;;;;;;;;1.494906;8.496895;7.001989;0.003531;0.213497;1.696789
543848.726150;;;;;;;;;;;1.496730;8.498719;7.001989;0.003649;0.213758;1.695403
544348.726150;;;;;;;;;;;1.498558;8.500547;7.001989;0.003657;0.214019;1.692724
544848.726150;;;;;;;;;;;1.500466;8.502455;7.001989;0.003815;0.214291;1.689995
545348.726150;;;;;;;;;;;1.502145;8.504134;7.001989;0.003358;0.214531;1.688603
545848.726150;;;;;;;;;;;1.503994;8.505983;7.001989;0.003698;0.214795;1.687233
546348.726150;;;;;;;;;;;1.505777;8.507766;7.001989;0.003567;0.215050;1.684529
546848.726150;;;;;;;;;;;1.507507;8.509496;7.001989;0.003459;0.215297;1.683177
547348.726150;;;;;;;;;;;1.509494;8.511483;7.001989;0.003975;0.215581;1.680417
547848.726150;107.000000;8.557472;1.529669;0.217660;0.052722;8.557301;0.011650;-0.016624;1.530120;-0.051076;1.511510;8.513499;7.001989;0.004032;0.215869;1.678153
548348.726150;;;;;;;;;;;1.512890;8.514878;7.001989;0.002759;0.216066;1.676198
548848.726150;;;;;;;;;;;1.514940;8.516929;7.001989;0.004101;0.216359;1.674860
549348.726150;;;;;;;;;;;1.516566;8.518555;7.001989;0.003252;0.216591;1.672123
549848.726150;;;;;;;;;;;1.518565;8.520554;7.001989;0.003996;0.216876;1.670820
550348.726150;;;;;;;;;;;1.520538;8.522527;7.001989;0.003947;0.217158;1.669437
550848.726150;;;;;;;;;;;1.522363;8.524352;7.001989;0.003649;0.217419;1.666685
551348.726150;;;;;;;;;;;1.524035;8.526024;7.001989;0.003345;0.217657;1.663957
551848.726150;;;;;;;;;;;1.525845;8.527834;7.001989;0.003620;0.217916;1.661226
552348.726150;;;;;;;;;;;1.527689;8.529677;7.001989;0.003687;0.218179;1.659827
552848.726150;108.000000;8.575315;1.547512;0.220198;0.052796;8.575146;0.010283;-0.016550;1.547965;-0.052443;1.529465;8.531454;7.001989;0.003553;0.218433;1.658521
553348.726150;;;;;;;;;;;1.531253;8.533241;7.001989;0.003575;0.218688;1.657119
553848.726150;;;;;;;;;;;1.533268;8.535256;7.001989;0.004030;0.218976;1.654390
554348.726150;;;;;;;;;;;1.535041;8.537030;7.001989;0.003547;0.219229;1.651639
554848.726150;;;;;;;;;;;1.536785;8.538774;7.001989;0.003488;0.219478;1.650330
555348.726150;;;;;;;;;;;1.538619;8.540608;7.001989;0.003667;0.219740;1.648432
555848.726150;;;;;;;;;;;1.540496;8.542485;7.001989;0.003756;0.220008;1.646172
556348.726150;;;;;;;;;;;1.542343;8.544332;7.001989;0.003694;0.220272;1.644793
556848.726150;;;;;;;;;;;1.544146;8.546135;7.001989;0.003605;0.220530;1.642046
557348.726150;;;;;;;;;;;1.546045;8.548034;7.001989;0.003798;0.220801;1.639350
557848.726150;109.000000;8.593086;1.565283;0.222727;0.052775;8.592913;0.013792;-0.016571;1.565732;-0.048934;1.547825;8.549814;7.001989;0.003561;0.221055;1.637995
558348.726150;;;;;;;;;;;1.549547;8.551536;7.001989;0.003443;0.221301;1.635288
558848.726150;;;;;;;;;;;1.551286;8.553275;7.001989;0.003478;0.221549;1.633865
559348.726150;;;;;;;;;;;1.553008;8.554997;7.001989;0.003445;0.221795;1.632511
559848.726150;;;;;;;;;;;1.555074;8.557062;7.001989;0.004130;0.222090;1.631140
560348.726150;;;;;;;;;;;1.557027;8.559016;7.001989;0.003908;0.222369;1.627048
560848.726150;;;;;;;;;;;1.558696;8.560685;7.001989;0.003336;0.222608;1.625712
561348.726150;;;;;;;;;;;1.560527;8.562516;7.001989;0.003663;0.222869;1.622978
561848.726150;;;;;;;;;;;1.562339;8.564327;7.001989;0.003623;0.223128;1.621630
562348.726150;;;;;;;;;;;1.564050;8.566038;7.001989;0.003422;0.223372;1.618889
562848.726150;110.000000;8.611174;1.583371;0.225301;0.053155;8.610996;0.015434;-0.016191;1.583815;-0.047292;1.565969;8.567958;7.001989;0.003838;0.223646;1.617465
563348.726150;;;;;;;;;;;1.567998;8.569987;7.001989;0.004059;0.223936;1.614747
563848.726150;;;;;;;;;;;1.569636;8.571624;7.001989;0.003274;0.224170;1.612015
564348.726150;;;;;;;;;;;1.571532;8.573521;7.001989;0.003794;0.224441;1.609261
564848.726150;;;;;;;;;;;1.573408;8.575397;7.001989;0.003752;0.224709;1.607925
565348.726150;;;;;;;;;;;1.574856;8.576845;7.001989;0.002895;0.224916;1.606611
565848.726150;;;;;;;;;;;1.576949;8.578938;7.001989;0.004187;0.225214;1.604219
566348.726150;;;;;;;;;;;1.579057;8.581046;7.001989;0.004216;0.225516;1.602526
566848.726150;;;;;;;;;;;1.580923;8.582911;7.001989;0.003731;0.225782;1.599769
567348.726150;;;;;;;;;;;1.582739;8.584727;7.001989;0.003632;0.226041;1.597014
567848.726150;111.000000;8.629485;1.601682;0.227907;0.053232;8.629300;0.019034;-0.016114;1.602119;-0.043692;1.584355;8.586344;7.001989;0.003234;0.226272;1.594282
568348.726150;;;;;;;;;;;1.586032;8.588020;7.001989;0.003352;0.226512;1.592983
568848.726150;;;;;;;;;;;1.587880;8.589869;7.001989;0.003698;0.226776;1.591707
569348.726150;;;;;;;;;;;1.589821;8.591810;7.001989;0.003882;0.227053;1.588933
569848.726150;;;;;;;;;;;1.591894;8.593882;7.001989;0.004144;0.227349;1.586184
570348.726150;;;;;;;;;;;1.593719;8.595707;7.001989;0.003650;0.227609;1.583485
570848.726150;;;;;;;;;;;1.595398;8.597387;7.001989;0.003360;0.227849;1.582128
571348.726150;;;;;;;;;;;1.597307;8.599296;7.001989;0.003816;0.228122;1.579416
571848.726150;;;;;;;;;;;1.598894;8.600883;7.001989;0.003175;0.228349;1.577995
572348.726150;;;;;;;;;;;1.600741;8.602730;7.001989;0.003694;0.228612;1.575309
572848.726150;112.000000;8.647409;1.619606;0.230457;0.053393;8.647232;0.014366;-0.015953;1.620051;-0.048360;1.602509;8.604498;7.001989;0.003535;0.228865;1.573933
573348.726150;;;;;;;;;;;1.604583;8.606571;7.001989;0.004148;0.229161;1.571171
573848.726150;;;;;;;;;;;1.606441;8.608430;7.001989;0.003717;0.229426;1.568471
574348.726150;;;;;;;;;;;1.608142;8.610131;7.001989;0.003402;0.229669;1.565703
574848.726150;;;;;;;;;;;1.609913;8.611903;7.001989;0.003543;0.229922;1.564367
575348.726150;;;;;;;;;;;1.611816;8.613805;7.001989;0.003805;0.230194;1.561568
575848.726150;;;;;;;;;;;1.613679;8.615668;7.001989;0.003727;0.230460;1.560222
576348.726150;;;;;;;;;;;1.615678;8.617666;7.001989;0.003998;0.230746;1.557550
576848.726150;;;;;;;;;;;1.617397;8.619385;7.001989;0.003437;0.230991;1.554756
577348.726150;;;;;;;;;;;1.619355;8.621344;7.001989;0.003916;0.231271;1.552014
577848.726150;113.000000;8.665470;1.637667;0.233027;0.053612;8.665301;0.007876;-0.015734;1.638120;-0.054850;1.620950;8.622938;7.001989;0.003191;0.231498;1.549292
578348.726150;;;;;;;;;;;1.622776;8.624765;7.001989;0.003652;0.231759;1.547906
578848.726150;;;;;;;;;;;1.624720;8.626709;7.001989;0.003889;0.232037;1.546512
579348.726150;;;;;;;;;;;1.626485;8.628474;7.001989;0.003529;0.232289;1.543763
579848.726150;;;;;;;;;;;1.628559;8.630548;7.001989;0.004148;0.232585;1.541053
580348.726150;;;;;;;;;;;1.630335;8.632324;7.001989;0.003552;0.232839;1.538360
580848.726150;;;;;;;;;;;1.632195;8.634184;7.001989;0.003720;0.233105;1.535646
581348.726150;;;;;;;;;;;1.633894;8.635883;7.001989;0.003399;0.233347;1.534222
581848.726150;;;;;;;;;;;1.635647;8.637636;7.001989;0.003505;0.233597;1.531479
582348.726150;;;;;;;;;;;1.637657;8.639646;7.001989;0.004021;0.233885;1.530103
582848.726150;114.000000;8.683978;1.656175;0.235660;0.053643;8.683804;0.012080;-0.015703;1.656623;-0.050646;1.639528;8.641517;7.001989;0.003742;0.234152;1.527402
583348.726150;;;;;;;;;;;1.641429;8.643417;7.001989;0.003802;0.234423;1.524658
583848.726150;;;;;;;;;;;1.643279;8.645267;7.001989;0.003700;0.234687;1.521929
584348.726150;;;;;;;;;;;1.645026;8.647014;7.001989;0.003494;0.234937;1.519199
584848.726150;;;;;;;;;;;1.646925;8.648914;7.001989;0.003799;0.235208;1.517812
585348.726150;;;;;;;;;;;1.648739;8.650727;7.001989;0.003627;0.235467;1.515149
585848.726150;;;;;;;;;;;1.650636;8.652624;7.001989;0.003794;0.235738;1.512375
586348.726150;;;;;;;;;;;1.652643;8.654632;7.001989;0.004014;0.236025;1.509648
586848.726150;;;;;;;;;;;1.654536;8.656525;7.001989;0.003786;0.236295;1.506867
587348.726150;;;;;;;;;;;1.656192;8.658180;7.001989;0.003312;0.236532;1.504138
587848.726150;115.000000;8.702083;1.674279;0.238237;0.053803;8.701910;0.010338;-0.015542;1.674729;-0.052388;1.657910;8.659899;7.001989;0.003436;0.236777;1.502754
588348.726150;;;;;;;;;;;1.659761;8.661750;7.001989;0.003702;0.237041;1.500018
588848.726150;;;;;;;;;;;1.661758;8.663747;7.001989;0.003994;0.237327;1.498630
589348.726150;;;;;;;;;;;1.663505;8.665494;7.001989;0.003494;0.237576;1.495909
589848.726150;;;;;;;;;;;1.665322;8.667311;7.001989;0.003635;0.237836;1.493179
590348.726150;;;;;;;;;;;1.667293;8.669282;7.001989;0.003941;0.238117;1.490461
590848.726150;;;;;;;;;;;1.668997;8.670986;7.001989;0.003409;0.238360;1.487765
591348.726150;;;;;;;;;;;1.670733;8.672722;7.001989;0.003472;0.238608;1.485065
591848.726150;;;;;;;;;;;1.672630;8.674618;7.001989;0.003793;0.238879;1.483675
592348.726150;;;;;;;;;;;1.674579;8.676568;7.001989;0.003899;0.239158;1.480970
592848.726150;116.000000;8.720829;1.693026;0.240904;0.054131;8.720650;0.013881;-0.015215;1.693469;-0.048845;1.676559;8.678547;7.001989;0.003958;0.239440;1.478221
593348.726150;;;;;;;;;;;1.678453;8.680441;7.001989;0.003788;0.239711;1.475471
593848.726150;;;;;;;;;;;1.680134;8.682123;7.001989;0.003362;0.239951;1.472761
594348.726150;;;;;;;;;;;1.681927;8.683917;7.001989;0.003587;0.240207;1.470041
594848.726150;;;;;;;;;;;1.683661;8.685650;7.001989;0.003467;0.240455;1.468625
595348.726150;;;;;;;;;;;1.685787;8.687775;7.001989;0.004251;0.240758;1.467094
595848.726150;;;;;;;;;;;1.687627;8.689616;7.001989;0.003680;0.241021;1.463135
596348.726150;;;;;;;;;;;1.689545;8.691534;7.001989;0.003837;0.241295;1.460378
596848.726150;;;;;;;;;;;1.691204;8.693193;7.001989;0.003316;0.241532;1.457674
597348.726150;;;;;;;;;;;1.693196;8.695185;7.001989;0.003985;0.241816;1.454950
597848.726150;117.000000;8.738882;1.711079;0.243473;0.054309;8.738708;0.009801;-0.015037;1.711527;-0.052925;1.694913;8.696903;7.001989;0.003435;0.242062;1.452242
598348.726150;;;;;;;;;;;1.696808;8.698798;7.001989;0.003790;0.242332;1.450861
598848.726150;;;;;;;;;;;1.698791;8.700780;7.001989;0.003966;0.242615;1.448190
599348.726150;;;;;;;;;;;1.700729;8.702718;7.001989;0.003875;0.242892;1.445321
599848.726150;;;;;;;;;;;1.702640;8.704629;7.001989;0.003822;0.243165;1.442629
600348.726150;;;;;;;;;;;1.704403;8.706392;7.001989;0.003526;0.243417;1.439875
600848.726150;;;;;;;;;;;1.706145;8.708134;7.001989;0.003485;0.243666;1.437165
601348.726150;;;;;;;;;;;1.707930;8.709918;7.001989;0.003568;0.243921;1.434421
601848.726150;;;;;;;;;;;1.709947;8.711935;7.001989;0.004034;0.244209;1.431704
602348.726150;;;;;;;;;;;1.711880;8.713869;7.001989;0.003867;0.244485;1.430345
602848.726150;118.000000;8.757495;1.729692;0.246121;0.054567;8.757320;0.008919;-0.014779;1.730139;-0.053807;1.713823;8.715812;7.001989;0.003886;0.244762;1.426255
603348.726150;;;;;;;;;;;1.715480;8.717468;7.001989;0.003313;0.244999;1.423580
603848.726150;;;;;;;;;;;1.717217;8.719206;7.001989;0.003475;0.245247;1.420840
604348.726150;;;;;;;;;;;1.719066;8.721054;7.001989;0.003697;0.245511;1.419475
604848.726150;;;;;;;;;;;1.721178;8.723167;7.001989;0.004224;0.245813;1.416739
605348.726150;;;;;;;;;;;1.723193;8.725182;7.001989;0.004031;0.246100;1.413991
605848.726150;;;;;;;;;;;1.724888;8.726877;7.001989;0.003390;0.246343;1.411279
606348.726150;;;;;;;;;;;1.726823;8.728812;7.001989;0.003870;0.246619;1.407735
606848.726150;;;;;;;;;;;1.728702;8.730691;7.001989;0.003759;0.246887;1.404417
607348.726150;;;;;;;;;;;1.730496;8.732485;7.001989;0.003587;0.247143;1.403055
607848.726150;119.000000;8.775873;1.748069;0.248736;0.054627;8.775699;0.007859;-0.014719;1.748518;-0.054867;1.732274;8.734263;7.001989;0.003556;0.247397;1.400339
608348.726150;;;;;;;;;;;1.734152;8.736141;7.001989;0.003757;0.247666;1.397719
608848.726150;;;;;;;;;;;1.736140;8.738129;7.001989;0.003975;0.247950;1.394939
609348.726150;;;;;;;;;;;1.738235;8.740225;7.001989;0.004191;0.248249;1.392236
609848.726150;;;;;;;;;;;1.739975;8.741964;7.001989;0.003480;0.248497;1.389520
610348.726150;;;;;;;;;;;1.741807;8.743796;7.001989;0.003664;0.248759;1.385424
610848.726150;;;;;;;;;;;1.743551;8.745540;7.001989;0.003488;0.249008;1.384011
611348.726150;;;;;;;;;;;1.745592;8.747581;7.001989;0.004081;0.249299;1.381258
611848.726150;;;;;;;;;;;1.747325;8.749314;7.001989;0.003466;0.249547;1.378566
