x_pic,y_pic,x,y,z,u,v,w,exx,eyy,exy,e1,e2,gamma,evm
766,849,3.38036E-001,-4.70651E+000,-8.78250E-003,-1.90315E-004,-2.11928E-004,2.57616E-003,-2.00419E-004,3.30688E-004,3.26860E-005,3.32693E-004,-2.02423E-004,8.64915E+001,3.35290E-004
756,839,2.55420E-001,-4.78941E+000,-7.22113E-003,4.03527E-005,-3.09278E-004,1.88022E-003,5.11395E-005,3.10740E-004,-3.33817E-005,3.14963E-004,4.69158E-005,-8.27887E+001,3.93581E-004
756,849,2.55236E-001,-4.70647E+000,-9.71225E-003,-1.76921E-005,-2.15587E-004,1.25359E-003,5.28141E-005,3.93281E-004,-1.32735E-005,3.93798E-004,5.22974E-005,-8.77708E+001,4.87725E-004
756,859,2.55238E-001,-4.62339E+000,-1.00997E-002,1.99061E-005,-9.41636E-005,1.35253E-003,7.63050E-006,2.54297E-004,-9.55766E-005,2.86996E-004,-2.50683E-005,-7.11131E+001,3.17911E-004
766,839,3.38142E-001,-4.78931E+000,-8.79454E-003,-9.49362E-005,-2.87393E-004,2.48406E-003,-1.31838E-004,2.68949E-004,-3.87183E-005,2.72655E-004,-1.35544E-004,-8.45323E+001,2.72657E-004
766,859,3.38067E-001,-4.62354E+000,-1.06147E-002,-2.74408E-005,-1.39496E-004,2.70588E-003,-1.75456E-004,1.38791E-004,-3.90883E-006,1.38840E-004,-1.75504E-004,-8.92875E+001,1.85153E-004
776,839,4.21398E-001,-4.78946E+000,-4.23691E-003,-1.27704E-004,-2.74944E-004,2.62889E-003,-4.06198E-005,2.23639E-004,-1.15427E-004,2.66956E-004,-8.39372E-005,-6.94299E+001,2.73017E-004
776,849,4.21216E-001,-4.70681E+000,-6.49769E-003,-1.35763E-004,-2.32014E-004,2.93656E-003,-5.97006E-005,2.26301E-004,-1.74235E-005,2.27358E-004,-6.07581E-005,-8.65266E+001,2.35427E-004
776,859,4.21329E-001,-4.62354E+000,-6.16716E-003,-1.45062E-005,-1.19710E-004,3.34425E-003,4.61756E-005,3.03541E-005,2.73481E-006,4.66350E-005,2.98947E-005,9.53535E+000,7.71376E-005
746,829,1.72446E-001,-4.87204E+000,-2.31799E-003,-1.72310E-004,-2.55155E-004,3.22082E-003,8.66450E-005,-9.91231E-006,-7.16850E-006,8.71743E-005,-1.04416E-005,-4.22284E+000,9.52061E-005
746,839,1.72271E-001,-4.78935E+000,-6.47738E-003,-1.03118E-004,-2.72458E-004,2.73398E-003,4.61979E-005,2.15852E-004,-2.53281E-005,2.19552E-004,4.24973E-005,-8.16876E+001,2.81282E-004
746,849,1.72238E-001,-4.70639E+000,-8.40637E-003,-1.26197E-005,-1.94538E-004,2.63953E-003,1.76456E-004,3.65076E-004,-9.57751E-005,4.05180E-004,1.36352E-004,-6.72792E+001,5.63335E-004
756,829,2.55407E-001,-4.87206E+000,-6.35966E-003,1.54842E-005,-2.59832E-004,2.63191E-003,8.26049E-005,-9.66444E-005,-1.11861E-004,1.36317E-004,-1.50357E-004,-2.56489E+001,1.66106E-004
766,829,3.38213E-001,-4.87192E+000,-7.48157E-003,-4.35833E-005,-2.27423E-004,3.56436E-003,-1.62172E-005,-2.17519E-004,-1.22580E-004,4.17397E-005,-2.75476E-004,-2.53052E+001,2.96942E-004
746,859,1.72271E-001,-4.62343E+000,-7.76897E-003,-3.03418E-005,-4.69812E-005,2.43873E-003,2.34386E-004,2.98229E-004,-1.32384E-004,4.02486E-004,1.30129E-004,-5.17784E+001,5.55342E-004
776,829,4.21098E-001,-4.87197E+000,-7.86566E-003,-1.69214E-004,-2.54011E-004,3.02283E-003,5.86627E-005,-2.82456E-004,-1.61718E-004,1.23142E-004,-3.46936E-004,-2.17379E+001,3.51769E-004
786,829,5.04209E-001,-4.87250E+000,-6.94707E-003,-1.20857E-004,-3.34423E-004,2.97926E-003,6.00461E-004,-2.41815E-004,-1.68654E-004,6.32976E-004,-2.74331E-004,-1.09123E+001,6.34845E-004
786,839,5.04673E-001,-4.78964E+000,-1.97005E-003,-1.93054E-005,-1.91888E-004,2.35372E-003,4.83555E-004,1.95652E-004,-1.39514E-004,5.40068E-004,1.39139E-004,-2.20515E+001,7.17567E-004
786,849,5.04317E-001,-4.70685E+000,-5.95052E-003,-8.36111E-005,-2.08743E-004,2.75342E-003,3.76199E-004,1.98301E-004,-6.98318E-005,4.00336E-004,1.74164E-004,-1.90673E+001,5.89153E-004
786,859,5.03985E-001,-4.62373E+000,-9.47749E-003,-1.16048E-004,-2.18504E-004,3.72775E-003,3.04346E-004,1.53009E-007,-1.69543E-005,3.05288E-004,-7.89027E-007,-3.18027E+000,3.52061E-004
746,869,1.72350E-001,-4.54035E+000,-7.26662E-003,3.08989E-005,-4.01710E-005,2.61529E-003,2.75833E-004,1.65673E-004,-6.73655E-005,3.07770E-004,1.33736E-004,-2.53648E+001,4.52796E-004
756,869,2.55316E-001,-4.54083E+000,-8.60419E-003,6.36518E-005,-2.01618E-004,2.25706E-003,-3.08485E-005,4.83635E-005,-7.31938E-005,9.19799E-005,-7.44649E-005,-5.92092E+001,9.76801E-005
766,869,3.38181E-001,-4.54107E+000,-9.42544E-003,2.36028E-005,-2.89907E-004,2.85378E-003,-1.96862E-004,1.60430E-005,-2.13398E-005,1.81608E-005,-1.98980E-004,-8.43323E+001,2.20028E-004
776,869,4.21359E-001,-4.54088E+000,-5.21389E-003,-3.40771E-005,-2.27105E-004,3.46784E-003,1.29911E-005,-2.67305E-006,4.28632E-005,4.87319E-005,-3.84138E-005,3.98225E+001,5.13607E-005
786,869,5.04086E-001,-4.54103E+000,-9.46611E-003,-6.74408E-005,-2.51014E-004,2.87253E-003,1.86112E-004,5.73701E-005,4.27143E-005,1.98994E-004,4.44874E-005,1.67834E+001,2.59308E-004
776,819,4.20977E-001,-4.95542E+000,-9.90562E-003,-1.02872E-004,-2.55038E-004,3.88095E-003,4.51040E-005,-2.73169E-004,1.50200E-005,4.58113E-005,-2.73877E-004,2.69593E+000,2.93395E-004
786,819,5.04141E-001,-4.95554E+000,-8.41008E-003,-5.77339E-005,-2.36935E-004,3.56661E-003,4.65460E-004,-4.00697E-004,-5.29487E-006,4.65493E-004,-4.00730E-004,-3.50235E-001,5.04290E-004
796,819,5.87190E-001,-4.95562E+000,-8.14422E-003,-8.27917E-006,-2.68475E-004,3.87349E-003,3.27629E-004,-3.85506E-004,-1.20861E-005,3.27833E-004,-3.85711E-004,-9.70666E-001,4.16011E-004
796,829,5.87248E-001,-4.87270E+000,-6.50182E-003,-7.62675E-005,-3.50274E-004,3.53786E-003,3.48242E-004,-2.27203E-004,1.08897E-005,3.48448E-004,-2.27409E-004,1.08374E+000,3.53818E-004
796,839,5.87349E-001,-4.79005E+000,-7.84514E-003,1.30707E-004,-2.83848E-004,3.71402E-003,3.42014E-004,1.52749E-004,2.83646E-005,3.46174E-004,1.48589E-004,8.34261E+000,5.07744E-004
736,839,8.90590E-002,-4.78905E+000,-9.50446E-003,-1.44352E-004,-1.63200E-004,2.38742E-003,1.65896E-004,7.80161E-005,6.15970E-005,1.97619E-004,4.62928E-005,2.72491E+001,2.59087E-004
736,849,8.91684E-002,-4.70612E+000,-8.38253E-003,-5.82647E-005,-1.63715E-004,3.09556E-003,2.56973E-004,2.88234E-004,1.63447E-005,2.95219E-004,2.49988E-004,6.68598E+001,5.45832E-004
736,859,8.92186E-002,-4.62310E+000,-8.14432E-003,-1.32640E-004,-7.53732E-005,1.36610E-003,3.12439E-004,2.25401E-004,1.08181E-005,3.13764E-004,2.24076E-004,6.97986E+000,5.40327E-004
756,879,2.55412E-001,-4.45797E+000,-5.84178E-003,9.53457E-006,-1.98906E-004,2.65730E-003,9.33537E-005,-6.38379E-005,6.00401E-006,9.35826E-005,-6.40669E-005,2.18420E+000,9.56851E-005
766,879,3.38327E-001,-4.45826E+000,-7.27914E-003,-4.13849E-005,-2.46868E-004,1.71334E-003,-1.00265E-004,-2.38944E-005,5.09661E-006,-2.35558E-005,-1.00603E-004,8.61988E+001,1.31887E-004
776,879,4.21578E-001,-4.45838E+000,-1.88200E-003,-8.11985E-005,-2.75657E-004,2.65686E-003,-5.85462E-005,1.00817E-004,5.00384E-005,1.15226E-004,-7.29550E-005,7.39360E+001,1.16580E-004
736,829,8.90412E-002,-4.87183E+000,-9.26198E-003,-1.56533E-004,-1.86176E-004,2.77964E-003,2.60356E-004,1.83569E-005,4.86894E-005,2.69785E-004,8.92812E-006,1.09598E+001,3.16802E-004
766,819,3.38112E-001,-4.95560E+000,-8.11005E-003,-6.10326E-005,-2.22786E-004,4.24384E-003,1.14813E-004,-1.10044E-004,-4.87382E-005,1.24922E-004,-1.20154E-004,-1.17185E+001,1.41575E-004
746,879,1.72214E-001,-4.45728E+000,-8.52379E-003,1.60002E-005,-1.04475E-004,3.18149E-003,4.02689E-004,-8.49141E-006,3.84012E-005,4.06244E-004,-1.20471E-005,5.29005E+000,4.62292E-004
746,819,1.72334E-001,-4.95469E+000,-4.50508E-003,-1.38339E-004,-1.48022E-004,3.33551E-003,1.62212E-004,1.24425E-004,1.06987E-005,1.65030E-004,1.21607E-004,1.47609E+001,2.87731E-004
756,819,2.55302E-001,-4.95519E+000,-8.57809E-003,5.06059E-005,-1.63308E-004,2.60971E-003,2.00556E-004,-1.23574E-006,-8.37815E-005,2.30807E-004,-3.14860E-005,-1.98527E+001,2.50322E-004
736,869,8.92655E-002,-4.54007E+000,-7.05364E-003,-1.13488E-004,-3.30674E-005,1.97947E-003,3.41810E-004,2.08891E-004,7.52365E-005,3.75737E-004,1.74964E-004,2.42722E+001,5.62768E-004
736,819,8.90479E-002,-4.95446E+000,-9.15615E-003,-1.42974E-004,-2.37051E-004,3.06297E-003,2.51828E-004,2.10736E-004,-4.71660E-005,2.82729E-004,1.79835E-004,-3.32310E+001,4.66363E-004
786,879,5.04340E-001,-4.45815E+000,-8.58797E-003,6.32548E-005,-2.48908E-004,1.79691E-003,-9.87382E-005,1.92317E-004,1.07308E-004,2.27603E-004,-1.34023E-004,7.17980E+001,2.28797E-004
796,859,5.87022E-001,-4.62410E+000,-9.93532E-003,-7.22115E-005,-2.73683E-004,3.38091E-003,8.69683E-005,-1.22178E-005,1.75318E-005,8.99759E-005,-1.52254E-005,9.73457E+000,9.63159E-005
796,869,5.87247E-001,-4.54087E+000,-8.04606E-003,1.05448E-005,-2.41866E-004,3.05808E-003,2.22824E-005,6.46203E-005,7.11168E-005,1.17652E-004,-3.07492E-005,5.32882E+001,1.22037E-004
796,879,5.87401E-001,-4.45788E+000,-7.54980E-003,5.64356E-005,-2.65432E-004,1.84777E-003,-2.23812E-004,1.61002E-004,1.84573E-004,2.35218E-004,-2.98028E-004,6.80953E+001,3.14211E-004
796,849,5.87250E-001,-4.70704E+000,-6.94263E-003,2.47863E-005,-2.41382E-004,4.44395E-003,2.12031E-004,2.16931E-004,3.00842E-005,2.44665E-004,1.84297E-004,4.73279E+001,4.30375E-004
736,879,8.92790E-002,-4.45699E+000,-6.97249E-003,-5.93568E-005,-7.18960E-005,2.63998E-003,3.72864E-004,3.42271E-005,2.18619E-004,4.80065E-004,-7.29736E-005,2.61212E+001,5.17372E-004
776,809,4.21251E-001,-5.03794E+000,-8.89452E-003,1.60543E-005,-2.14733E-004,2.60470E-003,8.95528E-005,1.02025E-004,-5.29133E-005,1.49068E-004,4.25093E-005,-4.83607E+001,2.01213E-004
786,809,5.04223E-001,-5.03803E+000,-9.58186E-003,3.98624E-005,-1.19218E-004,2.72151E-003,3.42645E-004,-1.32886E-004,4.53467E-005,3.46931E-004,-1.37172E-004,5.39890E+000,3.49453E-004
796,809,5.87368E-001,-5.03808E+000,-8.38291E-003,9.70463E-005,-6.52715E-005,2.61638E-003,2.80164E-004,-1.89072E-004,-2.04900E-005,2.81058E-004,-1.89965E-004,-2.49558E+000,2.86796E-004
806,809,6.70345E-001,-5.03805E+000,-1.05191E-002,1.35759E-004,-1.34714E-004,1.47038E-003,2.20449E-005,-2.61335E-004,-6.12320E-005,3.47098E-005,-2.74000E-004,-1.16859E+001,2.98374E-004
806,819,6.70195E-001,-4.95527E+000,-1.14387E-002,1.01016E-004,-2.45896E-004,2.22218E-003,-7.66984E-005,-4.42432E-004,-7.46032E-005,-6.20661E-005,-4.57064E-004,-1.10969E+001,5.67013E-004
806,829,6.70313E-001,-4.87276E+000,-9.48082E-003,1.17240E-004,-3.51611E-004,2.56139E-003,-1.22936E-004,-2.77877E-004,2.51649E-006,-1.22895E-004,-2.77918E-004,9.30247E-001,4.10685E-004
806,839,6.70229E-001,-4.78982E+000,-7.88763E-003,1.68646E-005,-2.87653E-004,3.82982E-003,-1.20472E-005,8.91972E-005,4.46063E-005,1.06046E-004,-2.88959E-005,6.93074E+001,1.09644E-004
756,889,2.55383E-001,-4.37487E+000,-6.15646E-003,-1.47837E-005,-1.70811E-004,2.36108E-003,1.42398E-004,6.43129E-005,2.41310E-005,1.49253E-004,5.74574E-005,1.58596E+001,2.13396E-004
766,889,3.38386E-001,-4.37502E+000,-6.80489E-003,-5.95421E-007,-1.22347E-004,1.84524E-003,2.77158E-005,2.06541E-004,-5.28259E-006,2.06697E-004,2.75599E-005,-8.83094E+001,2.56072E-004
776,889,4.21511E-001,-4.37521E+000,-3.73822E-003,-1.61804E-005,-1.64668E-004,2.75570E-003,2.02157E-005,3.54526E-004,1.39381E-005,3.55106E-004,1.96355E-005,8.76167E+001,4.21835E-004
726,839,6.23394E-003,-4.78887E+000,-8.89127E-003,8.45143E-006,-1.70974E-004,2.73132E-003,-1.53282E-004,-4.38181E-005,2.32116E-004,1.39931E-004,-3.37031E-004,5.16339E+001,3.38644E-004
726,849,6.29212E-003,-4.70590E+000,-7.67607E-003,-1.31332E-005,-2.16194E-004,2.67037E-003,-1.06378E-004,1.60126E-004,2.48225E-004,3.08604E-004,-2.54856E-004,5.91139E+001,3.29724E-004
726,859,6.17383E-003,-4.62324E+000,-9.99975E-003,-6.16144E-005,-2.29902E-004,1.35688E-003,3.06720E-005,1.36100E-004,2.34001E-004,3.23252E-004,-1.56479E-004,5.13476E+001,3.23306E-004
766,809,3.38201E-001,-5.03841E+000,-7.98175E-003,-8.68877E-008,-1.46735E-004,4.00610E-003,2.21095E-004,2.61022E-004,-1.91871E-004,4.33965E-004,4.81522E-005,-4.79700E+001,5.31088E-004
746,889,1.72428E-001,-4.37446E+000,-7.24382E-003,7.04766E-005,-1.27338E-004,1.94321E-003,3.75919E-004,-8.79341E-005,5.83337E-006,3.75993E-004,-8.80075E-005,7.20394E-001,3.93320E-004
726,829,6.02823E-003,-4.87175E+000,-1.12021E-002,-2.56387E-005,-1.35685E-004,3.11614E-003,-1.23770E-004,2.32392E-005,1.07667E-004,8.00996E-005,-1.80630E-004,6.21608E+001,1.81015E-004
726,819,5.92347E-003,-4.95459E+000,-1.20549E-002,-4.75134E-005,-2.18524E-004,3.60119E-003,-1.51679E-004,1.79009E-004,-5.32904E-005,1.87385E-004,-1.60055E-004,-8.10679E+001,2.02447E-004
726,809,5.90602E-003,-5.03736E+000,-1.16300E-002,-1.16620E-004,-3.52369E-004,3.29883E-003,-7.82424E-005,5.99637E-005,-1.98750E-004,2.01282E-004,-2.19560E-004,-5.45860E+001,2.43660E-004
736,809,8.89566E-002,-5.03722E+000,-1.06939E-002,-1.12311E-004,-2.97895E-004,3.46681E-003,2.06127E-004,1.62069E-004,-1.50868E-004,3.36566E-004,3.16302E-005,-4.08464E+001,4.08122E-004
746,809,1.72189E-001,-5.03778E+000,-6.93647E-003,-1.15328E-004,-2.25419E-004,3.53572E-003,9.39649E-005,2.21916E-004,-6.86879E-005,2.51807E-004,6.40741E-005,-6.64828E+001,3.33959E-004
786,889,5.04454E-001,-4.37501E+000,-5.82017E-003,3.01186E-005,-2.03616E-004,2.27415E-003,-9.41328E-005,3.60022E-004,1.05042E-004,3.83141E-004,-1.17251E-004,7.75878E+001,3.92634E-004
756,809,2.55048E-001,-5.03812E+000,-1.26665E-002,5.48482E-005,-1.05344E-004,2.52739E-003,2.09094E-004,2.46629E-004,-1.95316E-004,4.24078E-004,3.16457E-005,-4.77443E+001,5.08938E-004
806,849,6.70368E-001,-4.70710E+000,-7.39164E-003,1.38838E-004,-2.53692E-004,3.98214E-003,-7.13061E-005,1.96966E-004,6.11116E-005,2.10231E-004,-8.45712E-005,7.77532E+001,2.11565E-004
806,859,6.70280E-001,-4.62422E+000,-6.32025E-003,-6.00336E-005,-2.54546E-004,3.29446E-003,-1.38430E-004,-3.23258E-005,8.84483E-005,1.77610E-005,-1.88516E-004,6.04778E+001,2.08185E-004
736,889,8.91415E-002,-4.37432E+000,-1.08776E-002,1.61563E-005,-1.16904E-004,1.94480E-003,3.23458E-004,-1.91351E-004,1.51838E-004,3.64905E-004,-2.32797E-004,1.52678E+001,3.69507E-004
726,869,5.94675E-003,-4.54003E+000,-9.37781E-003,-2.43182E-004,-6.45851E-005,2.63325E-003,1.69901E-004,2.58131E-004,2.51726E-004,4.69578E-004,-4.15460E-005,4.99700E+001,5.19898E-004
726,879,6.03148E-003,-4.45715E+000,-8.07476E-003,-1.95796E-004,-1.52277E-004,3.31228E-003,2.23105E-004,1.92127E-004,4.19227E-004,6.27129E-004,-2.11898E-004,4.39420E+001,6.38023E-004
806,869,6.70459E-001,-4.54148E+000,-4.85379E-003,-1.96945E-005,-2.57438E-004,2.57068E-003,-9.02851E-005,7.80180E-005,8.78720E-005,1.15534E-004,-1.27801E-004,6.68805E+001,1.41024E-004
806,879,6.70365E-001,-4.45815E+000,-5.50675E-003,-5.13494E-005,-2.24329E-004,2.80989E-003,-1.98872E-004,1.82812E-004,2.15302E-004,2.79678E-004,-2.95737E-004,6.57768E+001,3.32604E-004
796,889,5.87335E-001,-4.37527E+000,-8.17817E-003,3.97727E-005,-2.19878E-004,1.87523E-003,-2.98027E-004,1.82962E-004,2.05840E-004,2.59024E-004,-3.74089E-004,6.97198E+001,3.83211E-004
726,889,5.87667E-003,-4.37425E+000,-1.23955E-002,-9.55301E-005,-2.86673E-005,2.86036E-003,2.41059E-004,-1.57526E-004,3.79353E-004,4.70282E-004,-3.86749E-004,3.11424E+001,5.01809E-004
806,889,6.70505E-001,-4.37533E+000,-4.26940E-003,-3.42114E-005,-1.20195E-004,2.11383E-003,-2.37963E-004,1.10666E-004,1.94228E-004,1.97331E-004,-3.24628E-004,6.59535E+001,3.27136E-004
786,799,5.04305E-001,-5.12073E+000,-8.67737E-003,-6.77983E-007,-1.97946E-004,1.83562E-003,1.96476E-004,1.04066E-005,1.28593E-004,2.62160E-004,-5.52775E-005,2.70575E+001,2.76386E-004
796,799,5.87294E-001,-5.12080E+000,-8.24007E-003,-1.62246E-005,-4.17826E-005,2.23184E-003,1.42910E-004,4.08798E-005,5.38787E-005,1.66093E-004,1.76961E-005,2.32819E+001,2.02779E-004
806,799,6.70114E-001,-5.12098E+000,-1.19046E-002,1.71369E-005,-3.31799E-005,1.86005E-003,-5.49571E-005,6.93590E-005,1.63086E-005,7.14629E-005,-5.70610E-005,8.26493E+001,7.55880E-005
756,899,2.55488E-001,-4.29187E+000,-5.46043E-003,5.31995E-005,-1.49851E-004,2.43302E-003,1.45750E-004,-7.70193E-005,1.03122E-004,1.86157E-004,-1.17427E-004,2.13971E+001,1.88268E-004
766,899,3.38650E-001,-4.29181E+000,-4.63943E-003,1.14911E-004,-8.37928E-005,1.69916E-003,1.42338E-004,3.16725E-005,-4.66183E-006,1.42534E-004,3.14765E-005,-2.40793E+000,1.85447E-004
776,899,4.21689E-001,-4.29198E+000,-4.00113E-003,1.18424E-004,-8.82541E-005,1.77544E-003,1.10418E-004,1.47747E-004,-4.55869E-005,1.78342E-004,7.98225E-005,-5.61329E+001,2.64357E-004
746,899,1.72404E-001,-4.29155E+000,-8.48455E-003,9.65960E-005,-1.60454E-004,1.42444E-003,2.12767E-004,-1.82731E-004,2.25593E-005,2.14049E-004,-1.84014E-004,3.25410E+000,2.31776E-004
776,799,4.21144E-001,-5.12069E+000,-9.30954E-003,-5.64708E-005,-2.93297E-004,2.78835E-003,1.75441E-004,1.19105E-004,4.52888E-005,2.00607E-004,9.39394E-005,2.90600E+001,3.00916E-004
816,799,7.53247E-001,-5.12127E+000,-1.08935E-002,1.45917E-004,-2.32201E-004,2.86426E-003,-3.17685E-004,-4.56741E-005,1.34082E-005,-4.50148E-005,-3.18344E-004,8.71848E+001,3.96147E-004
816,809,7.52986E-001,-5.03784E+000,-1.30235E-002,-1.78320E-005,-4.20318E-005,2.15594E-003,-3.53041E-004,-2.25626E-004,-4.26735E-005,-2.12655E-004,-3.66013E-004,-7.30923E+001,5.85402E-004
816,819,7.52634E-001,-4.95470E+000,-1.84765E-002,-2.17694E-005,-1.28633E-004,1.91461E-003,-4.36242E-004,-3.77212E-004,-2.06063E-005,-3.70731E-004,-4.42724E-004,-7.25394E+001,8.14516E-004
736,899,8.90613E-002,-4.29127E+000,-1.30475E-002,5.84120E-005,-1.55471E-004,1.61148E-003,1.39604E-004,-2.51839E-004,6.54526E-005,1.50259E-004,-2.62493E-004,9.24540E+000,2.63409E-004
726,899,5.72378E-003,-4.29104E+000,-1.62734E-002,-2.98298E-006,-8.61359E-005,2.72710E-003,2.56144E-004,-2.55804E-004,2.35965E-004,3.48311E-004,-3.47971E-004,2.13354E+001,4.01999E-004
786,899,5.04655E-001,-4.29222E+000,-4.44252E-003,1.35571E-004,-2.31197E-004,2.11619E-003,-2.53631E-005,1.60340E-004,9.84827E-005,2.02841E-004,-6.78638E-005,6.66571E+001,2.06509E-004
816,829,7.52693E-001,-4.87296E+000,-1.53734E-002,-6.80843E-005,-1.84660E-004,3.28799E-003,-5.19508E-004,-2.67262E-004,1.18451E-004,-2.20360E-004,-5.66410E-004,6.83984E+001,8.11741E-004
816,839,7.53445E-001,-4.78943E+000,-3.47090E-003,-1.02221E-004,-1.75714E-004,3.23726E-003,-3.68157E-004,1.26997E-005,1.37253E-004,5.70083E-005,-4.12466E-004,7.21087E+001,4.47011E-004
716,879,-7.68254E-002,-4.45734E+000,-7.60956E-003,-7.58276E-005,-2.66222E-004,3.50361E-003,3.41486E-005,3.71751E-004,3.62343E-004,6.02683E-004,-1.96783E-004,5.74895E+001,6.14657E-004
716,889,-7.66770E-002,-4.37457E+000,-6.06934E-003,-7.07016E-005,-1.12816E-004,2.76971E-003,6.81268E-005,-3.39974E-005,3.73567E-004,3.94106E-004,-3.59976E-004,4.11083E+001,4.36705E-004
716,899,-7.68457E-002,-4.29106E+000,-1.04282E-002,4.42847E-005,-1.03693E-004,2.76678E-003,2.26837E-004,-2.08455E-004,2.49391E-004,3.40198E-004,-3.21816E-004,2.44442E+001,3.82656E-004
816,849,7.53464E-001,-4.70711E+000,-4.38966E-003,2.90527E-005,-1.71111E-004,3.91995E-003,-3.29335E-004,1.35394E-004,7.91064E-005,1.48490E-004,-3.42431E-004,8.05997E+001,3.43435E-004
816,859,7.53427E-001,-4.62399E+000,-5.01915E-003,-3.76591E-005,-1.65916E-004,2.77045E-003,-2.90857E-004,-2.18152E-005,9.39035E-005,7.71799E-006,-3.20390E-004,7.25413E+001,3.65580E-004
816,869,7.53228E-001,-4.54127E+000,-6.37231E-003,-1.60748E-004,-1.37453E-004,2.48522E-003,-2.50789E-004,1.33694E-004,5.98681E-005,1.42800E-004,-2.59895E-004,8.13511E+001,2.60319E-004
716,839,-7.67458E-002,-4.78839E+000,-5.87127E-003,-9.19164E-005,-1.23748E-004,3.98923E-003,-2.04178E-005,-1.87944E-004,2.39181E-004,1.49243E-004,-3.57605E-004,3.53497E+001,3.59230E-004
716,849,-7.66008E-002,-4.70615E+000,-6.29332E-003,8.77249E-006,-2.33110E-004,2.80600E-003,-9.90885E-005,-6.83056E-005,2.48857E-004,1.65635E-004,-3.33029E-004,4.67696E+001,3.33031E-004
716,859,-7.68718E-002,-4.62323E+000,-1.04195E-002,-3.89245E-005,-2.76839E-004,2.07531E-003,-9.47035E-005,3.44189E-005,2.05178E-004,1.84953E-004,-2.45238E-004,5.37334E+001,2.55582E-004
816,879,7.53377E-001,-4.45829E+000,-5.48799E-003,-6.51205E-005,-2.27017E-004,2.49457E-003,-1.64820E-004,2.70023E-004,1.53779E-004,3.18910E-004,-2.13707E-004,7.23644E+001,3.25005E-004
716,869,-7.69610E-002,-4.54010E+000,-9.30519E-003,-1.41235E-004,-2.42409E-004,2.94611E-003,1.93865E-005,3.30497E-004,1.95065E-004,4.24437E-004,-7.45535E-005,6.42853E+001,4.53228E-004
756,799,2.55117E-001,-5.12116E+000,-9.64040E-003,-6.30604E-005,-3.17635E-004,2.75949E-003,1.97073E-004,5.90813E-005,-2.12673E-004,3.51662E-004,-9.55074E-005,-3.60129E+001,3.63687E-004
766,799,3.38016E-001,-5.12079E+000,-9.78162E-003,-7.99050E-005,-3.16988E-004,3.90434E-003,3.12856E-004,1.99670E-004,-1.33114E-004,4.00908E-004,1.11618E-004,-3.34836E+001,5.39054E-004
726,799,6.03432E-003,-5.12024E+000,-1.09107E-002,-4.82469E-005,-3.19975E-004,3.15064E-003,2.66474E-005,-1.18491E-004,-3.28548E-004,2.90545E-004,-3.82389E-004,-3.87723E+001,3.99226E-004
736,799,8.88906E-002,-5.12010E+000,-1.15611E-002,-1.08666E-004,-2.49006E-004,3.72583E-003,1.69974E-004,-1.42639E-005,-2.24182E-004,3.20226E-004,-1.64515E-004,-3.38308E+001,3.20266E-004
746,799,1.72222E-001,-5.12083E+000,-6.58614E-003,-1.32291E-004,-2.69838E-004,3.17150E-003,4.19008E-005,3.05516E-005,-1.31831E-004,1.68179E-004,-9.57269E-005,-4.37676E+001,1.68715E-004
796,899,5.87442E-001,-4.29224E+000,-4.83065E-003,-7.78902E-006,-1.70427E-004,2.80765E-003,-2.41081E-004,7.54708E-005,1.95434E-004,1.68682E-004,-3.34292E-004,6.45014E+001,3.34297E-004
716,819,-7.69452E-002,-4.95461E+000,-8.60332E-003,-1.54272E-004,-1.22895E-004,3.45490E-003,-1.08726E-004,1.87673E-004,-1.38610E-005,1.88320E-004,-1.09373E-004,-8.73284E+001,1.89138E-004
716,829,-7.68351E-002,-4.87143E+000,-7.28083E-003,-1.42215E-004,-1.66882E-004,3.22802E-003,-6.41963E-005,-1.59604E-005,1.07994E-004,7.05760E-005,-1.50733E-004,5.12945E+001,1.50834E-004
716,799,-7.67617E-002,-5.12044E+000,-8.16487E-003,-6.08009E-005,-2.53960E-004,2.61716E-003,1.22745E-004,-2.31439E-004,-2.73681E-004,2.71633E-004,-3.80328E-004,-2.85471E+001,3.91789E-004
716,809,-7.70522E-002,-5.03760E+000,-1.02917E-002,-2.10564E-004,-1.88131E-004,2.60116E-003,7.07601E-006,4.13272E-005,-1.60268E-004,1.85382E-004,-1.36979E-004,-4.80496E+001,1.92307E-004
816,889,7.53824E-001,-4.37545E+000,1.04718E-003,-7.00894E-005,-7.43976E-005,2.09384E-003,-1.43520E-004,4.60119E-005,1.71070E-004,1.46811E-004,-2.44319E-004,5.94923E+001,2.45972E-004
806,899,6.70620E-001,-4.29248E+000,-2.20033E-003,-4.45093E-006,-1.47616E-004,2.81296E-003,-1.26658E-004,1.02629E-004,2.49540E-004,2.62600E-004,-2.86629E-004,5.73375E+001,3.18007E-004
816,899,7.53876E-001,-4.29257E+000,2.13334E-003,-4.30754E-005,-1.32093E-004,2.72910E-003,-3.08091E-005,9.83884E-005,2.16453E-004,2.59677E-004,-1.92098E-004,5.33087E+001,2.69445E-004
726,909,5.87956E-003,-4.20851E+000,-1.33815E-002,-4.46650E-005,-2.05513E-004,2.51518E-003,1.35774E-004,-3.59914E-004,5.79292E-005,1.42453E-004,-3.66594E-004,6.57786E+000,3.69616E-004
