x [mm];y [mm];z [mm];X-displacement [mm];Y-displacement [mm];Z-displacement [mm];Displacement [mm];Exx [S];Eyy [S];Exy [S];Poisson's ratio -strain min/max;Poisson's ratio -Exx/Eyy;Poisson's ratio -Eyy/Exx;Poisson's ratio -strain max/min;Maximum principal strain [S];Minimum principal strain [S];Maximum shear strain [S];Maximum shear angle [°];Maximum strain angle [°];Tresca strain [S];Von Mises strain [S];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity-z [S];Height [mm];du/dx+dv/dy [S];Div-xy [S];Stereo reconstruction error [pixel]
0.434848;3.625975;0.877463;-0.771137;0.078344;-0.049344;0.776675;0.00323;-0.038555;0.002401;11.488972;0.083783;11.935551;0.08704;0.003368;-0.038692;0.02103;132.560684;87.560677;0.02804;0.026988;0.00323;0.005974;-0.001171;-0.038555;-0.007145;0.828119;-0.035324;0.035324;0.078843
0.502013;3.625975;0.944868;-0.771645;0.078104;-0.049738;0.777181;-0.014288;-0.019049;0.013329;-9.655081;-0.750088;-1.333176;-0.103572;-0.003129;-0.030209;0.01354;153.284286;108.284279;0.018053;0.019181;-0.014288;0.02904;-0.002382;-0.019049;-0.031422;0.89513;-0.033337;0.033337;0.05719
0.569178;3.625975;0.998377;-0.771459;0.078195;-0.05419;0.777303;-0.01083;-0.004538;0.012341;4.042542;-2.38646;-0.419031;0.247369;0.005051;-0.02042;0.012736;162.922729;117.922737;0.016981;0.015572;-0.01083;0.021013;0.003669;-0.004538;-0.017344;0.944187;-0.015369;0.015369;0.039846
0.636344;3.625975;0.994897;-0.771499;0.078176;-0.058639;0.777664;-0.007639;0.003637;-4.028036e-05;2.099983;2.100026;0.476185;0.476194;0.003638;-0.007639;0.005638;22.377604;157.377609;0.007518;0.006646;-0.007639;0.002007;-0.002087;0.003637;-0.004094;0.936258;-0.004001;0.004001;0.051896
0.703509;3.625975;0.978945;-0.771701;0.077836;-0.049353;0.777185;-0.024121;-1.936339e-04;0.002447;451.210541;-124.572433;-0.008027;0.002216;5.400825e-05;-0.024369;0.012212;22.830732;157.830734;0.016282;0.016264;-0.024121;0.010276;-0.005382;-1.936339e-04;-0.015658;0.929592;-0.024315;0.024315;0.069896
0.770674;3.625975;0.957917;-0.771994;0.077292;-0.0473;0.777294;0.004596;-0.003238;0.00377;0.778037;1.419169;0.704638;1.285286;0.006115;-0.004758;0.005437;109.578651;64.578651;0.007249;0.006294;0.004596;0.011939;-0.004399;-0.003238;-0.016338;0.910617;0.001357;-0.001357;0.08519
0.83784;3.625975;0.962278;-0.77179;0.077165;-0.055641;0.777632;0.019215;-0.001615;0.005598;0.146611;11.900154;0.084033;6.820775;0.020624;-0.003024;0.011824;73.865646;28.865644;0.015765;0.01486;0.019215;0.010572;6.24099e-04;-0.001615;-0.009948;0.906636;0.017601;-0.017601;0.072804
0.905005;3.625975;0.934332;-0.771706;0.077504;-0.056352;0.777633;-0.014314;8.906801e-04;-0.006066;5.453392;16.071407;0.062222;0.183372;0.003014;-0.016438;0.009726;87.646935;42.646935;0.012968;0.012089;-0.014314;-0.01319;0.001058;8.906801e-04;0.014248;0.87798;-0.013424;0.013424;0.064371
0.97217;3.625975;0.904266;-0.771982;0.077701;-0.046521;0.777276;-0.027128;-0.005407;-0.019357;6.488626;-5.016785;-0.199331;0.154116;0.005928;-0.038463;0.022195;97.696373;52.696377;0.029594;0.027829;-0.027128;-0.035448;-0.003266;-0.005407;0.032182;0.857745;-0.032535;0.032535;0.053
1.039336;3.625975;0.893702;-0.772055;0.07725;-0.03836;0.776858;-0.00315;-0.007374;-0.02657;1.491911;-0.427129;-2.341214;0.670281;0.021393;-0.031916;0.026654;131.904648;86.90464;0.035539;0.030977;-0.00315;-0.054322;0.001181;-0.007374;0.055503;0.855342;-0.010523;0.010523;0.073688
1.106501;3.625975;0.867986;-0.772378;0.077446;-0.043459;0.777467;0.033473;0.00868;-0.051145;0.42806;-3.856493;-0.259303;2.336121;0.073702;-0.031549;0.052626;151.593475;106.593468;0.070167;0.06237;0.033473;-0.110459;0.00817;0.00868;0.11863;0.824527;0.042153;-0.042153;0.081954
1.173667;3.625975;0.84038;-0.772395;0.07757;-0.05084;0.777943;0.01247;0.018454;-0.04921;0.522505;-0.67572;-1.479902;1.913859;0.064763;-0.033839;0.049301;142.14621;97.146202;0.065734;0.057853;0.01247;-0.097449;-9.703322e-04;0.018454;0.096479;0.789541;0.030924;-0.030924;0.053287
1.240832;3.625975;0.784835;-0.77216;0.077272;-0.050784;0.777677;0.005629;0.009681;-0.034434;0.636769;-0.581394;-1.720005;1.570427;0.042149;-0.026839;0.034494;140.004044;95.004051;0.045992;0.040156;0.005629;-0.066627;-0.002242;0.009681;0.064384;0.734051;0.01531;-0.01531;0.057624
1.307997;3.625975;0.715936;-0.772126;0.077338;-0.053889;0.777858;-0.008953;0.004486;-0.014796;1.318718;1.99595;0.501015;0.758312;0.014017;-0.018484;0.01625;118.8293;73.8293;0.021667;0.018823;-0.008953;-0.030857;0.001265;0.004486;0.032121;0.662046;-0.004467;0.004467;0.044358
1.375163;3.625975;0.657381;-0.772306;0.077775;-0.05096;0.777883;-0.039626;-0.001225;0.007229;450.925781;-32.35178;-0.03091;0.002218;9.079459e-05;-0.040942;0.020516;27.602442;162.602448;0.027355;0.027325;-0.039626;0.012384;0.002074;-0.001225;-0.01031;0.60642;-0.040851;0.040851;0.001206
-0.303971;3.558809;0.523088;-0.771308;0.079348;-0.052452;0.777151;-0.006557;0.006373;0.009941;1.015621;1.028839;0.971969;0.98462;0.011767;-0.01195;0.011858;151.745651;106.745659;0.015811;0.013693;-0.006557;0.021556;-0.001674;0.006373;-0.023231;0.470636;-1.838011e-04;1.838011e-04;0.042298
-0.236806;3.558809;0.604922;-0.77102;0.079233;-0.053286;0.77691;0.007368;0.004832;0.005672;-0.02416;-1.524858;-0.655799;-41.39035;0.011913;2.878165e-04;0.005813;106.684692;61.684689;0.00775;0.007848;0.007368;0.011983;-6.381706e-04;0.004832;-0.012621;0.551636;0.012201;-0.012201;0.059457
-0.169641;3.558809;0.679763;-0.771175;0.079197;-0.050013;0.776842;0.012394;0.002483;-0.003617;-0.096012;-4.991794;-0.200329;-10.415334;0.013574;0.001303;0.006135;15.118141;150.118149;0.00818;0.008647;0.012394;-0.006873;-3.613931e-04;0.002483;0.006511;0.62975;0.014877;-0.014877;0.106308
-0.102475;3.558809;0.728369;-0.771588;0.078991;-0.048568;0.77714;-0.001608;0.002179;-0.003614;0.869409;0.738321;1.354425;1.150207;0.004365;-0.003795;0.00408;126.185097;81.185097;0.00544;0.004715;-0.001608;-0.005228;-0.002001;0.002179;0.003227;0.679802;5.700725e-04;-5.700725e-04;0.097931
-0.03531;3.558809;0.773317;-0.771571;0.078671;-0.049017;0.777119;-0.004887;0.001487;0.003879;2.024064;3.286688;0.304258;0.494056;0.00332;-0.00672;0.00502;162.671051;117.671051;0.006694;0.005907;-0.004887;0.009833;-0.002075;0.001487;-0.011908;0.7243;-0.0034;0.0034;0.052154
0.031855;3.558809;0.816799;-0.771558;0.078643;-0.048543;0.777073;0.001809;5.10857e-04;0.004203;0.571413;-3.540624;-0.282436;1.750049;0.005412;-0.003093;0.004252;122.956017;77.956017;0.00567;0.004971;0.001809;0.008439;-3.403888e-05;5.10857e-04;-0.008473;0.768257;0.00232;-0.00232;0.020452
0.099021;3.558809;0.865825;-0.77165;0.078705;-0.047452;0.777103;0.002044;9.238138e-04;-0.002825;0.319926;-2.212736;-0.451929;3.125721;0.004364;-0.001396;0.00288;161.73024;116.73024;0.00384;0.00347;0.002044;-0.004459;-0.001191;9.238138e-04;0.003268;0.818373;0.002968;-0.002968;0.051871
0.166186;3.558809;0.904634;-0.771668;0.078734;-0.04739;0.777121;-0.002131;-0.003045;-0.008915;1.816528;-0.6998;-1.428979;0.550501;0.006339;-0.011514;0.008926;124.997025;79.997025;0.011902;0.010451;-0.002131;-0.015029;-0.002801;-0.003045;0.012228;0.857245;-0.005176;0.005176;0.086276
0.233352;3.558809;0.927508;-0.771402;0.078802;-0.049457;0.776992;-0.007665;0.011342;-0.00386;0.695993;0.675783;1.479765;1.436796;0.012096;-0.008419;0.010257;106.596207;61.596207;0.013677;0.011908;-0.007665;-0.013243;0.005523;0.011342;0.018767;0.878051;0.003677;-0.003677;0.08787
0.300517;3.558809;0.912317;-0.771202;0.078866;-0.054834;0.777161;-0.001985;0.002777;0.0139;0.945358;0.71476;1.399072;1.0578;0.014498;-0.013706;0.014102;138.819687;93.819679;0.018803;0.016286;-0.001985;0.024795;0.003004;0.002777;-0.021792;0.857483;7.922024e-04;-7.922024e-04;0.091806
0.367682;3.558809;0.968371;-0.77056;0.07872;-0.0591;0.776822;0.004191;-0.023188;0.007451;4.120863;0.180725;5.533267;0.242668;0.006087;-0.025084;0.015586;129.555908;84.555916;0.020781;0.019078;0.004191;0.015267;-3.644034e-04;-0.023188;-0.015631;0.909271;-0.018997;0.018997;0.063431
0.434848;3.558809;1.011847;-0.770901;0.078328;-0.053636;0.776724;0.008338;-0.023965;0.001375;2.861042;0.347938;2.874077;0.349523;0.008397;-0.024024;0.01621;127.49192;82.49192;0.021614;0.019429;0.008338;0.0042;-0.001451;-0.023965;-0.005651;0.958211;-0.015627;0.015627;0.056291
0.502013;3.558809;1.000822;-0.771755;0.077972;-0.053422;0.777521;-0.009541;8.345668e-04;0.002761;6.713636;11.431703;0.087476;0.148951;0.001524;-0.01023;0.005877;6.599248;141.599243;0.007836;0.00738;-0.009541;0.007729;-0.002207;8.345668e-04;-0.009936;0.947401;-0.008706;0.008706;0.051612
0.569178;3.558809;1.004976;-0.771644;0.077894;-0.056684;0.777634;0.004352;0.007747;0.007023;0.088568;-0.561748;-1.780157;11.290697;0.013275;-0.001176;0.007225;126.11602;81.11602;0.009634;0.009267;0.004352;0.016951;-0.002905;0.007747;-0.019856;0.948292;0.012099;-0.012099;0.044434
0.636344;3.558809;0.990801;-0.77159;0.077897;-0.058457;0.777712;-0.008012;0.003231;0.0025;2.2708;2.479512;0.403305;0.440373;0.003762;-0.008542;0.006152;13.788775;148.788773;0.008203;0.00728;-0.008012;0.004398;6.016916e-04;0.003231;-0.003796;0.932344;-0.004781;0.004781;0.046355
0.703509;3.558809;0.975628;-0.771732;0.077774;-0.048389;0.777148;-0.020985;0.00519;0.004699;3.628769;4.043116;0.247334;0.275576;0.006008;-0.021803;0.013906;14.419026;149.419022;0.018541;0.016898;-0.020985;0.011664;-0.002266;0.00519;-0.01393;0.927239;-0.015795;0.015795;0.046998
0.770674;3.558809;0.955723;-0.77222;0.07749;-0.041375;0.7772;8.315461e-04;-0.00156;-0.002253;1.333165;0.533077;1.875902;0.750095;0.002186;-0.002915;0.00255;69.503189;24.503187;0.0034;0.002955;8.315461e-04;-0.001306;-0.003199;-0.00156;-0.001893;0.914347;-7.28353e-04;7.28353e-04;0.0473
0.83784;3.558809;0.957617;-0.772079;0.0774;-0.052048;0.777692;0.021568;-0.003775;-9.90496e-04;0.176489;5.713859;0.175013;5.666078;0.021607;-0.003813;0.01271;46.198578;1.19858;0.016947;0.01583;0.021568;8.08895e-05;-0.002062;-0.003775;-0.002143;0.905569;0.017794;-0.017794;0.042952
0.905005;3.558809;0.941267;-0.77174;0.077218;-0.05908;0.77784;-0.002073;-1.271882e-04;0.002443;2.439068;-16.301479;-0.061344;0.409993;0.001529;-0.00373;0.002629;156.007416;111.007416;0.003506;0.003124;-0.002073;0.005418;-5.325609e-04;-1.271882e-04;-0.005951;0.882187;-0.002201;0.002201;0.064231
0.97217;3.558809;0.915832;-0.772088;0.077243;-0.055624;0.777934;-0.01349;-8.059189e-04;-0.006282;9.037215;-16.738066;-0.059744;0.110654;0.001779;-0.016074;0.008926;78.412811;33.412807;0.011902;0.011355;-0.01349;-0.009184;-0.00338;-8.059189e-04;0.005804;0.860208;-0.014295;0.014295;0.068187
1.039336;3.558809;0.905874;-0.772103;0.076917;-0.051773;0.77765;0.008973;-0.009443;-0.010671;1.033883;0.950267;1.052336;0.967227;0.01386;-0.014329;0.014095;154.674118;109.674118;0.018793;0.016276;0.008973;-0.019996;-0.001346;-0.009443;0.01865;0.854101;-4.696165e-04;4.696165e-04;0.087867
1.106501;3.558809;0.874602;-0.77229;0.077453;-0.061236;0.778576;0.031006;0.001743;-0.025338;0.282352;-17.789494;-0.056213;3.541676;0.045633;-0.012885;0.029259;164.131912;119.131912;0.039012;0.035505;0.031006;-0.0558;0.005124;0.001743;0.060924;0.813366;0.032748;-0.032748;0.114489
1.173667;3.558809;0.830555;-0.772274;0.077845;-0.06204;0.778663;-0.00989;0.008929;-0.017328;1.049946;1.107608;0.902847;0.95243;0.019237;-0.020198;0.019718;119.980316;74.980316;0.02629;0.02277;-0.00989;-0.035236;5.803682e-04;0.008929;0.035816;0.768515;-9.608165e-04;9.608165e-04;0.074394
1.240832;3.558809;0.771003;-0.772434;0.077478;-0.056593;0.77837;-0.00652;0.005092;-0.007242;1.166764;1.280605;0.780881;0.857072;0.008567;-0.009996;0.009282;112.177567;67.177567;0.012376;0.010728;-0.00652;-0.013124;-0.001359;0.005092;0.011765;0.714409;-0.001429;0.001429;0.088475
1.307997;3.558809;0.705415;-0.772604;0.07752;-0.059194;0.778736;-0.029329;0.00409;0.008528;5.110504;7.171211;0.139446;0.195675;0.00614;-0.03138;0.01876;17.746918;152.746918;0.025013;0.023239;-0.029329;0.015089;0.001967;0.00409;-0.013121;0.64622;-0.02524;0.02524;0.075657
1.375163;3.558809;0.641213;-0.772095;0.077833;-0.047578;0.777465;-0.045761;0.003108;0.017265;5.964421;14.725443;0.06791;0.167661;0.008592;-0.051245;0.029918;11.235061;146.235062;0.039891;0.037358;-0.045761;0.030739;0.003791;0.003108;-0.026949;0.593636;-0.042653;0.042653;0.013645
-0.371137;3.491644;0.397403;-0.771225;0.079383;-0.051959;0.777038;-0.008173;0.00351;0.023325;1.214767;2.328792;0.429407;0.823203;0.021714;-0.026377;0.024046;144.533173;99.53318;0.032061;0.027809;-0.008173;0.049938;-0.003288;0.00351;-0.053226;0.345444;-0.004663;0.004663;0.078271
-0.303971;3.491644;0.508382;-0.77125;0.078964;-0.054631;0.777204;-0.004463;0.005334;0.009511;0.921805;0.836771;1.195071;1.084828;0.011134;-0.010263;0.010699;147.539124;102.539131;0.014265;0.012357;-0.004463;0.020997;-0.001974;0.005334;-0.022971;0.45375;8.706272e-04;-8.706272e-04;0.047612
-0.236806;3.491644;0.590713;-0.771158;0.078939;-0.054422;0.777095;0.010819;0.006344;0.010171;0.096464;-1.705356;-0.586388;10.366608;0.018996;-0.001832;0.010414;109.33963;64.33963;0.013885;0.013317;0.010819;0.020801;-4.591879e-04;0.006344;-0.02126;0.536291;0.017163;-0.017163;0.036378
-0.169641;3.491644;0.670561;-0.771247;0.07886;-0.049914;0.776873;0.019984;0.006376;0.011721;0.013955;-3.134447;-0.319036;71.657021;0.026733;-3.730685e-04;0.013553;95.948341;50.948341;0.018071;0.017948;0.019984;0.023602;-1.595565e-04;0.006376;-0.023761;0.620646;0.02636;-0.02636;0.066458
-0.102475;3.491644;0.733758;-0.771446;0.078997;-0.048973;0.777025;-0.0086;0.003369;0.009152;1.628786;2.552808;0.391726;0.613954;0.008319;-0.013551;0.010935;159.037643;114.037643;0.01458;0.012746;-0.0086;0.018985;-6.811314e-04;0.003369;-0.019666;0.684785;-0.005231;0.005231;0.069939
-0.03531;3.491644;0.796774;-0.771529;0.078771;-0.054073;0.777422;-0.014169;1.590791e-05;0.011889;3.091332;890.662659;0.001123;0.323485;0.006767;-0.02092;0.013844;164.630936;119.630943;0.018458;0.016667;-0.014169;0.024952;-0.001175;1.590791e-05;-0.026127;0.7427;-0.014153;0.014153;0.057188
0.031855;3.491644;0.845811;-0.771642;0.078702;-0.053175;0.777466;0.007791;4.970268e-04;0.011056;0.47498;-15.674423;-0.063798;2.105353;0.015785;-0.007498;0.011642;116.656906;71.656906;0.015522;0.013723;0.007791;0.02349;-0.001379;4.970268e-04;-0.024869;0.792636;0.008288;-0.008288;0.048985
0.099021;3.491644;0.861346;-0.771886;0.078599;-0.050947;0.777549;0.013497;0.005172;0.003735;-0.250676;-2.609824;-0.383168;-3.989208;0.014927;0.003742;0.005593;80.500473;35.500473;0.007457;0.008968;0.013497;0.008931;-0.001461;0.005172;-0.010392;0.810399;0.018669;-0.018669;0.064456
0.166186;3.491644;0.865506;-0.772051;0.07854;-0.046122;0.777405;0.008175;-7.127741e-04;-0.004244;0.2444;11.469099;0.087191;4.091659;0.009876;-0.002414;0.006145;177.83255;132.83255;0.008193;0.007519;0.008175;-0.008795;3.072665e-04;-7.127741e-04;0.009102;0.819384;0.007462;-0.007462;0.068
0.233352;3.491644;0.906065;-0.771755;0.078659;-0.047392;0.7772;-0.020661;0.005226;-0.013689;2.387718;3.953379;0.252948;0.41881;0.011122;-0.026557;0.018839;94.294319;49.294315;0.025119;0.022354;-0.020661;-0.023561;-0.003817;0.005226;0.019744;0.858673;-0.015434;0.015434;0.053718
0.300517;3.491644;0.964604;-0.771421;0.078247;-0.054574;0.777298;-0.014215;0.02182;-0.011676;0.699064;0.651447;1.535046;1.430484;0.025273;-0.017667;0.02147;123.855354;78.855354;0.028626;0.024921;-0.014215;-0.017155;-0.006198;0.02182;0.010957;0.91003;0.007605;-0.007605;0.059872
0.367682;3.491644;0.964588;-0.771263;0.078023;-0.05685;0.777281;-7.214721e-04;0.01086;-0.011783;0.442904;0.066436;15.052123;2.257827;0.018198;-0.00806;0.013129;129.646362;84.646362;0.017506;0.015532;-7.214721e-04;-0.030107;0.006541;0.01086;0.036648;0.907738;0.010138;-0.010138;0.062271
0.434848;3.491644;0.968053;-0.771516;0.078187;-0.054144;0.777355;-0.001986;1.452807e-05;-0.006412;1.358162;136.684784;0.007316;0.736289;0.005504;-0.007475;0.006489;123.165176;78.165176;0.008653;0.007522;-0.001986;-0.010141;-0.002682;1.452807e-05;0.007459;0.913909;-0.001971;0.001971;0.052692
0.502013;3.491644;1.018111;-0.77225;0.077942;-0.049866;0.777774;-0.005385;0.005606;-7.742512e-04;0.960896;0.960517;1.041106;1.040696;0.00566;-0.005439;0.00555;100.032471;55.032467;0.0074;0.006409;-0.005385;-0.001293;-2.555903e-04;0.005606;0.001037;0.968245;2.213497e-04;-2.213497e-04;0.068785
0.569178;3.491644;1.018117;-0.772125;0.077588;-0.04901;0.777559;0.01584;0.006226;-0.006848;-0.137431;-2.544007;-0.393081;-7.276378;0.0194;0.002666;0.008367;5.229444;140.229446;0.011156;0.012142;0.01584;-0.011901;-0.001796;0.006226;0.010105;0.969107;0.022066;-0.022066;0.07848
0.636344;3.491644;0.97341;-0.771894;0.077684;-0.057266;0.777904;-0.001705;0.004119;2.098204e-04;0.41512;0.414048;2.415181;2.408944;0.004126;-0.001713;0.00292;172.322113;127.322105;0.003893;0.003466;-0.001705;0.006285;-0.005865;0.004119;-0.01215;0.916144;0.002413;-0.002413;0.074678
0.703509;3.491644;0.949463;-0.772019;0.077695;-0.056247;0.777955;-0.008645;0.002168;0.011131;1.708964;3.987442;0.250787;0.58515;0.009136;-0.015613;0.012374;153.890015;108.890015;0.016499;0.014451;-0.008645;0.026535;-0.004273;0.002168;-0.030808;0.893216;-0.006477;0.006477;0.068592
0.770674;3.491644;0.961554;-0.772033;0.077674;-0.048407;0.777439;2.188317e-04;0.002039;-7.934891e-04;0.033574;-0.107299;-9.319746;29.784752;0.002337;-7.845429e-05;0.001208;119.976952;74.976952;0.00161;0.001585;2.188317e-04;-0.004096;0.002509;0.002039;0.006605;0.913147;0.002258;-0.002258;0.028372
0.83784;3.491644;0.945228;-0.771868;0.077662;-0.052372;0.777531;0.016318;2.863577e-04;-0.004615;0.053957;-56.986141;-0.017548;18.533422;0.017552;-9.470357e-04;0.009249;16.193769;151.193771;0.012333;0.012029;0.016318;-0.008971;-2.587062e-04;2.863577e-04;0.008712;0.892857;0.016605;-0.016605;0.00793
0.905005;3.491644;0.926259;-0.771968;0.077454;-0.052725;0.777633;-0.002023;2.689409e-04;-1.732132e-04;7.220654;7.521744;0.132948;0.138492;2.819581e-04;-0.002036;0.001159;13.299181;148.299179;0.001545;0.00146;-0.002023;0.002525;-0.002872;2.689409e-04;-0.005397;0.873534;-0.001754;0.001754;0.012225
0.97217;3.491644;0.919745;-0.772429;0.077255;-0.052269;0.778041;-0.003962;0.001318;-0.003327;1.903746;3.005538;0.332719;0.52528;0.002925;-0.005569;0.004247;83.504677;38.504677;0.005663;0.004983;-0.003962;-0.003956;-0.002698;0.001318;0.001258;0.867476;-0.002644;0.002644;0.055851
1.039336;3.491644;0.9312;-0.772311;0.076726;-0.051831;0.777842;0.01235;0.004505;0.005691;-0.098792;-2.741243;-0.364798;-10.122232;0.01534;0.001515;0.006912;93.101784;48.101788;0.009216;0.009761;0.01235;0.01296;-0.001577;0.004505;-0.014537;0.879368;0.016855;-0.016855;0.074361
1.106501;3.491644;0.885514;-0.772119;0.076586;-0.060273;0.778246;0.01515;0.004833;0.024143;0.423802;-3.134758;-0.319004;2.359593;0.03468;-0.014697;0.024688;115.936531;70.936531;0.032918;0.029276;0.01515;0.044568;0.003719;0.004833;-0.040849;0.825242;0.019982;-0.019982;0.055347
1.173667;3.491644;0.816886;-0.772085;0.077022;-0.056479;0.77797;-0.014012;0.004477;0.024059;1.453948;3.130092;0.319479;0.687783;0.021006;-0.030542;0.025774;151.627655;106.627647;0.034365;0.02993;-0.014012;0.046043;0.002075;0.004477;-0.043969;0.760407;-0.009536;0.009536;0.035584
1.240832;3.491644;0.768343;-0.772523;0.07687;-0.054331;0.778236;-0.01461;0.004503;0.016045;1.741909;3.244098;0.308252;0.574083;0.013622;-0.023728;0.018675;157.828476;112.828468;0.0249;0.021826;-0.01461;0.035065;-0.002976;0.004503;-0.038041;0.714012;-0.010106;0.010106;0.098974
1.307997;3.491644;0.714153;-0.772787;0.076706;-0.052436;0.778353;-0.040861;0.005085;0.018991;4.001907;8.035938;0.124441;0.249881;0.011918;-0.047695;0.029806;2.735959;137.735962;0.039742;0.036425;-0.040861;0.036847;0.001134;0.005085;-0.035713;0.661716;-0.035777;0.035777;0.074989
1.375163;3.491644;0.614209;-0.772265;0.077019;-0.040086;0.777131;-0.023529;0.010609;0.004859;2.144591;2.217763;0.450905;0.466289;0.011288;-0.024207;0.017748;31.04303;166.04303;0.023663;0.020941;-0.023529;0.006235;0.003484;0.010609;-0.002752;0.574123;-0.01292;0.01292;0.018996
1.442328;3.491644;0.510513;-0.771405;0.077555;-0.044695;0.776581;0.014203;0.01402;-0.010673;-0.138703;-1.013063;-0.987105;-7.209663;0.024786;0.003438;0.010674;157.819748;112.819756;0.014232;0.015505;0.014203;-0.024712;0.003366;0.01402;0.028078;0.465818;0.028223;-0.028223;0.012559
-0.371137;3.424478;0.406043;-0.771071;0.079431;-0.059691;0.777446;0.028942;-2.062157e-04;0.01179;0.132217;140.346619;0.007125;7.56334;0.033114;-0.004378;0.018746;88.522263;43.522259;0.024995;0.023671;0.028942;0.027788;-0.004207;-2.062157e-04;-0.031995;0.346352;0.028735;-0.028735;0.051234
-0.303971;3.424478;0.499233;-0.770915;0.078831;-0.05405;0.776818;0.004837;-2.10545e-04;-0.001235;0.096926;22.972855;0.04353;10.317189;0.005123;-4.965312e-04;0.00281;43.671238;178.671234;0.003746;0.003592;0.004837;-2.331576e-04;-0.002237;-2.10545e-04;-0.002004;0.445182;0.004626;-0.004626;0.082711
-0.236806;3.424478;0.573123;-0.771081;0.078799;-0.057616;0.777235;-0.00103;3.304732e-04;0.001832;1.436329;3.117814;0.320738;0.696219;0.001604;-0.002304;0.001954;147.926437;102.926445;0.002605;0.002268;-0.00103;0.005483;-0.00182;3.304732e-04;-0.007303;0.515507;-6.998809e-04;6.998809e-04;0.051732
