x [mm];y [mm];z [mm];X-displacement [mm];Y-displacement [mm];Z-displacement [mm];Displacement [mm];Exx [S];Eyy [S];Exy [S];Poisson's ratio -strain min/max;Poisson's ratio -Exx/Eyy;Poisson's ratio -Eyy/Exx;Poisson's ratio -strain max/min;Maximum principal strain [S];Minimum principal strain [S];Maximum shear strain [S];Maximum shear angle [°];Maximum strain angle [°];Tresca strain [S];Von Mises strain [S];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity-z [S];Height [mm];du/dx+dv/dy [S];Div-xy [S];Stereo reconstruction error [pixel]
0.703509;0.670699;0.913795;-0.775629;0.069141;-0.058181;0.780875;-0.021722;0.005625;-0.00111;3.838891;3.861578;0.258961;0.260492;0.00567;-0.021767;0.013719;43.693981;178.693985;0.018292;0.016725;-0.021722;-8.554525e-05;-0.002134;0.005625;-0.002048;0.855615;-0.016097;0.016097;0.045186
0.770674;0.670699;0.887557;-0.776163;0.069311;-0.055639;0.781235;-0.00194;0.003527;-2.832257e-04;0.551869;0.550009;1.818153;1.812025;0.003541;-0.001954;0.002748;105.500107;60.500107;0.003664;0.003217;-0.00194;-0.001978;0.001412;0.003527;0.00339;0.831918;0.001587;-0.001587;0.081472
0.83784;0.670699;0.90313;-0.775522;0.069455;-0.05105;0.780298;0.001071;0.001752;0.00418;0.496418;-0.611235;-1.636033;2.014433;0.005606;-0.002783;0.004194;128.054962;83.05497;0.005592;0.004934;0.001071;0.008387;-2.644771e-05;0.001752;-0.008414;0.85208;0.002823;-0.002823;0.0613
0.905005;0.670699;0.88216;-0.7762;0.069605;-0.057587;0.78144;0.011442;0.001416;0.00695;0.142741;-8.082224;-0.123728;7.005713;0.014999;-0.002141;0.00857;98.531113;53.531109;0.011426;0.010784;0.011442;0.01544;-0.001539;0.001416;-0.016979;0.824572;0.012858;-0.012858;0.07842
0.97217;0.670699;0.839528;-0.776188;0.069242;-0.05646;0.781313;-0.006548;0.007369;0.002869;0.896571;0.888596;1.125371;1.115361;0.007937;-0.007116;0.007527;166.85144;121.851448;0.010036;0.008695;-0.006548;0.008902;-0.003165;0.007369;-0.012067;0.783068;8.209311e-04;-8.209311e-04;0.083522
1.039336;0.670699;0.815619;-0.776193;0.068995;-0.053981;0.78112;-0.007512;0.00777;3.479427e-05;0.966836;0.966836;1.034302;1.034302;0.00777;-0.007512;0.007641;178.383209;133.383209;0.010188;0.008824;-0.007512;0.002516;-0.002446;0.00777;-0.004962;0.761638;2.576901e-04;-2.576901e-04;0.072258
1.106501;0.670699;0.775527;-0.776648;0.068829;-0.05322;0.781507;-0.004695;0.008652;0.003258;0.579276;0.542673;1.84273;1.726293;0.009404;-0.005448;0.007426;157.385651;112.385658;0.009902;0.008676;-0.004695;0.008936;-0.002421;0.008652;-0.011357;0.722306;0.003957;-0.003957;0.060509
1.173667;0.670699;0.756283;-0.776359;0.068782;-0.050246;0.781018;-0.020674;0.00603;0.002541;3.335546;3.428355;0.291685;0.299801;0.00627;-0.020913;0.013591;26.516333;161.516327;0.018122;0.016436;-0.020674;0.006142;-0.001061;0.00603;-0.007203;0.706038;-0.014643;0.014643;0.03401
1.240832;0.670699;0.71051;-0.776747;0.068769;-0.046223;0.781154;0.013606;0.002505;-0.005712;-0.005638;-5.432037;-0.184093;-177.356003;0.01602;9.03269e-05;0.007965;4.495099;139.495102;0.01062;0.01065;0.013606;-0.011392;-3.294562e-05;0.002505;0.011359;0.664287;0.01611;-0.01611;0.016176
1.307997;0.670699;0.645787;-0.776617;0.068949;-0.057522;0.78179;0.024821;0.001557;-0.011092;0.098545;-15.941249;-0.06273;10.147628;0.029261;-0.002884;0.016073;3.625671;138.625671;0.02143;0.020536;0.024821;-0.021814;-3.691769e-04;0.001557;0.021445;0.588265;0.026378;-0.026378;0.03769
1.375163;0.670699;0.560373;-0.77659;0.068805;-0.054095;0.781506;-0.006316;-0.001948;-0.011094;2.151568;-3.242508;-0.308403;0.464777;0.007176;-0.015439;0.011307;118.59597;73.59597;0.015076;0.013344;-0.006316;-0.021491;-6.972308e-04;-0.001948;0.020794;0.506278;-0.008263;0.008263;0.05089
1.442328;0.670699;0.445204;-0.777015;0.068718;-0.057524;0.782166;0.001684;-0.002678;-0.003694;1.261874;0.629012;1.589795;0.792472;0.003793;-0.004787;0.00429;146.395081;101.395073;0.00572;0.004965;0.001684;-0.007336;-5.219954e-05;-0.002678;0.007284;0.387681;-9.933587e-04;9.933587e-04;0.039943
-0.303971;0.603533;0.356938;-0.775165;0.070727;-0.054371;0.780282;0.011444;0.004132;-0.017436;0.391643;-2.769805;-0.361036;2.553348;0.025603;-0.010027;0.017815;153.752747;108.752739;0.023753;0.021216;0.011444;-0.033645;-0.001227;0.004132;0.032418;0.302566;0.015576;-0.015576;0.04348
-0.236806;0.603533;0.497182;-0.774761;0.070649;-0.05376;0.779831;0.001613;0.003794;-7.092647e-04;-0.3503;-0.425176;-2.351965;-2.854696;0.004004;0.001403;0.001301;154.995224;109.995232;0.001734;0.002346;0.001613;-3.79797e-04;-0.001039;0.003794;-6.589354e-04;0.443422;0.005407;-0.005407;0.056427
-0.169641;0.603533;0.565777;-0.774782;0.070459;-0.054986;0.77992;-0.005358;0.003325;0.012271;1.169407;1.611359;0.620594;0.855134;0.012;-0.014033;0.013017;146.76088;101.76088;0.017355;0.015046;-0.005358;0.026672;-0.00213;0.003325;-0.028802;0.510791;-0.002033;0.002033;0.071355
-0.102475;0.603533;0.609558;-0.774993;0.070258;-0.053774;0.780027;0.010354;0.003781;0.007755;0.087492;-2.738039;-0.365225;11.429631;0.01549;-0.001355;0.008423;106.192238;61.192242;0.01123;0.010807;0.010354;0.01798;-0.00247;0.003781;-0.02045;0.555783;0.014135;-0.014135;0.024621
-0.03531;0.603533;0.694752;-0.77499;0.070127;-0.053317;0.779981;0.018378;0.003412;-0.001538;-0.175622;-5.387075;-0.185629;-5.694039;0.018535;0.003255;0.00764;40.215034;175.215042;0.010186;0.011427;0.018378;-0.001149;-0.001927;0.003412;-7.780439e-04;0.641435;0.02179;-0.02179;0.025689
0.031855;0.603533;0.724216;-0.775051;0.069966;-0.051205;0.779885;0.001833;0.004081;-0.003281;0.079487;-0.449183;-2.226263;12.580725;0.006425;-5.107003e-04;0.003468;152.851593;107.851585;0.004624;0.004463;0.001833;-0.005381;-0.00118;0.004081;0.004201;0.673011;0.005914;-0.005914;0.081852
0.099021;0.603533;0.776068;-0.775002;0.069859;-0.053255;0.779964;-0.00762;-6.783893e-04;0.003563;11.063107;-11.232497;-0.089027;0.090391;8.246355e-04;-0.009123;0.004974;177.529816;132.529816;0.006632;0.006375;-0.00762;0.008368;-0.001243;-6.783893e-04;-0.009611;0.722813;-0.008298;0.008298;0.066343
0.166186;0.603533;0.826994;-0.775599;0.069856;-0.051143;0.780416;-0.024538;-0.001116;0.010114;10.691179;-21.985022;-0.045486;0.093535;0.002647;-0.028301;0.015474;2.972559;137.972565;0.020632;0.019809;-0.024538;0.022176;-0.001947;-0.001116;-0.024123;0.775851;-0.025654;0.025654;0.065223
0.233352;0.603533;0.861335;-0.775251;0.069822;-0.057441;0.780505;-0.015436;5.918556e-04;0.009117;4.147319;26.081175;0.038342;0.24112;0.004717;-0.019561;0.012139;176.07399;131.07399;0.016185;0.014864;-0.015436;0.017706;5.283367e-04;5.918556e-04;-0.017178;0.803894;-0.014844;0.014844;0.046265
0.300517;0.603533;0.87651;-0.775179;0.069943;-0.059323;0.780585;-0.005698;0.001748;0.003583;2.237088;3.258976;0.306845;0.44701;0.003193;-0.007142;0.005167;171.627991;126.627983;0.00689;0.00611;-0.005698;0.007433;-2.65898e-04;0.001748;-0.007698;0.817187;-0.00395;0.00395;0.045531
0.367682;0.603533;0.893353;-0.775177;0.069722;-0.061378;0.780723;9.697584e-04;0.001582;-0.00174;0.161276;-0.612919;-1.631536;6.200536;0.003043;-4.907099e-04;0.001767;3.234132;138.234131;0.002356;0.00221;9.697584e-04;-0.001363;-0.002117;0.001582;-7.534878e-04;0.831976;0.002552;-0.002552;0.043545
0.434848;0.603533;0.876006;-0.775496;0.06943;-0.053964;0.780465;0.002407;-0.001437;0.003034;0.76223;1.674295;0.597266;1.31194;0.004076;-0.003107;0.003592;116.488708;71.488708;0.004789;0.00416;0.002407;0.008966;-0.002898;-0.001437;-0.011864;0.822042;9.692317e-04;-9.692317e-04;0.029427
0.502013;0.603533;0.890157;-0.775874;0.069237;-0.05351;0.780793;-0.002377;-0.001528;-0.001842;-62.239307;-1.555982;-0.642681;-0.016067;-6.175169e-05;-0.003843;0.001891;66.325142;21.32514;0.002521;0.002542;-0.002377;-5.071044e-04;-0.003178;-0.001528;-0.002671;0.836647;-0.003905;0.003905;0.020097
0.569178;0.603533;0.921211;-0.776069;0.06906;-0.053547;0.780974;-0.012532;-0.009544;-0.009453;-14.037642;-1.31303;-0.761597;-0.071237;-0.001468;-0.020608;0.00957;105.763603;60.763603;0.01276;0.013276;-0.012532;-0.018883;-2.281846e-05;-0.009544;0.01886;0.867664;-0.022076;0.022076;0.070249
0.636344;0.603533;0.951638;-0.776021;0.069283;-0.056843;0.781178;0.002794;-0.008969;0.00146;3.077158;0.311539;3.209872;0.324975;0.002973;-0.009147;0.00606;119.018234;74.018234;0.00808;0.007294;0.002794;0.004647;-0.001726;-0.008969;-0.006373;0.894795;-0.006175;0.006175;0.099794
0.703509;0.603533;0.91767;-0.775706;0.068873;-0.057411;0.780871;-0.002581;0.003401;0.001932;0.79336;0.758767;1.317928;1.260461;0.003971;-0.00315;0.003561;159.63591;114.63591;0.004747;0.00412;-0.002581;0.004897;-0.001034;0.003401;-0.005931;0.860259;8.205292e-04;-8.205292e-04;0.060831
0.770674;0.603533;0.916935;-0.775931;0.069175;-0.05691;0.781085;-0.004173;8.996614e-04;-0.005956;1.676801;4.638911;0.215568;0.596374;0.004837;-0.008111;0.006474;117.935173;72.935173;0.008632;0.007555;-0.004173;-0.014328;0.002416;8.996614e-04;0.016744;0.860024;-0.003274;0.003274;0.053518
0.83784;0.603533;0.913196;-0.775688;0.069448;-0.046774;0.780194;-6.457599e-04;0.003768;0.001163;0.230153;0.171359;5.835704;4.344933;0.004056;-9.335626e-04;0.002495;129.86145;84.86145;0.003327;0.003063;-6.457599e-04;0.001656;6.705499e-04;0.003768;-9.854909e-04;0.866421;0.003123;-0.003123;0.059381
0.905005;0.603533;0.87426;-0.776115;0.069299;-0.055743;0.781194;0.014583;0.004012;-0.001447;-0.258312;-3.635209;-0.275087;-3.871287;0.014778;0.003817;0.00548;46.390167;1.390169;0.007307;0.008858;0.014583;0.00159;-0.004483;0.004012;-0.006073;0.818517;0.018595;-0.018595;0.087278
0.97217;0.603533;0.84894;-0.776126;0.068426;-0.053642;0.780981;-6.727834e-04;0.005205;-0.001093;0.16097;0.12926;7.736374;6.212343;0.005402;-8.694979e-04;0.003136;172.12558;127.125587;0.004181;0.003923;-6.727834e-04;0.002009;-0.004195;0.005205;-0.006203;0.795298;0.004532;-0.004532;0.074771
1.039336;0.603533;0.841943;-0.776384;0.068513;-0.057902;0.781549;-0.001115;0.001346;-0.002864;0.928597;0.82857;1.206899;1.076894;0.003232;-0.003001;0.003117;124.733734;79.733734;0.004156;0.0036;-0.001115;-0.005285;-4.416673e-04;0.001346;0.004844;0.784041;2.307945e-04;-2.307945e-04;0.073271
1.106501;0.603533;0.800281;-0.776657;0.068447;-0.055543;0.781643;-0.00125;0.001225;-0.010224;1.002443;1.020516;0.979897;0.997563;0.010286;-0.010311;0.010299;131.506989;86.506981;0.013731;0.011892;-0.00125;-0.018727;-0.001721;0.001225;0.017005;0.744739;-2.513012e-05;2.513012e-05;0.054133
1.173667;0.603533;0.766702;-0.776023;0.068412;-0.056086;0.781049;-0.006234;0.004172;-0.022718;1.092559;1.494174;0.669266;0.915283;0.022275;-0.024337;0.023306;127.165276;82.165276;0.031074;0.02692;-0.006234;-0.044027;-0.001408;0.004172;0.042618;0.710617;-0.002062;0.002062;0.040958
1.240832;0.603533;0.698274;-0.776516;0.068679;-0.053814;0.781402;0.002707;0.005666;-0.025147;0.71498;-0.477688;-2.093415;1.39864;0.029377;-0.021004;0.025191;138.040359;93.040367;0.033587;0.029221;0.002707;-0.050304;9.663437e-06;0.005666;0.050314;0.644459;0.008373;-0.008373;0.025848
1.307997;0.603533;0.631854;-0.776536;0.068604;-0.05865;0.781763;0.015071;0.002862;-0.00324;-0.129477;-5.265668;-0.189909;-7.723368;0.015877;0.002056;0.006911;18.015308;153.015305;0.009214;0.00997;0.015071;-0.007616;0.001136;0.002862;0.008752;0.573204;0.017933;-0.017933;0.070406
1.375163;0.603533;0.571982;-0.776508;0.068857;-0.060079;0.781867;-0.013407;0.001328;0.004935;5.271942;10.09796;0.09903;0.189683;0.002828;-0.014907;0.008867;8.458454;143.45845;0.011823;0.011002;-0.013407;0.009872;-3.386115e-06;0.001328;-0.009876;0.511902;-0.012079;0.012079;0.06087
1.442328;0.603533;0.47687;-0.776813;0.068824;-0.052896;0.781648;-0.021729;0.00165;0.00862;5.47737;13.167158;0.075947;0.182569;0.004485;-0.024563;0.014524;3.941489;138.941483;0.019365;0.018057;-0.021729;0.018912;-0.001673;0.00165;-0.020585;0.423974;-0.020079;0.020079;0.053102
-0.303971;0.536368;0.352116;-0.775216;0.070615;-0.054502;0.780331;0.006352;0.002262;0.020505;0.654242;-2.808666;-0.356041;1.528486;0.024914;-0.0163;0.020607;126.476692;81.476692;0.027476;0.023967;0.006352;0.041962;-9.51869e-04;0.002262;-0.042914;0.297614;0.008614;-0.008614;0.042864
-0.236806;0.536368;0.479412;-0.775051;0.070491;-0.053467;0.780084;-0.012923;0.003088;0.018847;1.632072;4.184689;0.238966;0.612718;0.01556;-0.025394;0.020477;153.819275;108.819267;0.027303;0.023871;-0.012923;0.037692;2.461358e-06;0.003088;-0.037689;0.425944;-0.009835;0.009835;0.084617
-0.169641;0.536368;0.564385;-0.77488;0.070707;-0.061595;0.780533;-0.010684;0.002258;0.014685;1.712087;4.732726;0.211295;0.584082;0.011834;-0.02026;0.016047;154.364319;109.364319;0.021396;0.018741;-0.010684;0.030467;-0.001097;0.002258;-0.031564;0.502789;-0.008427;0.008427;0.096818
-0.102475;0.536368;0.595486;-0.77532;0.070238;-0.057333;0.780603;0.033697;0.002373;0.00332;-0.059491;-14.197473;-0.070435;-16.809212;0.034045;0.002025;0.01601;60.971321;15.971321;0.021346;0.022052;0.033697;0.009875;-0.003235;0.002373;-0.01311;0.538153;0.03607;-0.03607;0.051902
-0.03531;0.536368;0.696134;-0.774986;0.069903;-0.05282;0.779923;0.032947;-5.434892e-04;-0.013153;0.135801;60.620522;0.016496;7.363712;0.037495;-0.005092;0.021293;10.373556;145.37355;0.028391;0.026855;0.032947;-0.022928;-0.003379;-5.434892e-04;0.019549;0.643314;0.032403;-0.032403;0.074974
0.031855;0.536368;0.737213;-0.775062;0.069629;-0.047024;0.779603;-0.005409;-0.001369;-0.008377;2.29653;-3.950107;-0.253158;0.43544;0.005228;-0.012007;0.008618;116.625732;71.625732;0.01149;0.010204;-0.005409;-0.016288;-4.668218e-04;-0.001369;0.015821;0.690189;-0.006779;0.006779;0.075747
0.099021;0.536368;0.787943;-0.775159;0.06992;-0.051805;0.780028;-0.019644;0.00351;-9.075244e-04;5.550249;5.596288;0.17869;0.180172;0.003546;-0.01968;0.011613;44.622829;179.622833;0.015483;0.014447;-0.019644;-1.681858e-04;-0.001647;0.00351;-0.001479;0.736138;-0.016134;0.016134;0.018145
0.166186;0.536368;0.833207;-0.775249;0.069585;-0.055037;0.780309;-0.030858;0.006067;-8.215097e-04;5.074061;5.086328;0.196605;0.197081;0.006085;-0.030876;0.018481;38.696739;173.696732;0.024641;0.022884;-0.030858;0.002536;-0.004179;0.006067;-0.006714;0.77817;-0.024791;0.024791;0.066439
0.233352;0.536368;0.873519;-0.775049;0.069296;-0.06439;0.7808;-0.015522;0.006613;-2.378224e-04;2.346705;2.347226;0.426035;0.426129;0.006615;-0.015524;0.01107;45.32465;0.324651;0.01476;0.013123;-0.015522;-1.925939e-04;-2.830509e-04;0.006613;-9.0457e-05;0.809129;-0.008909;0.008909;0.05079
0.300517;0.536368;0.881371;-0.775433;0.069518;-0.060182;0.780865;-7.053947e-04;0.005314;4.171249e-05;0.132791;0.132744;7.533303;7.530627;0.005314;-7.056838e-04;0.00301;115.183754;70.183754;0.004013;0.0038;-7.053947e-04;-0.001814;0.001897;0.005314;0.00371;0.82119;0.004609;-0.004609;0.014772
0.367682;0.536368;0.898299;-0.775491;0.069706;-0.062368;0.781111;0.002006;0.005902;-8.650139e-04;-0.299535;-0.33993;-2.941781;-3.338511;0.006085;0.001823;0.002131;143.620132;98.62014;0.002842;0.003606;0.002006;-0.00133;-4.000819e-04;0.005902;9.298639e-04;0.835931;0.007908;-0.007908;0.018228
0.434848;0.536368;0.880708;-0.775553;0.069487;-0.054218;0.780545;-1.220068e-04;0.004744;-0.004012;0.340019;0.025716;38.885693;2.941008;0.007004;-0.002381;0.004693;156.921921;111.921928;0.006257;0.005633;-1.220068e-04;-0.004628;-0.003396;0.004744;0.001232;0.82649;0.004622;-0.004622;0.047752
0.502013;0.536368;0.898926;-0.77576;0.069239;-0.053734;0.780696;-0.002972;0.001148;-1.755327e-04;2.579334;2.589608;0.386159;0.387697;0.001155;-0.002979;0.002067;13.876363;148.876358;0.002756;0.002463;-0.002972;0.001986;-0.002337;0.001148;-0.004323;0.845192;-0.001824;0.001824;0.03674
0.569178;0.536368;0.90583;-0.775973;0.069198;-0.052142;0.780795;-0.003562;0.003839;0.001813;0.934971;0.927848;1.077763;1.069552;0.004259;-0.003982;0.004121;160.169388;115.169388;0.005494;0.004759;-0.003562;0.002388;0.001239;0.003839;-0.001149;0.853688;2.769668e-04;-2.769668e-04;0.044711
0.636344;0.536368;0.93313;-0.776149;0.069313;-0.05257;0.781009;-0.002566;0.005593;-0.003204;0.548227;0.458747;2.179851;1.824061;0.006701;-0.003674;0.005187;123.966324;78.966324;0.006917;0.006074;-0.002566;-0.005849;-5.596231e-04;0.005593;0.005289;0.88056;0.003027;-0.003027;0.080182
0.703509;0.536368;0.928571;-0.775793;0.06904;-0.057612;0.780987;0.003492;0.003959;-0.002885;-0.125538;-0.881966;-1.13383;-7.965714;0.00662;8.310693e-04;0.002894;171.085922;126.085922;0.003859;0.004164;0.003492;-0.003759;-0.002011;0.003959;0.001747;0.870959;0.007451;-0.007451;0.059249
0.770674;0.536368;0.935722;-0.775911;0.068944;-0.058712;0.781177;-0.012734;0.01163;-0.003354;1.09139;1.094952;0.913282;0.916263;0.012083;-0.013188;0.012635;94.264671;49.264671;0.016847;0.014595;-0.012734;-0.007941;0.001233;0.01163;0.009174;0.87701;-0.001104;0.001104;0.049531
0.83784;0.536368;0.898828;-0.77607;0.068976;-0.049811;0.78072;-0.006211;0.024545;-0.015302;0.40591;0.253035;3.95202;2.463599;0.030861;-0.012527;0.021694;130.230988;85.230995;0.028925;0.025784;-0.006211;-0.028104;-0.002499;0.024545;0.025605;0.849017;0.018334;-0.018334;0.070009
0.905005;0.536368;0.856248;-0.776006;0.068934;-0.057589;0.781187;0.001879;0.010277;-0.006181;0.10288;-0.182851;-5.468923;9.720034;0.013551;-0.001394;0.007472;154.459991;109.459991;0.009963;0.009533;0.001879;-0.008026;-0.004335;0.010277;0.003691;0.798659;0.012157;-0.012157;0.086457
0.97217;0.536368;0.872345;-0.776137;0.068553;-0.052836;0.780948;-0.00266;5.627881e-04;-7.984318e-04;3.796825;4.726015;0.211595;0.263378;7.497633e-04;-0.002847;0.001798;30.581667;165.581665;0.002398;0.002191;-0.00266;7.099337e-04;-0.002307;5.627881e-04;-0.003017;0.819509;-0.002097;0.002097;0.057819
1.039336;0.536368;0.839414;-0.776387;0.068649;-0.057819;0.781558;8.127954e-04;0.001277;0.005521;0.681931;-0.636463;-1.571184;1.466424;0.00657;-0.004481;0.005526;131.37442;86.374428;0.007367;0.006418;8.127954e-04;0.01166;-6.189643e-04;0.001277;-0.012279;0.781595;0.00209;-0.00209;0.032019
1.106501;0.536368;0.784361;-0.776775;0.068321;-0.056155;0.781793;0.012846;6.107823e-04;0.005469;0.098923;-21.032391;-0.047546;10.108919;0.014934;-0.001477;0.008206;88.189957;43.18996;0.010941;0.010483;0.012846;0.012101;-0.001163;6.107823e-04;-0.013263;0.728206;0.013457;-0.013457;0.029459
1.173667;0.536368;0.761661;-0.776257;0.06841;-0.063486;0.781848;0.012491;0.001018;-0.002689;-0.032007;-12.268941;-0.081507;-31.243446;0.01309;4.18964e-04;0.006335;17.573605;152.573608;0.008447;0.00859;0.012491;-0.006547;0.001169;0.001018;0.007716;0.698176;0.013509;-0.013509;0.037888
1.240832;0.536368;0.701349;-0.776276;0.068367;-0.059596;0.781557;-0.014845;0.001722;-0.011464;2.73054;8.618484;0.11603;0.366228;0.007583;-0.020705;0.014144;103.709084;58.709084;0.018859;0.016908;-0.014845;-0.024492;0.001563;0.001722;0.026055;0.641753;-0.013122;0.013122;0.028257
1.307997;0.536368;0.640863;-0.776548;0.068442;-0.054489;0.781461;-0.013076;0.001445;-0.002932;6.772552;9.048147;0.11052;0.147655;0.002015;-0.013646;0.00783;74.4739;29.473902;0.01044;0.009838;-0.013076;-0.007308;0.001443;0.001445;0.008751;0.586374;-0.011631;0.011631;0.066228
1.375163;0.536368;0.572418;-0.776583;0.0688;-0.053805;0.781479;-0.007393;0.002618;0.00596;1.884822;2.823411;0.354181;0.530554;0.005396;-0.01017;0.007783;166.343399;121.343399;0.010377;0.009127;-0.007393;0.011678;2.421131e-04;0.002618;-0.011436;0.518613;-0.004774;0.004774;0.092106
1.442328;0.536368;0.486704;-0.776784;0.06877;-0.054127;0.781699;1.518524e-04;0.005242;-0.006288;0.431036;-0.028967;-34.522041;2.319991;0.009481;-0.004086;0.006784;136.378967;91.378967;0.009045;0.008037;1.518524e-04;-0.012126;-4.495919e-04;0.005242;0.011677;0.432577;0.005394;-0.005394;0.047441
-0.303971;0.469203;0.377073;-0.774777;0.070368;-0.061407;0.780386;0.010154;0.003318;0.015139;0.394668;-3.060126;-0.326784;2.533774;0.022256;-0.008784;0.01552;117.554688;72.554688;0.020694;0.018475;0.010154;0.031672;-0.001394;0.003318;-0.033066;0.315666;0.013473;-0.013473;0.052738
-0.236806;0.469203;0.488961;-0.774764;0.070138;-0.058713;0.780145;-0.009104;0.003811;0.011132;1.517677;2.388622;0.418651;0.658902;0.010223;-0.015516;0.012869;156.58432;111.584328;0.017159;0.014965;-0.009104;0.022547;-2.823983e-04;0.003811;-0.022829;0.430248;-0.005292;0.005292;0.08015
-0.169641;0.469203;0.576375;-0.774878;0.070284;-0.06298;0.780603;-0.004612;0.003194;0.003361;1.319316;1.444054;0.692495;0.757969;0.004441;-0.005859;0.00515;164.401978;119.40197;0.006867;0.005966;-0.004612;0.007581;-8.601538e-04;0.003194;-0.008442;0.513395;-0.001418;0.001418;0.068002
-0.102475;0.469203;0.603413;-0.77526;0.069948;-0.056566;0.780462;0.053092;0.002342;-0.003536;-0.039313;-22.669636;-0.044112;-25.436785;0.053337;0.002097;0.02562;40.552967;175.552963;0.03416;0.03488;0.053092;-0.004001;-0.00307;0.002342;9.306255e-04;0.546847;0.055434;-0.055434;0.057216
-0.03531;0.469203;0.668066;-0.775452;0.069857;-0.045536;0.779923;0.039119;9.065049e-04;-0.006318;0.002765;-43.153397;-0.023173;361.673767;0.040136;-1.109736e-04;0.020124;29.725977;164.725983;0.026831;0.026795;0.039119;-0.010663;-0.001973;9.065049e-04;0.008691;0.622531;0.040025;-0.040025;0.073945
0.031855;0.469203;0.704536;-0.775015;0.06968;-0.04634;0.779519;-0.023699;0.002561;-6.634101e-04;9.201356;9.255002;0.10805;0.10868;0.002577;-0.023716;0.013146;39.864101;174.864105;0.017529;0.016736;-0.023699;0.001809;-0.003135;0.002561;-0.004944;0.658196;-0.021138;0.021138;0.078807
0.099021;0.469203;0.742006;-0.775169;0.069482;-0.055023;0.780219;-0.016854;0.007313;0.003402;2.225728;2.304465;0.43394;0.449291;0.007783;-0.017323;0.012553;12.820662;147.820663;0.016738;0.01484;-0.016854;0.008819;-0.002015;0.007313;-0.010834;0.686982;-0.00954;0.00954;0.01754
0.166186;0.469203;0.814823;-0.775192;0.069183;-0.051432;0.77997;-0.017872;2.167321e-04;-0.009619;5.03475;82.461021;0.012127;0.19862;0.004376;-0.022031;0.013203;86.7397;41.739704;0.017605;0.016342;-0.017872;-0.016203;-0.003036;2.167321e-04;0.013167;0.763391;-0.017655;0.017655;0.089434
0.233352;0.469203;0.866322;-0.775107;0.068843;-0.05987;0.780458;-0.01859;-0.00377;-0.01041;14.992096;-4.930942;-0.202801;0.066702;0.001598;-0.023958;0.012778;94.878296;49.878296;0.017037;0.016531;-0.01859;-0.021668;8.481139e-04;-0.00377;0.022517;0.806452;-0.02236;0.02236;0.089645
0.300517;0.469203;0.864802;-0.775814;0.069167;-0.05499;0.78083;0.001953;6.013131e-04;-0.002119;0.270505;-3.247805;-0.3079;3.696787;0.003501;-9.471497e-04;0.002224;155.692352;110.692352;0.002966;0.002706;0.001953;-0.005029;7.907362e-04;6.013131e-04;0.00582;0.809811;0.002554;-0.002554;0.03359
0.367682;0.469203;0.892468;-0.775688;0.069038;-0.054728;0.780675;0.004638;0.005522;-0.00274;-0.293356;-0.839927;-1.19058;-3.408822;0.007856;0.002305;0.002776;171.423813;126.42382;0.003701;0.004663;0.004638;-0.003453;-0.002027;0.005522;0.001426;0.837739;0.010161;-0.010161;0.038007
0.434848;0.469203;0.898181;-0.77568;0.069098;-0.052478;0.780518;4.018923e-04;0.006096;-0.001146;-0.028493;-0.065922;-15.169439;-35.096458;0.006318;1.80028e-04;0.003069;139.691635;94.691635;0.004092;0.004154;4.018923e-04;-0.001868;-4.23248e-04;0.006096;0.001445;0.845704;0.006498;-0.006498;0.095858
0.502013;0.469203;0.909682;-0.775937;0.069039;-0.054425;0.780901;-0.003998;0.004696;3.641784e-05;0.851298;0.851293;1.174683;1.174677;0.004697;-0.003998;0.004347;170.862015;125.862015;0.005796;0.005025;-0.003998;0.001124;-0.001051;0.004696;-0.002176;0.855258;6.983811e-04;-6.983811e-04;0.061287
0.569178;0.469203;0.897315;-0.776101;0.06889;-0.056852;0.781224;-0.001711;0.005263;-3.882072e-04;0.327773;0.325021;3.07672;3.050892;0.005285;-0.001732;0.003508;143.525833;98.525826;0.004678;0.004221;-0.001711;-5.261074e-05;-7.238037e-04;0.005263;-6.711929e-04;0.840464;0.003553;-0.003553;0.055083
0.636344;0.469203;0.90457;-0.77622;0.068931;-0.057306;0.781379;-0.006251;0.012581;-4.414589e-04;0.497223;0.49681;2.012843;2.01117;0.012592;-0.006261;0.009426;123.61599;78.61599;0.012569;0.011087;-0.006251;-0.001948;0.001065;0.012581;0.003013;0.847264;0.006331;-0.006331;0.051549
0.703509;0.469203;0.923489;-0.775862;0.068859;-0.061521;0.781337;-6.599069e-04;0.012182;-0.002808;0.097649;0.05417;18.460312;10.240779;0.012769;-0.001247;0.007008;142.017929;97.017921;0.009344;0.008957;-6.599069e-04;-0.00378;-0.001835;0.012182;0.001945;0.861968;0.011522;-0.011522;0.048855
0.770674;0.469203;0.913906;-0.776015;0.068613;-0.064089;0.781674;-0.006441;0.013144;-0.013385;0.663817;0.49008;2.040482;1.50644;0.019936;-0.013234;0.016585;128.520187;83.520187;0.022114;0.019281;-0.006441;-0.021193;-0.005578;0.013144;0.015616;0.849817;0.006702;-0.006702;0.040617
