x [mm];y [mm];z [mm];X-displacement [mm];Y-displacement [mm];Z-displacement [mm];Displacement [mm];Exx [S];Eyy [S];Exy [S];Poisson's ratio -strain min/max;Poisson's ratio -Exx/Eyy;Poisson's ratio -Eyy/Exx;Poisson's ratio -strain max/min;Maximum principal strain [S];Minimum principal strain [S];Maximum shear strain [S];Maximum shear angle [°];Maximum strain angle [°];Tresca strain [S];Von Mises strain [S];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity-z [S];Height [mm];du/dx+dv/dy [S];Div-xy [S];Stereo reconstruction error [pixel]
1.375163;3.69314;0.664501;8.39567e-13;0;0;8.39567e-13;0;-1.110223e-16;1.462388e-17;0;0;0;0;1.893951e-18;-1.129163e-16;5.74051e-17;45;0;7.654013e-17;7.59167e-17;0;5.826355e-17;-2.901579e-17;-1.110223e-16;-8.727933e-17;0.664501;-1.110223e-16;1.110223e-16;0
-0.303971;3.625975;0.536004;8.39567e-13;0;0;8.39567e-13;-3.330669e-16;2.220446e-16;7.506112e-17;0;0;0;0;2.320151e-16;-3.430374e-16;2.875263e-16;45;0;3.833684e-16;3.340629e-16;-3.330669e-16;1.501222e-16;0;2.220446e-16;-1.501222e-16;0.536004;-1.110223e-16;1.110223e-16;0
-0.236806;3.625975;0.623868;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;4.440892e-16;-5.417001e-17;0;0;0;0;4.493259e-16;-1.16259e-16;2.827925e-16;45;0;3.770566e-16;3.448982e-16;-1.110223e-16;-6.208006e-17;-4.625997e-17;4.440892e-16;1.582009e-17;0.623868;3.330669e-16;-3.330669e-16;0
-0.169641;3.625975;0.685006;8.39567e-13;0;0;8.39567e-13;0;0;-6.053866e-17;0;0;0;0;6.053866e-17;-6.053866e-17;6.053866e-17;45;0;8.071821e-17;6.990402e-17;0;-1.042156e-16;-1.686176e-17;0;8.73538e-17;0.685006;0;0;0
-0.102475;3.625975;0.755452;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;2.220446e-16;2.952964e-17;0;0;0;0;2.246424e-16;-1.136201e-16;1.691313e-16;45;0;2.255084e-16;1.987714e-16;-1.110223e-16;5.905928e-17;0;2.220446e-16;-5.905928e-17;0.755452;1.110223e-16;-1.110223e-16;0
-0.03531;3.625975;0.794271;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;-2.220446e-16;6.596351e-18;0;0;0;0;-1.106318e-16;-2.224351e-16;5.59017e-17;45;0;7.45356e-17;1.284236e-16;-1.110223e-16;2.933136e-18;1.025957e-17;-2.220446e-16;7.32643e-18;0.794271;-3.330669e-16;3.330669e-16;0
0.031855;3.625975;0.821382;8.39567e-13;0;0;8.39567e-13;0;-1.110223e-16;-4.270209e-17;0;0;0;0;1.452424e-17;-1.255465e-16;7.00354e-17;45;0;9.338053e-17;8.893532e-17;0;-6.641832e-17;-1.898586e-17;-1.110223e-16;4.743245e-17;0.821382;-1.110223e-16;1.110223e-16;0
0.099021;3.625975;0.866677;8.39567e-13;0;0;8.39567e-13;0;-2.220446e-16;2.148061e-17;0;0;0;0;2.058944e-18;-2.241036e-16;1.130812e-16;45;0;1.50775e-16;1.500934e-16;0;3.539923e-17;7.56199e-18;-2.220446e-16;-2.783724e-17;0.866677;-2.220446e-16;2.220446e-16;0
0.166186;3.625975;0.897819;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;2.220446e-16;-7.80311e-18;0;0;0;0;2.221817e-16;-2.221817e-16;2.221817e-16;45;0;2.962422e-16;2.565533e-16;-2.220446e-16;-1.274314e-17;-2.863074e-18;2.220446e-16;9.880071e-18;0.897819;0;0;0
0.233352;3.625975;0.882743;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;4.440892e-16;9.431507e-17;0;0;0;0;4.571854e-16;-2.351408e-16;3.461631e-16;45;0;4.615508e-16;4.065096e-16;-2.220446e-16;-2.309162e-17;2.117218e-16;4.440892e-16;2.348134e-16;0.882743;2.220446e-16;-2.220446e-16;0
0.367682;3.625975;0.837387;8.39567e-13;0;0;8.39567e-13;4.440892e-16;4.440892e-16;3.299919e-16;0;0;0;0;7.740811e-16;1.140973e-16;3.299919e-16;45;0;4.399892e-16;4.825392e-16;4.440892e-16;2.306439e-16;4.293399e-16;4.440892e-16;1.98696e-16;0.837387;8.881784e-16;-8.881784e-16;0
0.434848;3.625975;0.877463;8.39567e-13;0;0;8.39567e-13;0;-1.110223e-16;-1.338999e-17;0;0;0;0;1.592087e-18;-1.126144e-16;5.710324e-17;45;0;7.613765e-17;7.561254e-17;0;-2.677999e-17;0;-1.110223e-16;2.677999e-17;0.877463;-1.110223e-16;1.110223e-16;0
0.502013;3.625975;0.944868;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;0;-7.087456e-17;0;0;0;0;3.451491e-17;-1.455372e-16;9.002606e-17;45;0;1.200347e-16;1.10344e-16;-1.110223e-16;-1.033398e-16;-3.840932e-17;0;6.493046e-17;0.944868;-1.110223e-16;1.110223e-16;0
0.569178;3.625975;0.998377;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;0;-6.388542e-17;0;0;0;0;1.706868e-17;-2.391133e-16;1.28091e-16;45;0;1.70788e-16;1.653923e-16;-2.220446e-16;-9.351031e-17;-3.426053e-17;0;5.924978e-17;0.998377;-2.220446e-16;2.220446e-16;0
0.636344;3.625975;0.994897;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;1.463537e-17;0;0;0;0;2.230051e-16;-9.604901e-19;1.119828e-16;45;0;1.493104e-16;1.489913e-16;0;4.229758e-17;-1.302683e-17;2.220446e-16;-5.532441e-17;0.994897;2.220446e-16;-2.220446e-16;0
0.703509;3.625975;0.978945;8.39567e-13;0;0;8.39567e-13;0;0;4.750396e-17;0;0;0;0;4.750396e-17;-4.750396e-17;4.750396e-17;45;0;6.333861e-17;5.485284e-17;0;9.925594e-17;-4.248023e-18;0;-1.03504e-16;0.978945;0;0;0
0.770674;3.625975;0.957917;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-1.110223e-16;-6.336741e-19;0;0;0;0;2.220458e-16;-1.110235e-16;1.665347e-16;45;0;2.220462e-16;1.958263e-16;2.220446e-16;8.191944e-18;-9.459293e-18;-1.110223e-16;-1.765124e-17;0.957917;1.110223e-16;-1.110223e-16;0
0.83784;3.625975;0.962278;8.39567e-13;0;0;8.39567e-13;-3.330669e-16;0;-2.352155e-17;0;0;0;0;1.652915e-18;-3.347198e-16;1.681864e-16;45;0;2.242485e-16;2.236995e-16;-3.330669e-16;-5.283969e-17;5.796579e-18;0;5.863627e-17;0.962278;-3.330669e-16;3.330669e-16;0
0.905005;3.625975;0.934332;8.39567e-13;0;0;8.39567e-13;4.440892e-16;2.220446e-16;-1.42627e-17;0;0;0;0;4.450016e-16;2.211322e-16;1.119347e-16;45;0;1.492463e-16;2.569234e-16;4.440892e-16;-3.670763e-17;8.182222e-18;2.220446e-16;4.488985e-17;0.934332;6.661338e-16;-6.661338e-16;0
0.97217;3.625975;0.904266;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;0;-1.560823e-17;0;0;0;0;1.091785e-18;-2.231364e-16;1.121141e-16;45;0;1.494854e-16;1.491229e-16;-2.220446e-16;-8.713223e-18;-2.250324e-17;0;-1.379002e-17;0.904266;-2.220446e-16;2.220446e-16;0
1.039336;3.625975;0.893702;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;2.220446e-16;-3.346008e-17;0;0;0;0;2.245515e-16;-2.245515e-16;2.245515e-16;45;0;2.99402e-16;2.592898e-16;-2.220446e-16;-3.021692e-17;-3.670324e-17;2.220446e-16;-6.486321e-18;0.893702;0;0;0
1.106501;3.625975;0.867986;8.39567e-13;0;0;8.39567e-13;0;-1.110223e-16;2.309387e-17;0;0;0;0;4.612178e-18;-1.156345e-16;6.012333e-17;45;0;8.016444e-17;7.867212e-17;0;1.953629e-18;4.423411e-17;-1.110223e-16;4.228048e-17;0.867986;-1.110223e-16;1.110223e-16;0
1.173667;3.625975;0.84038;8.39567e-13;0;0;8.39567e-13;0;0;2.832524e-17;0;0;0;0;2.832524e-17;-2.832524e-17;2.832524e-17;45;0;3.776699e-17;3.270717e-17;0;5.665049e-17;0;0;-5.665049e-17;0.84038;0;0;0
1.240832;3.625975;0.784835;8.39567e-13;0;0;8.39567e-13;0;0;-4.893076e-18;0;0;0;0;4.893076e-18;-4.893076e-18;4.893076e-18;45;0;6.524101e-18;5.650038e-18;0;-1.224316e-18;-8.561836e-18;0;-7.33752e-18;0.784835;0;0;0
1.307997;3.625975;0.715936;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;4.440892e-16;5.160307e-17;0;0;0;0;4.48063e-16;-2.260184e-16;3.370407e-16;45;0;4.493876e-16;3.961567e-16;-2.220446e-16;1.352496e-16;-3.204343e-17;4.440892e-16;-1.67293e-16;0.715936;2.220446e-16;-2.220446e-16;0
1.375163;3.625975;0.657381;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;2.220446e-16;4.637221e-17;0;0;0;0;2.283804e-16;-1.173581e-16;1.728692e-16;45;0;2.304923e-16;2.030137e-16;-1.110223e-16;4.909851e-17;4.364591e-17;2.220446e-16;-5.452594e-18;0.657381;1.110223e-16;-1.110223e-16;0
1.442328;3.625975;0.56982;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;3.793078e-17;0;0;0;0;2.283453e-16;-6.300736e-18;1.17323e-16;45;0;1.564307e-16;1.543733e-16;2.220446e-16;4.182624e-17;3.403531e-17;0;-7.790928e-18;0.56982;2.220446e-16;-2.220446e-16;0
-0.303971;3.558809;0.523088;8.39567e-13;0;0;8.39567e-13;4.440892e-16;2.220446e-16;-6.386542e-17;0;0;0;0;4.611479e-16;2.049859e-16;1.28081e-16;45;0;1.707747e-16;2.667898e-16;4.440892e-16;-9.676949e-17;-3.096134e-17;2.220446e-16;6.580815e-17;0.523088;6.661338e-16;-6.661338e-16;0
-0.236806;3.558809;0.604922;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;2.220446e-16;2.899265e-18;0;0;0;0;2.220635e-16;-2.220635e-16;2.220635e-16;45;0;2.960847e-16;2.564169e-16;-2.220446e-16;5.79853e-18;0;2.220446e-16;-5.79853e-18;0.604922;0;0;0
-0.169641;3.558809;0.679763;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;0;8.951558e-18;0;0;0;0;3.602906e-19;-2.224049e-16;1.113826e-16;45;0;1.485101e-16;1.483902e-16;-2.220446e-16;1.790312e-17;0;0;-1.790312e-17;0.679763;-2.220446e-16;2.220446e-16;0
-0.102475;3.558809;0.728369;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;2.220446e-16;-2.193447e-17;0;0;0;0;2.234829e-16;-1.124606e-16;1.679718e-16;45;0;2.239623e-16;1.974561e-16;-1.110223e-16;-4.386893e-17;0;2.220446e-16;4.386893e-17;0.728369;1.110223e-16;-1.110223e-16;0
-0.03531;3.558809;0.773317;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;-3.138602e-17;0;0;0;0;2.263958e-16;-4.35115e-18;1.153735e-16;45;0;1.538313e-16;1.524016e-16;2.220446e-16;-2.332466e-17;-3.944737e-17;0;-1.612271e-17;0.773317;2.220446e-16;-2.220446e-16;0
0.031855;3.558809;0.816799;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;5.453176e-18;0;0;0;0;2.221784e-16;-1.338434e-19;1.111561e-16;45;0;1.482082e-16;1.481636e-16;0;-1.538828e-17;2.629463e-17;2.220446e-16;4.168292e-17;0.816799;2.220446e-16;-2.220446e-16;0
0.099021;3.558809;0.865825;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;2.220446e-16;1.978234e-18;0;0;0;0;2.220564e-16;-1.110341e-16;1.665452e-16;45;0;2.220603e-16;1.958383e-16;-1.110223e-16;-5.177287e-18;9.133755e-18;2.220446e-16;1.431104e-17;0.865825;1.110223e-16;-1.110223e-16;0
0.166186;3.558809;0.904634;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;2.457873e-17;0;0;0;0;2.466233e-16;1.974659e-16;2.457873e-17;45;0;3.277164e-17;1.507259e-16;2.220446e-16;2.982974e-17;1.932772e-17;2.220446e-16;-1.050202e-17;0.904634;4.440892e-16;-4.440892e-16;0
0.233352;3.558809;0.927508;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-2.220446e-16;-4.772183e-17;0;0;0;0;2.271149e-16;-2.271149e-16;2.271149e-16;45;0;3.028199e-16;2.622497e-16;2.220446e-16;-1.212415e-17;-8.331952e-17;-2.220446e-16;-7.119538e-17;0.927508;0;0;0
0.300517;3.558809;0.912317;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;-3.278213e-17;0;0;0;0;2.267834e-16;-4.738742e-18;1.15761e-16;45;0;1.543481e-16;1.52793e-16;2.220446e-16;-4.539506e-17;-2.016919e-17;0;2.522587e-17;0.912317;2.220446e-16;-2.220446e-16;0
0.367682;3.558809;0.968371;8.39567e-13;0;0;8.39567e-13;0;0;-6.962186e-18;0;0;0;0;6.962186e-18;-6.962186e-18;6.962186e-18;45;0;9.282914e-18;8.039239e-18;0;-1.392437e-17;0;0;1.392437e-17;0.968371;0;0;0
0.434848;3.558809;1.011847;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;1.298933e-16;0;0;0;0;2.818972e-16;-5.985258e-17;1.708749e-16;45;0;2.278332e-16;2.107348e-16;0;1.320825e-16;1.277042e-16;2.220446e-16;-4.37832e-18;1.011847;2.220446e-16;-2.220446e-16;0
0.502013;3.558809;1.000822;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-3.330669e-16;-1.182725e-18;0;0;0;0;2.220471e-16;-3.330694e-16;2.775583e-16;45;0;3.700777e-16;3.226262e-16;2.220446e-16;-2.176948e-17;1.940403e-17;-3.330669e-16;4.117352e-17;1.000822;-1.110223e-16;1.110223e-16;0
0.569178;3.558809;1.004976;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;-4.571174e-17;0;0;0;0;2.677564e-16;1.763329e-16;4.571174e-17;45;0;6.094899e-17;1.571588e-16;2.220446e-16;-3.591962e-17;-5.550386e-17;2.220446e-16;-1.958424e-17;1.004976;4.440892e-16;-4.440892e-16;0
0.636344;3.558809;0.990801;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;-8.484205e-18;0;0;0;0;2.305288e-16;2.135604e-16;8.484205e-18;45;0;1.131227e-17;1.483536e-16;2.220446e-16;-2.195197e-17;4.983561e-18;2.220446e-16;2.693553e-17;0.990801;4.440892e-16;-4.440892e-16;0
0.703509;3.558809;0.975628;8.39567e-13;0;0;8.39567e-13;0;-1.110223e-16;-4.42007e-17;0;0;0;0;1.544792e-17;-1.264702e-16;7.095907e-17;45;0;9.461209e-17;8.990627e-17;0;-4.813159e-17;-4.026981e-17;-1.110223e-16;7.861785e-18;0.975628;-1.110223e-16;1.110223e-16;0
0.770674;3.558809;0.955723;8.39567e-13;0;0;8.39567e-13;0;0;-1.108833e-17;0;0;0;0;1.108833e-17;-1.108833e-17;1.108833e-17;45;0;1.478444e-17;1.28037e-17;0;-2.923422e-18;-1.925324e-17;0;-1.632981e-17;0.955723;0;0;0
0.83784;3.558809;0.957617;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;2.856921e-17;0;0;0;0;2.256615e-16;-3.616921e-18;1.146392e-16;45;0;1.528523e-16;1.51661e-16;2.220446e-16;1.8888e-17;3.825043e-17;0;1.936242e-17;0.957617;2.220446e-16;-2.220446e-16;0
0.905005;3.558809;0.941267;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;-4.366272e-18;0;0;0;0;2.221304e-16;-8.582495e-20;1.111081e-16;45;0;1.481442e-16;1.481156e-16;0;-3.089696e-17;2.216441e-17;2.220446e-16;5.306137e-17;0.941267;2.220446e-16;-2.220446e-16;0
0.97217;3.558809;0.915832;8.39567e-13;0;0;8.39567e-13;0;0;-9.401561e-18;0;0;0;0;9.401561e-18;-9.401561e-18;9.401561e-18;45;0;1.253541e-17;1.085599e-17;0;-1.880312e-17;0;0;1.880312e-17;0.915832;0;0;0
1.039336;3.558809;0.905874;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;-1.219872e-17;0;0;0;0;2.227128e-16;-6.681645e-19;1.116905e-16;45;0;1.489206e-16;1.486984e-16;0;-1.4496e-17;-9.901443e-18;2.220446e-16;4.594554e-18;0.905874;2.220446e-16;-2.220446e-16;0
1.106501;3.558809;0.874602;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;2.504665e-17;0;0;0;0;2.248348e-16;-2.790203e-18;1.138125e-16;45;0;1.5175e-16;1.508285e-16;0;5.452519e-17;-4.431883e-18;2.220446e-16;-5.895707e-17;0.874602;2.220446e-16;-2.220446e-16;0
1.173667;3.558809;0.830555;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;1.68186e-17;0;0;0;0;2.233113e-16;-1.266687e-18;1.12289e-16;45;0;1.497187e-16;1.492982e-16;0;2.95404e-17;4.096808e-18;2.220446e-16;-2.544359e-17;0.830555;2.220446e-16;-2.220446e-16;0
1.240832;3.558809;0.771003;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;-4.921782e-17;0;0;0;0;2.324651e-16;-1.042046e-17;1.214428e-16;45;0;1.619237e-16;1.585644e-16;0;-8.306464e-17;-1.537099e-17;2.220446e-16;6.769364e-17;0.771003;2.220446e-16;-2.220446e-16;0
1.307997;3.558809;0.705415;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;-1.110223e-16;4.776641e-19;0;0;0;0;-1.105446e-16;-1.115e-16;4.776641e-19;45;0;6.368855e-19;7.401692e-17;-1.110223e-16;2.272472e-17;-2.176939e-17;-1.110223e-16;-4.44941e-17;0.705415;-2.220446e-16;2.220446e-16;0
1.375163;3.558809;0.641213;8.39567e-13;0;0;8.39567e-13;0;0;-1.454247e-17;0;0;0;0;1.454247e-17;-1.454247e-17;1.454247e-17;45;0;1.938996e-17;1.67922e-17;0;-4.073671e-17;1.165177e-17;0;5.238848e-17;0.641213;0;0;0
1.442328;3.558809;0.506703;8.39567e-13;0;0;8.39567e-13;0;-2.220446e-16;6.307534e-18;0;0;0;0;1.790313e-19;-2.222236e-16;1.112013e-16;45;0;1.482684e-16;1.482088e-16;0;1.261507e-17;0;-2.220446e-16;-1.261507e-17;0.506703;-2.220446e-16;2.220446e-16;0
-0.371137;3.491644;0.397403;8.39567e-13;0;0;8.39567e-13;4.440892e-16;-1.110223e-16;-8.917632e-17;0;0;0;0;4.580632e-16;-1.249963e-16;2.915298e-16;45;0;3.887064e-16;3.54465e-16;4.440892e-16;-1.966042e-16;1.825158e-17;-1.110223e-16;2.148558e-16;0.397403;3.330669e-16;-3.330669e-16;0
-0.303971;3.491644;0.508382;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;2.61466e-17;0;0;0;0;2.250819e-16;-3.037314e-18;1.140596e-16;45;0;1.520795e-16;1.510772e-16;0;5.229319e-17;0;2.220446e-16;-5.229319e-17;0.508382;2.220446e-16;-2.220446e-16;0
-0.236806;3.491644;0.590713;8.39567e-13;0;0;8.39567e-13;0;0;8.013666e-19;0;0;0;0;8.013666e-19;-8.013666e-19;8.013666e-19;45;0;1.068489e-18;9.253384e-19;0;1.487692e-17;-1.327419e-17;0;-2.815111e-17;0.590713;0;0;0
-0.169641;3.491644;0.670561;8.39567e-13;0;0;8.39567e-13;0;0;-7.751148e-19;0;0;0;0;7.751148e-19;-7.751148e-19;7.751148e-19;45;0;1.033486e-18;8.950254e-19;0;1.967305e-17;-2.122328e-17;0;-4.089634e-17;0.670561;0;0;0
-0.102475;3.491644;0.733758;8.39567e-13;0;0;8.39567e-13;0;0;-3.988451e-17;0;0;0;0;3.988451e-17;-3.988451e-17;3.988451e-17;45;0;5.317934e-17;4.605466e-17;0;-7.402822e-17;-5.740795e-18;0;6.828742e-17;0.733758;0;0;0
-0.03531;3.491644;0.796774;8.39567e-13;0;0;8.39567e-13;0;-1.110223e-16;-1.744991e-17;0;0;0;0;2.678085e-18;-1.137004e-16;5.818924e-17;45;0;7.758565e-17;7.670853e-17;0;-1.482701e-17;-2.007281e-17;-1.110223e-16;-5.245802e-18;0.796774;-1.110223e-16;1.110223e-16;0
0.031855;3.491644;0.845811;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;5.366285e-19;0;0;0;0;2.220459e-16;-1.296894e-21;1.110236e-16;45;0;1.480315e-16;1.48031e-16;2.220446e-16;-6.152041e-17;6.259366e-17;0;1.241141e-16;0.845811;2.220446e-16;-2.220446e-16;0
0.099021;3.491644;0.861346;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;-1.12004e-17;0;0;0;0;2.226081e-16;-5.635416e-19;1.115858e-16;45;0;1.487811e-16;1.485936e-16;2.220446e-16;-4.485897e-17;2.245817e-17;0;6.731714e-17;0.861346;2.220446e-16;-2.220446e-16;0
0.166186;3.491644;0.865506;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;4.495636e-18;0;0;0;0;2.221356e-16;-9.09838e-20;1.111133e-16;45;0;1.481511e-16;1.481207e-16;2.220446e-16;1.851038e-17;-9.519109e-18;0;-2.802949e-17;0.865506;2.220446e-16;-2.220446e-16;0
0.233352;3.491644;0.906065;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-1.110223e-16;1.010966e-17;0;0;0;0;2.223512e-16;-1.113289e-16;1.6684e-16;45;0;2.224534e-16;1.961726e-16;2.220446e-16;6.994961e-18;1.322437e-17;-1.110223e-16;6.229405e-18;0.906065;1.110223e-16;-1.110223e-16;0
0.300517;3.491644;0.964604;8.39567e-13;0;0;8.39567e-13;0;0;3.782501e-17;0;0;0;0;3.782501e-17;-3.782501e-17;3.782501e-17;45;0;5.043335e-17;4.367656e-17;0;3.759626e-17;3.805376e-17;0;4.575011e-19;0.964604;0;0;0
0.367682;3.491644;0.964588;8.39567e-13;0;0;8.39567e-13;-3.330669e-16;2.220446e-16;4.046299e-18;0;0;0;0;2.220741e-16;-3.330964e-16;2.775852e-16;45;0;3.701137e-16;3.226572e-16;-3.330669e-16;1.565392e-17;-7.561323e-18;2.220446e-16;-2.321524e-17;0.964588;-1.110223e-16;1.110223e-16;0
0.434848;3.491644;0.968053;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;0;5.031078e-18;0;0;0;0;2.275217e-19;-1.112498e-16;5.573867e-17;45;0;7.431823e-17;7.42425e-17;-1.110223e-16;2.948788e-17;-1.942572e-17;0;-4.89136e-17;0.968053;-1.110223e-16;1.110223e-16;0
0.502013;3.491644;1.018111;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;2.220446e-16;2.146632e-17;0;0;0;0;2.234224e-16;-1.124001e-16;1.679113e-16;45;0;2.238817e-16;1.973875e-16;-1.110223e-16;1.742503e-17;2.550762e-17;2.220446e-16;8.08259e-18;1.018111;1.110223e-16;-1.110223e-16;0
0.569178;3.491644;1.018117;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;4.640522e-19;0;0;0;0;2.225086e-16;2.215805e-16;4.640522e-19;45;0;6.187363e-19;1.480307e-16;2.220446e-16;1.081986e-17;-9.891754e-18;2.220446e-16;-2.071161e-17;1.018117;4.440892e-16;-4.440892e-16;0
0.636344;3.491644;0.97341;8.39567e-13;0;0;8.39567e-13;-3.330669e-16;2.220446e-16;-2.655927e-17;0;0;0;0;2.233124e-16;-3.343347e-16;2.788236e-16;45;0;3.717648e-16;3.240777e-16;-3.330669e-16;-5.311853e-17;0;2.220446e-16;5.311853e-17;0.97341;-1.110223e-16;1.110223e-16;0
0.703509;3.491644;0.949463;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;0;6.449327e-17;0;0;0;0;2.958215e-17;-1.406045e-16;8.50933e-17;45;0;1.134577e-16;1.049954e-16;-1.110223e-16;4.695305e-17;8.203349e-17;0;3.508044e-17;0.949463;-1.110223e-16;1.110223e-16;0
0.770674;3.491644;0.961554;8.39567e-13;0;0;8.39567e-13;0;-1.110223e-16;4.283743e-17;0;0;0;0;1.460684e-17;-1.256291e-16;7.0118e-17;45;0;9.349066e-17;8.902206e-17;0;2.696885e-17;5.870601e-17;-1.110223e-16;3.173716e-17;0.961554;-1.110223e-16;1.110223e-16;0
0.83784;3.491644;0.945228;8.39567e-13;0;0;8.39567e-13;0;0;5.526505e-18;0;0;0;0;5.526505e-18;-5.526505e-18;5.526505e-18;45;0;7.368674e-18;6.381459e-18;0;2.124018e-17;-1.018717e-17;0;-3.142736e-17;0.945228;0;0;0
0.905005;3.491644;0.926259;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;-1.110223e-16;5.344417e-18;0;0;0;0;-1.056779e-16;-1.163667e-16;5.344417e-18;45;0;7.125889e-18;7.427169e-17;-1.110223e-16;-4.602664e-18;1.52915e-17;-1.110223e-16;1.989416e-17;0.926259;-2.220446e-16;2.220446e-16;0
0.97217;3.491644;0.919745;8.39567e-13;0;0;8.39567e-13;0;0;2.407951e-17;0;0;0;0;2.407951e-17;-2.407951e-17;2.407951e-17;45;0;3.210602e-17;2.780462e-17;0;3.526854e-17;1.289048e-17;0;-2.237805e-17;0.919745;0;0;0
1.039336;3.491644;0.9312;8.39567e-13;0;0;8.39567e-13;0;0;5.160671e-18;0;0;0;0;5.160671e-18;-5.160671e-18;5.160671e-18;45;0;6.880894e-18;5.959029e-18;0;2.945457e-17;-1.913323e-17;0;-4.858781e-17;0.9312;0;0;0
1.106501;3.491644;0.885514;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-3.330669e-16;1.734925e-17;0;0;0;0;2.225863e-16;-3.336086e-16;2.780975e-16;45;0;3.707966e-16;3.232447e-16;2.220446e-16;8.384667e-18;2.631383e-17;-3.330669e-16;1.792917e-17;0.885514;-1.110223e-16;1.110223e-16;0
1.173667;3.491644;0.816886;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;1.893134e-17;0;0;0;0;2.236471e-16;-1.602505e-18;1.126248e-16;45;0;1.501664e-16;1.496351e-16;0;-1.402908e-17;5.189177e-17;2.220446e-16;6.592085e-17;0.816886;2.220446e-16;-2.220446e-16;0
1.240832;3.491644;0.768343;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;0;1.467248e-17;0;0;0;0;1.906352e-18;-1.129287e-16;5.74175e-17;45;0;7.655667e-17;7.59292e-17;-1.110223e-16;2.150203e-17;7.842937e-18;0;-1.365909e-17;0.768343;-1.110223e-16;1.110223e-16;0
1.307997;3.491644;0.714153;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;3.817045e-17;0;0;0;0;2.602151e-16;1.838742e-16;3.817045e-17;45;0;5.089393e-17;1.544521e-16;2.220446e-16;6.28457e-17;1.349521e-17;2.220446e-16;-4.935049e-17;0.714153;4.440892e-16;-4.440892e-16;0
1.375163;3.491644;0.614209;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;-2.571758e-18;0;0;0;0;2.220744e-16;-2.978253e-20;1.110521e-16;45;0;1.480694e-16;1.480595e-16;0;-3.431232e-17;2.91688e-17;2.220446e-16;6.348112e-17;0.614209;2.220446e-16;-2.220446e-16;0
1.442328;3.491644;0.510513;8.39567e-13;0;0;8.39567e-13;0;0;2.27753e-18;0;0;0;0;2.27753e-18;-2.27753e-18;2.27753e-18;45;0;3.036707e-18;2.629865e-18;0;6.990009e-17;-6.534503e-17;0;-1.352451e-16;0.510513;0;0;0
-0.371137;3.424478;0.406043;8.39567e-13;0;0;8.39567e-13;0;0;6.711328e-17;0;0;0;0;6.711328e-17;-6.711328e-17;6.711328e-17;45;0;8.948437e-17;7.749574e-17;0;9.089885e-17;4.33277e-17;0;-4.757115e-17;0.406043;0;0;0
