x [mm];y [mm];z [mm];X-displacement [mm];Y-displacement [mm];Z-displacement [mm];Displacement [mm];Exx [S];Eyy [S];Exy [S];Poisson's ratio -strain min/max;Poisson's ratio -Exx/Eyy;Poisson's ratio -Eyy/Exx;Poisson's ratio -strain max/min;Maximum principal strain [S];Minimum principal strain [S];Maximum shear strain [S];Maximum shear angle [°];Maximum strain angle [°];Tresca strain [S];Von Mises strain [S];du/dx [S];du/dy [S];dv/dx [S];dv/dy [S];Vorticity-z [S];Height [mm];du/dx+dv/dy [S];Div-xy [S];Stereo reconstruction error [pixel]
1.240832;-0.739774;0.70377;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-1.110223e-16;1.296505e-17;0;0;0;0;2.225485e-16;-1.115262e-16;1.670374e-16;45;0;2.227165e-16;1.963964e-16;2.220446e-16;6.515455e-18;1.941465e-17;-1.110223e-16;1.289919e-17;0.70377;1.110223e-16;-1.110223e-16;0
1.307997;-0.739774;0.640954;8.39567e-13;0;0;8.39567e-13;0;0;-8.000781e-18;0;0;0;0;8.000781e-18;-8.000781e-18;8.000781e-18;45;0;1.066771e-17;9.238506e-18;0;-8.637229e-18;-7.364334e-18;0;1.272896e-18;0.640954;0;0;0
1.375163;-0.739774;0.570081;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;-1.110223e-16;1.324521e-17;0;0;0;0;-1.09464e-16;-2.236029e-16;5.706946e-17;45;0;7.609262e-17;1.291066e-16;-2.220446e-16;1.297626e-17;1.351416e-17;-1.110223e-16;5.37901e-19;0.570081;-3.330669e-16;3.330669e-16;0
1.442328;-0.739774;0.489528;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;0;-1.190786e-17;0;0;0;0;6.367716e-19;-2.226814e-16;1.116591e-16;45;0;1.488788e-16;1.48667e-16;-2.220446e-16;-1.739345e-18;-2.207638e-17;0;-2.033704e-17;0.489528;-2.220446e-16;2.220446e-16;0
1.509493;-0.739774;0.371708;8.39567e-13;0;0;8.39567e-13;0;0;2.999626e-17;0;0;0;0;2.999626e-17;-2.999626e-17;2.999626e-17;45;0;3.999501e-17;3.46367e-17;0;2.906266e-17;3.092985e-17;0;1.867193e-18;0.371708;0;0;0
-0.371137;-0.806939;0.284415;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-2.220446e-16;-2.733328e-17;0;0;0;0;2.237206e-16;-2.237206e-16;2.237206e-16;45;0;2.982942e-16;2.583303e-16;2.220446e-16;-8.786596e-17;3.319941e-17;-2.220446e-16;1.210654e-16;0.284415;0;0;0
-0.303971;-0.806939;0.380441;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;0;5.148266e-17;0;0;0;0;1.135586e-17;-2.334005e-16;1.223782e-16;45;0;1.631709e-16;1.595204e-16;-2.220446e-16;7.945133e-17;2.351399e-17;0;-5.593734e-17;0.380441;-2.220446e-16;2.220446e-16;0
-0.236806;-0.806939;0.485229;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-3.330669e-16;-5.430623e-18;0;0;0;0;2.220977e-16;-3.3312e-16;2.776089e-16;45;0;3.701452e-16;3.226843e-16;2.220446e-16;2.138657e-17;-3.224782e-17;-3.330669e-16;-5.363439e-17;0.485229;-1.110223e-16;1.110223e-16;0
-0.169641;-0.806939;0.554043;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;4.526619e-17;0;0;0;0;2.673108e-16;1.767784e-16;4.526619e-17;45;0;6.035492e-17;1.569868e-16;2.220446e-16;8.019934e-17;1.033304e-17;2.220446e-16;-6.98663e-17;0.554043;4.440892e-16;-4.440892e-16;0
-0.102475;-0.806939;0.615366;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;7.275254e-18;0;0;0;0;2.222827e-16;-2.381171e-19;1.112604e-16;45;0;1.483472e-16;1.482679e-16;0;-3.17783e-20;1.458229e-17;2.220446e-16;1.461406e-17;0.615366;2.220446e-16;-2.220446e-16;0
-0.03531;-0.806939;0.680925;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-1.110223e-16;3.005483e-17;0;0;0;0;2.247349e-16;-1.137126e-16;1.692238e-16;45;0;2.256317e-16;1.988763e-16;2.220446e-16;3.65932e-17;2.351646e-17;-1.110223e-16;-1.307674e-17;0.680925;1.110223e-16;-1.110223e-16;0
0.031855;-0.806939;0.748532;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;-1.488159e-17;0;0;0;0;2.369262e-16;2.07163e-16;1.488159e-17;45;0;1.984213e-17;1.490238e-16;2.220446e-16;-1.202907e-17;-1.773412e-17;2.220446e-16;-5.705045e-18;0.748532;4.440892e-16;-4.440892e-16;0
0.099021;-0.806939;0.763004;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;-1.110223e-16;5.754967e-17;0;0;0;0;-5.347263e-17;-1.68572e-16;5.754967e-17;45;0;7.67329e-17;9.946936e-17;-1.110223e-16;7.913141e-17;3.596794e-17;-1.110223e-16;-4.316346e-17;0.763004;-2.220446e-16;2.220446e-16;0
0.166186;-0.806939;0.81279;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;-2.846044e-18;0;0;0;0;2.248907e-16;2.191986e-16;2.846044e-18;45;0;3.794726e-18;1.480662e-16;2.220446e-16;-3.540395e-18;-2.151693e-18;2.220446e-16;1.388703e-18;0.81279;4.440892e-16;-4.440892e-16;0
0.233352;-0.806939;0.846221;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;-5.597222e-18;0;0;0;0;2.221856e-16;-1.410033e-19;1.111633e-16;45;0;1.482177e-16;1.481708e-16;0;-3.077245e-18;-8.117199e-18;2.220446e-16;-5.039954e-18;0.846221;2.220446e-16;-2.220446e-16;0
0.300517;-0.806939;0.844518;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;-1.325444e-17;0;0;0;0;2.22833e-16;-7.883937e-19;1.118107e-16;45;0;1.490809e-16;1.488188e-16;2.220446e-16;-1.495279e-17;-1.155608e-17;0;3.396712e-18;0.844518;2.220446e-16;-2.220446e-16;0
0.367682;-0.806939;0.855403;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;-1.718431e-18;0;0;0;0;2.23763e-16;2.203262e-16;1.718431e-18;45;0;2.291241e-18;1.48043e-16;2.220446e-16;4.140175e-17;-4.483861e-17;2.220446e-16;-8.624036e-17;0.855403;4.440892e-16;-4.440892e-16;0
0.434848;-0.806939;0.928487;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-1.110223e-16;2.644172e-17;0;0;0;0;2.241307e-16;-1.131084e-16;1.686196e-16;45;0;2.248261e-16;1.981909e-16;2.220446e-16;-9.481986e-18;6.236543e-17;-1.110223e-16;7.184743e-17;0.928487;1.110223e-16;-1.110223e-16;0
0.502013;-0.806939;0.900763;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;-1.503695e-17;0;0;0;0;2.230583e-16;-1.013681e-18;1.12036e-16;45;0;1.493813e-16;1.490446e-16;0;6.750034e-18;-3.682393e-17;2.220446e-16;-4.357397e-17;0.900763;2.220446e-16;-2.220446e-16;0
0.569178;-0.806939;0.911901;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;0;1.108077e-18;0;0;0;0;1.105826e-20;-1.110334e-16;5.552221e-17;45;0;7.402961e-17;7.402593e-17;-1.110223e-16;4.780319e-18;-2.564165e-18;0;-7.344485e-18;0.911901;-1.110223e-16;1.110223e-16;0
0.636344;-0.806939;0.917605;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;-3.181107e-18;0;0;0;0;2.220902e-16;-4.556455e-20;1.110679e-16;45;0;1.480905e-16;1.480753e-16;0;-2.228694e-17;1.592473e-17;2.220446e-16;3.821167e-17;0.917605;2.220446e-16;-2.220446e-16;0
0.703509;-0.806939;0.914641;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-1.110223e-16;1.329285e-17;0;0;0;0;2.225743e-16;-1.11552e-16;1.670631e-16;45;0;2.227508e-16;1.964256e-16;2.220446e-16;6.725421e-18;1.986027e-17;-1.110223e-16;1.313485e-17;0.914641;1.110223e-16;-1.110223e-16;0
0.770674;-0.806939;0.908791;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;0;3.238519e-17;0;0;0;0;8.756168e-18;-1.197785e-16;6.426732e-17;45;0;8.568976e-17;8.292527e-17;-1.110223e-16;2.690685e-17;3.786352e-17;0;1.095667e-17;0.908791;-1.110223e-16;1.110223e-16;0
0.83784;-0.806939;0.897835;8.39567e-13;0;0;8.39567e-13;-3.330669e-16;0;-3.278707e-17;0;0;0;0;3.196872e-18;-3.362638e-16;1.697303e-16;45;0;2.263071e-16;2.25249e-16;-3.330669e-16;-6.062342e-17;-4.950725e-18;0;5.567269e-17;0.897835;-3.330669e-16;3.330669e-16;0
0.905005;-0.806939;0.881475;8.39567e-13;0;0;8.39567e-13;0;0;-6.05731e-18;0;0;0;0;6.05731e-18;-6.05731e-18;6.05731e-18;45;0;8.076414e-18;6.99438e-18;0;-2.736472e-17;1.52501e-17;0;4.261482e-17;0.881475;0;0;0
0.97217;-0.806939;0.872164;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;-4.705811e-19;0;0;0;0;2.220456e-16;-9.973022e-22;1.110233e-16;45;0;1.480311e-16;1.480307e-16;2.220446e-16;-2.55739e-17;2.463274e-17;0;5.020663e-17;0.872164;2.220446e-16;-2.220446e-16;0
1.039336;-0.806939;0.833535;8.39567e-13;0;0;8.39567e-13;0;-1.110223e-16;-1.477421e-17;0;0;0;0;1.932432e-18;-1.129547e-16;5.744358e-17;45;0;7.659145e-17;7.59555e-17;0;-2.954842e-17;0;-1.110223e-16;2.954842e-17;0.833535;-1.110223e-16;1.110223e-16;0
1.106501;-0.806939;0.825199;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;7.023381e-17;0;0;0;0;2.922784e-16;1.518108e-16;7.023381e-17;45;0;9.364507e-17;1.687894e-16;2.220446e-16;8.790147e-17;5.256614e-17;2.220446e-16;-3.533533e-17;0.825199;4.440892e-16;-4.440892e-16;0
1.173667;-0.806939;0.764509;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;2.75341e-17;0;0;0;0;2.25408e-16;-3.363355e-18;1.143857e-16;45;0;1.525142e-16;1.514055e-16;2.220446e-16;6.975357e-18;4.809285e-17;0;4.111749e-17;0.764509;2.220446e-16;-2.220446e-16;0
1.240832;-0.806939;0.708029;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-3.330669e-16;2.023734e-18;0;0;0;0;2.22052e-16;-3.330743e-16;2.775631e-16;45;0;3.700842e-16;3.226318e-16;2.220446e-16;-1.83793e-17;2.242677e-17;-3.330669e-16;4.080606e-17;0.708029;-1.110223e-16;1.110223e-16;0
1.307997;-0.806939;0.629227;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;2.220446e-16;-1.809979e-17;0;0;0;0;2.230253e-16;-1.12003e-16;1.675142e-16;45;0;2.233522e-16;1.969371e-16;-1.110223e-16;-2.396538e-17;-1.223419e-17;2.220446e-16;1.173119e-17;0.629227;1.110223e-16;-1.110223e-16;0
1.375163;-0.806939;0.563725;8.39567e-13;0;0;8.39567e-13;0;-1.110223e-16;-5.988555e-17;0;0;0;0;2.614524e-17;-1.371675e-16;8.165639e-17;45;0;1.088752e-16;1.012912e-16;0;-9.557701e-17;-2.419409e-17;-1.110223e-16;7.138292e-17;0.563725;-1.110223e-16;1.110223e-16;0
1.442328;-0.806939;0.484063;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;8.72052e-18;0;0;0;0;2.223866e-16;-3.419608e-19;1.113643e-16;45;0;1.484857e-16;1.483718e-16;0;3.957166e-17;-2.213062e-17;2.220446e-16;-6.170228e-17;0.484063;2.220446e-16;-2.220446e-16;0
1.509493;-0.806939;0.357296;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;-5.042978e-17;0;0;0;0;2.724744e-16;1.716148e-16;5.042978e-17;45;0;6.723971e-17;1.590713e-16;2.220446e-16;-6.733021e-17;-3.352935e-17;2.220446e-16;3.380086e-17;0.357296;4.440892e-16;-4.440892e-16;0
-0.371137;-0.874105;0.248375;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;-2.220446e-16;9.232657e-17;0;0;0;0;-1.29718e-16;-3.143712e-16;9.232657e-17;45;0;1.231021e-16;1.824237e-16;-2.220446e-16;6.917889e-17;1.154743e-16;-2.220446e-16;4.629537e-17;0.248375;-4.440892e-16;4.440892e-16;0
-0.303971;-0.874105;0.354024;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;2.220446e-16;8.609627e-17;0;0;0;0;2.38152e-16;-2.38152e-16;2.38152e-16;45;0;3.17536e-16;2.749942e-16;-2.220446e-16;1.613209e-16;1.087168e-17;2.220446e-16;-1.504492e-16;0.354024;0;0;0
-0.236806;-0.874105;0.467987;8.39567e-13;0;0;8.39567e-13;-5.551115e-16;-1.110223e-16;2.006846e-20;0;0;0;0;-1.110223e-16;-5.551115e-16;2.220446e-16;45;0;2.960595e-16;3.391787e-16;-5.551115e-16;-1.514832e-17;1.518846e-17;-1.110223e-16;3.033678e-17;0.467987;-6.661338e-16;6.661338e-16;0
-0.169641;-0.874105;0.542216;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;-1.110223e-16;-1.691017e-18;0;0;0;0;-1.109966e-16;-2.220704e-16;5.55369e-17;45;0;7.40492e-17;1.282124e-16;-2.220446e-16;-9.273212e-18;5.891178e-18;-1.110223e-16;1.516439e-17;0.542216;-3.330669e-16;3.330669e-16;0
-0.102475;-0.874105;0.628113;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;4.036762e-17;0;0;0;0;2.291557e-16;-7.111081e-18;1.181334e-16;45;0;1.575112e-16;1.551951e-16;0;5.221714e-17;2.85181e-17;2.220446e-16;-2.369904e-17;0.628113;2.220446e-16;-2.220446e-16;0
-0.03531;-0.874105;0.68533;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;-6.208947e-17;0;0;0;0;2.382271e-16;-1.618247e-17;1.272048e-16;45;0;1.696064e-16;1.644778e-16;2.220446e-16;-9.160805e-17;-3.257089e-17;0;5.903716e-17;0.68533;2.220446e-16;-2.220446e-16;0
0.031855;-0.874105;0.712894;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;-3.330669e-16;2.707502e-17;0;0;0;0;-1.077686e-16;-3.363206e-16;1.14276e-16;45;0;1.52368e-16;1.983049e-16;-1.110223e-16;2.702424e-17;2.71258e-17;-3.330669e-16;1.015608e-19;0.712894;-4.440892e-16;4.440892e-16;0
0.099021;-0.874105;0.748411;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;-2.215311e-17;0;0;0;0;2.242332e-16;-2.188615e-18;1.132109e-16;45;0;1.509479e-16;1.502237e-16;2.220446e-16;-2.951882e-17;-1.47874e-17;0;1.473142e-17;0.748411;2.220446e-16;-2.220446e-16;0
0.166186;-0.874105;0.808278;8.39567e-13;0;0;8.39567e-13;0;0;1.869484e-17;0;0;0;0;1.869484e-17;-1.869484e-17;1.869484e-17;45;0;2.492646e-17;2.158695e-17;0;1.489742e-17;2.249227e-17;0;7.594841e-18;0.808278;0;0;0
0.233352;-0.874105;0.848744;8.39567e-13;0;0;8.39567e-13;-3.330669e-16;0;-2.503829e-17;0;0;0;0;1.871734e-18;-3.349386e-16;1.684052e-16;45;0;2.245403e-16;2.23919e-16;-3.330669e-16;8.829532e-18;-5.890611e-17;0;-6.773564e-17;0.848744;-3.330669e-16;3.330669e-16;0
0.300517;-0.874105;0.842215;8.39567e-13;0;0;8.39567e-13;0;0;-1.375061e-17;0;0;0;0;1.375061e-17;-1.375061e-17;1.375061e-17;45;0;1.833415e-17;1.587784e-17;0;-8.944455e-18;-1.855677e-17;0;-9.612318e-18;0.842215;0;0;0
0.367682;-0.874105;0.861198;8.39567e-13;0;0;8.39567e-13;-3.330669e-16;2.220446e-16;2.328985e-17;0;0;0;0;2.2302e-16;-3.340423e-16;2.785312e-16;45;0;3.713749e-16;3.237422e-16;-3.330669e-16;9.259634e-18;3.732006e-17;2.220446e-16;2.806043e-17;0.861198;-1.110223e-16;1.110223e-16;0
0.434848;-0.874105;0.896539;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;2.220446e-16;-1.318951e-17;0;0;0;0;2.225661e-16;-1.115438e-16;1.670549e-16;45;0;2.227399e-16;1.964163e-16;-1.110223e-16;-4.970188e-18;-2.140883e-17;2.220446e-16;-1.643864e-17;0.896539;1.110223e-16;-1.110223e-16;0
0.502013;-0.874105;0.91354;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;2.114725e-17;0;0;0;0;2.240407e-16;-1.996094e-18;1.130184e-16;45;0;1.506912e-16;1.500303e-16;0;4.487006e-17;-2.575562e-18;2.220446e-16;-4.744563e-17;0.91354;2.220446e-16;-2.220446e-16;0
0.569178;-0.874105;0.906745;8.39567e-13;0;0;8.39567e-13;0;0;-2.203952e-17;0;0;0;0;2.203952e-17;-2.203952e-17;2.203952e-17;45;0;2.938602e-17;2.544904e-17;0;-2.859874e-17;-1.54803e-17;0;1.311844e-17;0.906745;0;0;0
0.636344;-0.874105;0.921998;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;0;-1.97424e-17;0;0;0;0;3.406164e-18;-1.144285e-16;5.891732e-17;45;0;7.855642e-17;7.7446e-17;-1.110223e-16;-1.941624e-17;-2.006855e-17;0;-6.523204e-19;0.921998;-1.110223e-16;1.110223e-16;0
0.703509;-0.874105;0.952814;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-1.110223e-16;-5.382537e-18;0;0;0;0;2.221316e-16;-1.111093e-16;1.666204e-16;45;0;2.221605e-16;1.959235e-16;2.220446e-16;5.377164e-18;-1.614224e-17;-1.110223e-16;-2.15194e-17;0.952814;1.110223e-16;-1.110223e-16;0
0.770674;-0.874105;0.926736;8.39567e-13;0;0;8.39567e-13;0;0;-2.622761e-17;0;0;0;0;2.622761e-17;-2.622761e-17;2.622761e-17;45;0;3.497015e-17;3.028504e-17;0;-4.261112e-17;-9.844108e-18;0;3.276701e-17;0.926736;0;0;0
0.83784;-0.874105;0.91063;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;-1.110223e-16;2.116141e-17;0;0;0;0;-8.98609e-17;-1.321837e-16;2.116141e-17;45;0;2.821521e-17;7.794404e-17;-1.110223e-16;7.213882e-18;3.510893e-17;-1.110223e-16;2.789505e-17;0.91063;-2.220446e-16;2.220446e-16;0
0.905005;-0.874105;0.892594;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;0;-1.000248e-17;0;0;0;0;8.939692e-19;-1.119163e-16;5.640512e-17;45;0;7.520682e-17;7.491061e-17;-1.110223e-16;-2.239067e-18;-1.77659e-17;0;-1.552684e-17;0.892594;-1.110223e-16;1.110223e-16;0
0.97217;-0.874105;0.89052;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;1.444357e-17;0;0;0;0;2.364882e-16;2.07601e-16;1.444357e-17;45;0;1.925809e-17;1.489663e-16;2.220446e-16;4.729525e-17;-1.840811e-17;2.220446e-16;-6.570336e-17;0.89052;4.440892e-16;-4.440892e-16;0
1.039336;-0.874105;0.817695;8.39567e-13;0;0;8.39567e-13;0;-1.110223e-16;-6.483101e-17;0;0;0;0;2.983841e-17;-1.408607e-16;8.534956e-17;45;0;1.137994e-16;1.052724e-16;0;-4.202524e-17;-8.763678e-17;-1.110223e-16;-4.561154e-17;0.817695;-1.110223e-16;1.110223e-16;0
1.106501;-0.874105;0.79395;8.39567e-13;0;0;8.39567e-13;0;0;-1.116118e-17;0;0;0;0;1.116118e-17;-1.116118e-17;1.116118e-17;45;0;1.488158e-17;1.288782e-17;0;5.682016e-18;-2.800438e-17;0;-3.36864e-17;0.79395;0;0;0
1.173667;-0.874105;0.757348;8.39567e-13;0;0;8.39567e-13;2.220446e-16;-1.110223e-16;2.997545e-17;0;0;0;0;2.247208e-16;-1.136985e-16;1.692097e-16;45;0;2.256129e-16;1.988604e-16;2.220446e-16;5.995091e-17;0;-1.110223e-16;-5.995091e-17;0.757348;1.110223e-16;-1.110223e-16;0
1.240832;-0.874105;0.721096;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;-2.929967e-18;0;0;0;0;2.220833e-16;-3.865535e-20;1.11061e-16;45;0;1.480813e-16;1.480684e-16;0;-1.988788e-18;-3.871146e-18;2.220446e-16;-1.882358e-18;0.721096;2.220446e-16;-2.220446e-16;0
1.307997;-0.874105;0.645015;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;0;4.201223e-17;0;0;0;0;7.683127e-18;-2.297277e-16;1.187054e-16;45;0;1.582739e-16;1.55776e-16;-2.220446e-16;7.033284e-17;1.369162e-17;0;-5.664123e-17;0.645015;-2.220446e-16;2.220446e-16;0
1.375163;-0.874105;0.564698;8.39567e-13;0;0;8.39567e-13;0;0;-2.796725e-17;0;0;0;0;2.796725e-17;-2.796725e-17;2.796725e-17;45;0;3.728967e-17;3.22938e-17;0;-4.913662e-17;-6.797884e-18;0;4.233874e-17;0.564698;0;0;0
1.442328;-0.874105;0.489895;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;2.220446e-16;5.654734e-17;0;0;0;0;2.291319e-16;-2.291319e-16;2.291319e-16;45;0;3.055091e-16;2.645787e-16;-2.220446e-16;1.023369e-16;1.075776e-17;2.220446e-16;-9.157916e-17;0.489895;0;0;0
1.509493;-0.874105;0.343754;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;-5.225692e-17;0;0;0;0;2.337282e-16;-1.16836e-17;1.227059e-16;45;0;1.636079e-16;1.598557e-16;0;-7.757549e-17;-2.693835e-17;2.220446e-16;5.063714e-17;0.343754;2.220446e-16;-2.220446e-16;0
-0.371137;-0.94127;0.256273;8.39567e-13;0;0;8.39567e-13;-3.330669e-16;2.220446e-16;1.160127e-17;0;0;0;0;2.22287e-16;-3.333093e-16;2.777981e-16;45;0;3.703975e-16;3.229013e-16;-3.330669e-16;4.660151e-17;-2.339897e-17;2.220446e-16;-7.000048e-17;0.256273;-1.110223e-16;1.110223e-16;0
-0.303971;-0.94127;0.371463;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;-2.961703e-17;0;0;0;0;2.259271e-16;-3.882527e-18;1.149048e-16;45;0;1.532064e-16;1.519288e-16;0;-5.923405e-17;0;2.220446e-16;5.923405e-17;0.371463;2.220446e-16;-2.220446e-16;0
-0.236806;-0.94127;0.467908;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;6.724208e-17;0;0;0;0;2.4082e-16;-1.877542e-17;1.297977e-16;45;0;1.730636e-16;1.67157e-16;2.220446e-16;1.092347e-16;2.524949e-17;0;-8.398518e-17;0.467908;2.220446e-16;-2.220446e-16;0
-0.169641;-0.94127;0.548781;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;0;-3.524054e-17;0;0;0;0;5.458801e-18;-2.275034e-16;1.164811e-16;45;0;1.553081e-16;1.535209e-16;-2.220446e-16;-3.228591e-17;-3.819517e-17;0;-5.909255e-18;0.548781;-2.220446e-16;2.220446e-16;0
-0.102475;-0.94127;0.636142;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;-1.110223e-16;-1.633537e-17;0;0;0;0;-9.468693e-17;-1.273577e-16;1.633537e-17;45;0;2.178049e-17;7.638058e-17;-1.110223e-16;-3.267074e-17;0;-1.110223e-16;3.267074e-17;0.636142;-2.220446e-16;2.220446e-16;0
-0.03531;-0.94127;0.690643;8.39567e-13;0;0;8.39567e-13;-3.330669e-16;-1.110223e-16;1.283389e-17;0;0;0;0;-1.10283e-16;-3.338062e-16;1.117616e-16;45;0;1.490155e-16;1.963849e-16;-3.330669e-16;2.34306e-17;2.237175e-18;-1.110223e-16;-2.119342e-17;0.690643;-4.440892e-16;4.440892e-16;0
0.031855;-0.94127;0.713628;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;1.576841e-17;0;0;0;0;2.231588e-16;-1.114197e-18;1.121365e-16;45;0;1.495153e-16;1.491453e-16;0;1.694338e-17;1.459344e-17;2.220446e-16;-2.349935e-18;0.713628;2.220446e-16;-2.220446e-16;0
0.099021;-0.94127;0.77072;8.39567e-13;0;0;8.39567e-13;-2.220446e-16;-1.110223e-16;-1.086253e-17;0;0;0;0;-1.099695e-16;-2.230974e-16;5.656397e-17;45;0;7.541862e-17;1.288097e-16;-2.220446e-16;-2.571341e-17;3.988361e-18;-1.110223e-16;2.970177e-17;0.77072;-3.330669e-16;3.330669e-16;0
0.166186;-0.94127;0.817223;8.39567e-13;0;0;8.39567e-13;-3.330669e-16;-3.330669e-16;-1.746285e-17;0;0;0;0;-3.156041e-16;-3.505298e-16;1.746285e-17;45;0;2.328379e-17;2.229583e-16;-3.330669e-16;-8.823317e-18;-2.610238e-17;-3.330669e-16;-1.727906e-17;0.817223;-6.661338e-16;6.661338e-16;0
0.233352;-0.94127;0.841152;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;-2.368643e-18;0;0;0;0;2.244133e-16;2.19676e-16;2.368643e-18;45;0;3.158191e-18;1.48055e-16;2.220446e-16;-3.980462e-17;3.506734e-17;2.220446e-16;7.487196e-17;0.841152;4.440892e-16;-4.440892e-16;0
0.300517;-0.94127;0.843589;8.39567e-13;0;0;8.39567e-13;-3.330669e-16;2.220446e-16;1.236766e-17;0;0;0;0;2.2232e-16;-3.333423e-16;2.778312e-16;45;0;3.704415e-16;3.229393e-16;-3.330669e-16;1.468647e-17;1.004885e-17;2.220446e-16;-4.637619e-18;0.843589;-1.110223e-16;1.110223e-16;0
0.367682;-0.94127;0.880093;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;0;2.286003e-18;0;0;0;0;4.704996e-20;-1.110694e-16;5.55582e-17;45;0;7.40776e-17;7.406192e-17;-1.110223e-16;-2.447367e-17;2.904567e-17;0;5.351934e-17;0.880093;-1.110223e-16;1.110223e-16;0
0.434848;-0.94127;0.901307;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;1.090898e-17;0;0;0;0;2.225793e-16;-5.346674e-19;1.11557e-16;45;0;1.487426e-16;1.485647e-16;0;1.24409e-17;9.377061e-18;2.220446e-16;-3.063842e-18;0.901307;2.220446e-16;-2.220446e-16;0
0.502013;-0.94127;0.947195;8.39567e-13;0;0;8.39567e-13;2.220446e-16;2.220446e-16;-8.732263e-18;0;0;0;0;2.307769e-16;2.133123e-16;8.732263e-18;45;0;1.164302e-17;1.483727e-16;2.220446e-16;2.469573e-18;-1.99341e-17;2.220446e-16;-2.240367e-17;0.947195;4.440892e-16;-4.440892e-16;0
0.569178;-0.94127;0.934319;8.39567e-13;0;0;8.39567e-13;0;2.220446e-16;-3.877011e-17;0;0;0;0;2.286194e-16;-6.574776e-18;1.175971e-16;45;0;1.567961e-16;1.546511e-16;0;-4.14318e-17;-3.610842e-17;2.220446e-16;5.323382e-18;0.934319;2.220446e-16;-2.220446e-16;0
0.636344;-0.94127;0.935166;8.39567e-13;0;0;8.39567e-13;-1.110223e-16;0;-2.645618e-18;0;0;0;0;6.300827e-20;-1.110853e-16;5.557416e-17;45;0;7.409888e-17;7.407789e-17;-1.110223e-16;2.01917e-17;-2.548294e-17;0;-4.567464e-17;0.935166;-1.110223e-16;1.110223e-16;0
0.703509;-0.94127;0.963793;8.39567e-13;0;0;8.39567e-13;2.220446e-16;0;-3.80696e-18;0;0;0;0;2.221099e-16;-6.525123e-20;1.110876e-16;45;0;1.481167e-16;1.48095e-16;2.220446e-16;5.926412e-18;-1.354033e-17;0;-1.946674e-17;0.963793;2.220446e-16;-2.220446e-16;0
