Coordinates.Image X [Pixel],Coordinates.Image Y [Pixel],coor.X [mm],coor.Y [mm],coor.Z [mm],disp.Horizontal Displacement U [mm],disp.Vertical Displacement V [mm],disp.Out-Of-Plane: W [mm],disp.Displacement Magnitude [mm],strain.Strain-global frame: Exx [ ],strain.Strain-global frame: Eyy [ ],strain.Strain-global frame: Exy [ ],strain.Maximum Principal Strain: EI [ ],strain.Minimum Principal Strain: EII [ ],strain.Shear Angle Gamma [deg],strain.Von Mises Equivalent Strain [ ],ext.Current Image [#],ext.Time [s],ext.Force [N]
1136,665,-5.61746E-001,-1.10576E+001,-3.25509E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,1685,-1.50883E+000,8.13566E+000,-2.36830E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1271,1745,2.18834E+000,9.27613E+000,-4.13056E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,1430,9.95510E-001,3.33270E+000,3.96652E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,875,6.08527E-001,-7.11399E+000,-7.33751E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1325,-1.00719E+000,1.35181E+000,1.20444E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1355,-7.18844E-001,1.91666E+000,-1.17840E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,725,-1.11612E+000,-9.92977E+000,-1.84273E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1241,1475,1.57066E+000,4.18097E+000,1.79244E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,800,-1.38561E+000,-8.52104E+000,-4.36224E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,770,-2.59564E-001,-9.08621E+000,-9.44764E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1010,-1.06476E+000,-4.57550E+000,-2.91579E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1295,-7.29587E-001,7.87168E-001,4.54605E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1181,1610,4.61449E-001,6.72511E+000,-1.32941E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,755,-5.45220E-001,-9.36745E+000,-1.94101E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1265,-1.29743E+000,2.24304E-001,3.35223E-002,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,860,-2.43093E-001,-7.39510E+000,-8.18844E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1130,1.22261E+000,-2.31812E+000,2.47517E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1115,-4.79473E-001,-2.60107E+000,-7.51569E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1061,725,-1.96355E+000,-9.92830E+000,2.76240E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,1760,-1.49576E+000,9.55027E+000,-6.65264E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1010,-7.81634E-001,-4.57556E+000,-1.14597E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,890,-5.20079E-001,-6.83126E+000,2.92112E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1580,-3.94305E-001,6.15766E+000,-3.89787E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1256,1670,1.89050E+000,7.85990E+000,-3.11442E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1430,1.27904E+000,3.33304E+000,4.54823E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1715,-9.36554E-001,8.70309E+000,-1.59651E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1445,-7.02379E-001,3.61202E+000,-7.63309E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1100,-1.04881E+000,-2.88336E+000,-5.86933E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1181,1205,3.86580E-001,-9.06848E-001,2.18353E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1685,-1.22578E+000,8.13583E+000,-4.86601E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,770,-5.42253E-001,-9.08547E+000,7.63835E-005,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1325,1.25911E+000,1.35346E+000,2.57441E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,1505,-1.53993E+000,4.74318E+000,9.92206E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1181,695,2.92312E-001,-1.04954E+001,-1.29487E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,1625,-1.51974E+000,7.00409E+000,-3.01407E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,800,-1.10268E+000,-8.52158E+000,-2.60650E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,950,-2.26502E-001,-5.70349E+000,2.65908E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,875,8.91708E-001,-7.11465E+000,6.79155E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1010,-4.98731E-001,-4.57588E+000,-1.58400E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,1550,7.33935E-001,5.59392E+000,-8.12595E-005,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,1475,7.19966E-001,4.18004E+000,-1.59829E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1295,-4.46259E-001,7.87348E-001,1.87583E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,725,-8.33096E-001,-9.92986E+000,8.37538E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,1010,-2.15669E-001,-4.57582E+000,-9.79615E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1685,-9.42258E-001,8.13678E+000,-3.63290E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1145,1.22604E+000,-2.03538E+000,7.72061E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,890,-2.37289E-001,-6.83159E+000,1.95568E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,1580,-1.10922E-001,6.15820E+000,-5.28816E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1271,1670,2.17467E+000,7.86084E+000,5.81314E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,695,5.74974E-001,-1.04962E+001,-2.87944E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1130,-4.76449E-001,-2.31866E+000,1.68152E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1166,950,5.66545E-002,-5.70375E+000,1.80014E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1745,1.33744E+000,9.27489E+000,-1.49616E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1181,845,3.19743E-001,-7.67754E+000,-3.00548E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,740,-1.67935E+000,-9.64759E+000,-6.91112E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1160,-7.53965E-001,-1.75408E+000,2.27599E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,1550,1.01764E+000,5.59453E+000,1.54399E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,1610,7.44951E-001,6.72561E+000,-1.45548E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1685,-6.59106E-001,8.13746E+000,-5.86197E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,875,1.17476E+000,-7.11523E+000,6.91328E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1166,1325,1.25757E-001,1.35300E+000,2.33015E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,1445,9.98111E-001,3.61500E+000,2.32542E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1025,-7.78904E-001,-4.29363E+000,-1.09022E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1115,-1.04560E+000,-2.60078E+000,-1.62689E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1625,-1.23625E+000,7.00468E+000,-1.27123E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1145,-4.73433E-001,-2.03564E+000,3.95655E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1166,1010,6.77204E-002,-4.57555E+000,2.11679E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1355,-4.35601E-001,1.91712E+000,-8.86810E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1160,1.22802E+000,-1.75369E+000,8.48851E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,725,-5.50302E-001,-9.93032E+000,1.24110E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,1475,1.00366E+000,4.18045E+000,1.88985E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,1295,6.86804E-001,7.88490E-001,2.50215E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1715,-6.53482E-001,8.70347E+000,-4.66581E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1181,1460,4.33836E-001,3.89674E+000,4.93545E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,740,-1.39658E+000,-9.64781E+000,-5.89454E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,1355,-1.51755E-001,1.91740E+000,4.35014E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,1205,6.69458E-001,-9.07087E-001,-2.72993E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,665,-2.78870E-001,-1.10574E+001,-2.12520E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1265,-1.01841E+000,2.21844E-001,-1.62863E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1760,-1.21238E+000,9.55105E+000,-6.77984E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1181,1010,3.51137E-001,-4.57549E+000,5.17493E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1670,-6.61463E-001,7.85428E+000,-2.46826E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,695,8.58086E-001,-1.04964E+001,-9.98724E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,920,-1.08046E+000,-6.26707E+000,2.14883E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1181,950,3.39806E-001,-5.70370E+000,2.95744E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,1610,1.02864E+000,6.72657E+000,-3.15384E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1625,-9.52855E-001,7.00482E+000,-6.96586E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1181,1100,3.67033E-001,-2.88307E+000,-9.40652E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,740,-1.11366E+000,-9.64808E+000,-3.98370E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1550,1.30133E+000,5.59510E+000,2.82774E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1685,-3.75922E-001,8.13756E+000,-7.98589E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1046,1715,-2.06710E+000,8.70228E+000,2.34212E-002,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1166,1580,1.73005E-001,6.15957E+000,3.59677E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1166,890,4.54744E-002,-6.83153E+000,4.32511E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1070,-1.33493E+000,-3.44698E+000,1.37212E-002,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1445,1.28168E+000,3.61544E+000,3.16917E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,1295,9.70298E-001,7.88839E-001,3.89255E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1061,740,-1.96007E+000,-9.64657E+000,9.86041E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
