Coordinates.Image X [Pixel],Coordinates.Image Y [Pixel],coor.X [mm],coor.Y [mm],coor.Z [mm],disp.Horizontal Displacement U [mm],disp.Vertical Displacement V [mm],disp.Out-Of-Plane: W [mm],disp.Displacement Magnitude [mm],strain.Strain-global frame: Exx [ ],strain.Strain-global frame: Eyy [ ],strain.Strain-global frame: Exy [ ],strain.Maximum Principal Strain: EI [ ],strain.Minimum Principal Strain: EII [ ],strain.Shear Angle Gamma [deg],strain.Von Mises Equivalent Strain [ ],ext.Current Image [#],ext.Time [s],ext.Force [N]
1106,1520,-9.72363E-001,5.02475E+000,-4.10095E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1325,-4.40810E-001,1.35223E+000,1.53567E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1220,-7.43329E-001,-6.24666E-001,-2.44062E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,1595,-1.52483E+000,6.43866E+000,-7.72623E-005,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,995,-1.06769E+000,-4.85759E+000,-4.74672E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,830,6.00619E-001,-7.95960E+000,2.82202E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1220,-4.60163E-001,-6.24124E-001,1.79724E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,1340,-1.54777E-001,1.63517E+000,2.01238E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,860,-1.65400E+000,-7.39286E+000,2.68785E-002,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,875,-1.08911E+000,-7.11255E+000,-2.38227E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,815,-5.34289E-001,-8.24040E+000,-1.86230E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1175,1.23038E+000,-1.47158E+000,-2.93913E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,1130,9.39471E-001,-2.31790E+000,3.31514E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,680,-1.68981E+000,-1.07742E+001,-4.40463E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1655,1.32063E+000,7.57605E+000,-6.64147E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1520,-1.25535E+000,5.02466E+000,-1.79065E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,1325,-1.57513E-001,1.35278E+000,2.16341E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,1715,-1.50357E+000,8.70146E+000,-3.82291E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,695,-8.38847E-001,-1.04935E+001,-1.86650E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1181,770,3.06484E-001,-9.08680E+000,1.79918E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,1685,7.59502E-001,8.14105E+000,3.38286E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1166,1040,7.31220E-002,-4.01154E+000,1.15813E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1250,-4.54519E-001,-5.97694E-002,1.60656E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,965,-1.07315E+000,-5.42153E+000,-5.06192E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1730,-6.50598E-001,8.98647E+000,-3.43360E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,1370,7.00505E-001,2.20037E+000,5.88045E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,1550,-1.53286E+000,5.59053E+000,6.87161E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1535,1.29842E+000,5.31233E+000,2.01577E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1505,1.29267E+000,4.74620E+000,1.05252E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,800,8.77575E-001,-8.52378E+000,-1.06939E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,785,1.15778E+000,-8.80629E+000,-1.02602E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,980,1.19413E+000,-5.14051E+000,-1.29207E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,1625,-1.02855E-001,7.00720E+000,-2.48907E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,1400,7.05986E-001,2.76598E+000,-3.03113E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1340,-7.21176E-001,1.63464E+000,2.25546E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1595,-1.24164E+000,6.43932E+000,-9.16427E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,1685,-9.21552E-002,8.13822E+000,-5.42780E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,995,-7.84424E-001,-4.85750E+000,-1.72371E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,680,-1.40714E+000,-1.07747E+001,-3.95710E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1181,1040,3.56750E-001,-4.01135E+000,5.82935E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,1490,1.00665E+000,4.46315E+000,3.44547E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,830,8.83599E-001,-7.95977E+000,2.73260E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1730,-3.67163E-001,8.98690E+000,-3.71083E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,875,-8.05739E-001,-7.11275E+000,2.31005E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1166,860,3.98313E-002,-7.39532E+000,-7.22195E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1340,-4.38181E-001,1.63481E+000,5.16225E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1460,-1.26612E+000,3.89445E+000,-9.98236E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,815,5.97789E-001,-8.24137E+000,2.34371E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,1145,9.42275E-001,-2.03542E+000,3.38003E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,935,-1.36122E+000,-5.98495E+000,-3.41174E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,1565,-1.53037E+000,5.87338E+000,-1.20841E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1151,1025,-2.13044E-001,-4.29368E+000,-2.04746E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,665,1.13544E+000,-1.10606E+001,-7.73422E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1370,-7.16178E-001,2.19890E+000,-1.73975E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,980,-1.35272E+000,-5.13951E+000,5.71302E-005,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1625,1.31495E+000,7.00976E+000,-1.05826E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1715,-1.22020E+000,8.70212E+000,-3.71508E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1241,1685,1.60980E+000,8.14257E+000,-1.75587E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1310,-1.29200E+000,1.06966E+000,1.00629E-002,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1241,1535,1.58198E+000,5.31295E+000,1.93565E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,755,5.86199E-001,-9.36927E+000,-1.75778E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,785,-5.39207E-001,-8.80323E+000,2.73604E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1550,-1.24998E+000,5.59061E+000,-2.45488E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,830,1.16606E+000,-7.96044E+000,-1.95865E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,680,-1.12441E+000,-1.07748E+001,-3.29311E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1076,1520,-1.53843E+000,5.02505E+000,-6.50301E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,1265,6.81125E-001,2.23015E-001,1.67980E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1091,1655,-1.23100E+000,7.57009E+000,-2.93512E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1490,1.28998E+000,4.46322E+000,2.10530E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1241,665,1.41856E+000,-1.10605E+001,7.51689E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1166,1130,8.96489E-002,-2.31853E+000,8.89247E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,815,-8.17101E-001,-8.24027E+000,-1.82204E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1256,1685,1.89352E+000,8.14348E+000,-1.63585E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1046,1730,-2.06578E+000,8.98465E+000,1.13175E-002,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1181,1325,4.09358E-001,1.35314E+000,5.05832E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,1625,-3.86129E-001,7.00620E+000,-1.07081E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,1535,7.30941E-001,5.31079E+000,-1.75140E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1196,1250,6.78472E-001,-5.92461E-002,2.78785E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1340,-1.00420E+000,1.63427E+000,3.48591E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1166,1190,1.01144E-001,-1.18910E+000,4.69048E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1256,665,1.70088E+000,-1.10614E+001,-4.54789E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1550,-9.67299E-001,5.59035E+000,-7.56868E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1130,-1.04240E+000,-2.31839E+000,2.60890E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1271,1685,2.17760E+000,8.14440E+000,1.19936E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1241,1505,1.57609E+000,4.74652E+000,1.18735E-005,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,1400,9.89639E-001,2.76678E+000,1.76234E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,1130,-7.59299E-001,-2.31859E+000,3.37040E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1460,-9.82771E-001,3.89481E+000,1.92955E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,815,-1.10004E+000,-8.23995E+000,-3.15541E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1121,785,-8.22087E-001,-8.80313E+000,2.02276E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,980,-1.07020E+000,-5.13942E+000,-3.02862E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1136,875,-5.22630E-001,-7.11308E+000,4.47831E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1166,1025,7.04018E-002,-4.29350E+000,1.46490E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,1310,-1.01021E+000,1.06921E+000,-1.40332E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1106,830,-1.09761E+000,-7.95859E+000,-5.57946E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,1370,9.83759E-001,2.20054E+000,-4.66403E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1226,1520,1.29531E+000,5.02917E+000,-4.94984E-004,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1241,1490,1.57339E+000,4.46378E+000,1.07183E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
1211,680,8.54949E-001,-1.07786E+001,-3.92650E-003,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0.00000E+000,0,0.00000E+000,2.81807E-001
