Coordinates.Image X [Pixel],Coordinates.Image Y [Pixel],coor.X [mm],coor.Y [mm],coor.Z [mm],disp.Horizontal Displacement U [mm],disp.Vertical Displacement V [mm],disp.Out-Of-Plane: W [mm],disp.Displacement Magnitude [mm],strain.Strain-global frame: Exx [ ],strain.Strain-global frame: Eyy [ ],strain.Strain-global frame: Exy [ ],strain.Maximum Principal Strain: EI [ ],strain.Minimum Principal Strain: EII [ ],strain.Shear Angle Gamma [deg],strain.Von Mises Equivalent Strain [ ],ext.Current Image [#],ext.Time [s],ext.Force [N]
1211,740,8.80595E-001,-9.66273E+000,-1.80713E-003,1.40153E-002,-1.14038E-002,-2.02313E-003,1.81815E-002,1.49991E-005,-1.10178E-005,-2.57909E-005,3.08765E-005,-2.68952E-005,-3.16173E+001,3.35913E-005,7,6.99997E+000,3.20280E-001
1136,1400,-4.13311E-001,2.75332E+000,-5.36959E-004,1.38491E-002,-1.18163E-002,-1.33348E-003,1.82538E-002,-4.45592E-005,5.73893E-006,-8.42215E-005,6.84860E-005,-1.07306E-004,-5.33130E+001,1.08665E-004,7,6.99997E+000,3.20280E-001
1196,1145,6.70862E-001,-2.04723E+000,8.37238E-003,1.22303E-002,-1.11918E-002,8.51865E-003,1.86388E-002,1.57244E-004,5.21446E-005,3.01784E-005,1.65293E-004,4.40955E-005,1.49340E+001,2.20771E-004,7,6.99997E+000,3.20280E-001
1166,1490,1.68699E-001,4.45083E+000,5.04493E-003,1.27150E-002,-1.12283E-002,4.70646E-003,1.76038E-002,4.48185E-005,3.08225E-005,8.61447E-006,4.89192E-005,2.67218E-005,2.54556E+001,7.67191E-005,7,6.99997E+000,3.20280E-001
1181,1250,4.09483E-001,-7.08268E-002,5.99202E-004,1.43101E-002,-1.14750E-002,-1.87298E-003,1.84380E-002,-1.07895E-004,-7.81648E-006,9.65464E-005,5.08876E-005,-1.66599E-004,5.86987E+001,1.70752E-004,7,6.99997E+000,3.20280E-001
1091,1415,-1.26212E+000,3.03421E+000,-7.11400E-003,1.28077E-002,-1.19112E-002,-4.42508E-004,1.74960E-002,-1.89313E-004,-3.63140E-006,-9.59402E-005,3.70342E-005,-2.29978E-004,-6.70297E+001,2.46967E-004,7,6.99997E+000,3.20280E-001
1151,1100,-1.85312E-001,-2.89490E+000,1.24171E-003,1.36152E-002,-1.18275E-002,4.68020E-005,1.80352E-002,-8.05133E-005,-4.43518E-005,-3.74976E-005,-2.08034E-005,-1.04062E-004,-5.78713E+001,1.33798E-004,7,6.99997E+000,3.20280E-001
1121,680,-8.29423E-001,-1.07862E+001,3.48733E-003,1.22856E-002,-1.11434E-002,6.61462E-003,1.78568E-002,-4.83202E-005,-9.61790E-005,1.79709E-006,-4.82528E-005,-9.62464E-005,2.14741E+000,1.47132E-004,7,6.99997E+000,3.20280E-001
1106,1220,-1.01337E+000,-6.37305E-001,-1.16067E-003,1.31528E-002,-1.19433E-002,3.78708E-005,1.77662E-002,-4.66095E-004,1.32141E-005,2.37447E-005,1.43876E-005,-4.67269E-004,8.71708E+001,5.31444E-004,7,6.99997E+000,3.20280E-001
1121,1115,-7.49144E-001,-2.61254E+000,7.44599E-004,1.34261E-002,-1.15360E-002,2.06270E-003,1.78212E-002,-3.09941E-004,-5.18575E-005,-2.52530E-005,-4.94097E-005,-3.12388E-004,-8.44637E+001,3.92365E-004,7,6.99997E+000,3.20280E-001
1061,1715,-1.77340E+000,8.68899E+000,-1.67823E-003,1.35246E-002,-1.12919E-002,2.28603E-003,1.77665E-002,-2.06040E-004,1.18262E-005,-7.92123E-006,1.21139E-005,-2.06328E-004,-8.79205E+001,2.31570E-004,7,6.99997E+000,3.20280E-001
1106,695,-1.10870E+000,-1.05053E+001,-4.79410E-004,1.31812E-002,-1.17162E-002,4.30492E-003,1.81534E-002,-1.02439E-004,-6.75103E-005,3.10128E-005,-4.93827E-005,-1.20567E-004,5.96928E+001,1.74848E-004,7,6.99997E+000,3.20280E-001
1196,1385,7.16253E-001,2.47183E+000,4.59183E-003,1.28110E-002,-1.16089E-002,2.81290E-003,1.75157E-002,6.23795E-005,-6.05289E-006,-3.98748E-006,6.26110E-005,-6.28445E-006,-3.32357E+000,6.89556E-005,7,6.99997E+000,3.20280E-001
1181,830,3.31053E-001,-7.97130E+000,-3.45446E-004,1.37920E-002,-1.17393E-002,2.26167E-004,1.81130E-002,1.52230E-005,3.75664E-005,-3.73347E-005,6.53650E-005,-1.25756E-005,-5.33294E+001,6.93659E-005,7,6.99997E+000,3.20280E-001
1181,815,3.28997E-001,-8.25279E+000,4.18659E-003,1.41504E-002,-1.16446E-002,1.80417E-003,1.84143E-002,-4.36951E-007,3.86882E-005,-3.60721E-005,6.01609E-005,-2.19096E-005,-5.92359E+001,6.08962E-005,7,6.99997E+000,3.20280E-001
1061,680,-1.95925E+000,-1.07858E+001,-5.99236E-003,1.34441E-002,-1.19900E-002,1.09170E-003,1.80471E-002,-8.05594E-005,-1.26874E-004,1.88545E-006,-8.04828E-005,-1.26951E-004,2.32736E+000,2.09161E-004,7,6.99997E+000,3.20280E-001
1211,1655,1.05013E+000,7.56355E+000,-9.61882E-004,1.32075E-002,-1.17281E-002,4.68422E-004,1.76694E-002,4.19069E-005,1.81645E-006,-3.59611E-006,4.22269E-005,1.49643E-006,-5.08534E+000,4.96459E-005,7,6.99997E+000,3.20280E-001
1211,1175,9.60197E-001,-1.48236E+000,6.16390E-003,1.27079E-002,-1.08948E-002,5.86908E-003,1.77380E-002,2.51810E-004,4.24490E-005,7.12350E-005,2.73749E-004,2.05102E-005,1.71176E+001,3.28580E-004,7,6.99997E+000,3.20280E-001
1181,920,3.47489E-001,-6.28006E+000,9.61072E-004,1.34289E-002,-1.17309E-002,-2.79455E-004,1.78333E-002,1.43843E-004,1.09660E-005,-6.15806E-005,1.67993E-004,-1.31838E-005,-2.14134E+001,1.86836E-004,7,6.99997E+000,3.20280E-001
1211,1115,9.49550E-001,-2.61242E+000,3.55862E-003,1.30363E-002,-1.14032E-002,1.50923E-003,1.73856E-002,2.86112E-004,8.79349E-005,-4.96024E-005,2.97834E-004,7.62131E-005,-1.32960E+001,3.95327E-004,7,6.99997E+000,3.20280E-001
1106,1520,-9.58442E-001,5.01227E+000,-9.57076E-003,1.39216E-002,-1.24827E-002,-5.46981E-003,1.94820E-002,-3.47423E-005,9.09822E-006,-6.75762E-006,1.01162E-005,-3.57603E-005,-8.14332E+001,3.68670E-005,7,6.99997E+000,3.20280E-001
1136,1325,-4.27542E-001,1.34110E+000,6.28859E-003,1.32679E-002,-1.11253E-002,4.75293E-003,1.79555E-002,-1.41604E-004,5.27434E-005,-7.37315E-005,7.75495E-005,-1.66410E-004,-7.14051E+001,1.66538E-004,7,6.99997E+000,3.20280E-001
1121,1220,-7.29769E-001,-6.36627E-001,-1.65435E-003,1.35601E-002,-1.19617E-002,-1.41029E-003,1.81369E-002,-3.81254E-004,2.73602E-006,4.89957E-005,8.88909E-006,-3.87407E-004,8.28421E+001,4.42297E-004,7,6.99997E+000,3.20280E-001
1076,1595,-1.51179E+000,6.42722E+000,4.02912E-003,1.30323E-002,-1.14410E-002,4.10638E-003,1.78214E-002,-5.46769E-006,5.34393E-005,-3.19661E-005,6.74523E-005,-1.94807E-005,-6.63287E+001,6.94291E-005,7,6.99997E+000,3.20280E-001
1106,995,-1.05363E+000,-4.86915E+000,-7.68622E-003,1.40543E-002,-1.15683E-002,-2.93950E-003,1.84388E-002,-3.54328E-004,1.82833E-005,2.21991E-005,1.96012E-005,-3.55646E-004,8.66025E+001,3.99828E-004,7,6.99997E+000,3.20280E-001
1196,830,6.14075E-001,-7.97121E+000,4.55035E-003,1.34568E-002,-1.16063E-002,1.72833E-003,1.78544E-002,4.58661E-005,2.92070E-005,-4.38462E-005,8.21669E-005,-7.09384E-006,-3.96218E+001,9.10593E-005,7,6.99997E+000,3.20280E-001
1136,1220,-4.47161E-001,-6.36000E-001,2.74870E-003,1.30018E-002,-1.18755E-002,2.56897E-003,1.77953E-002,-2.96589E-004,-4.97110E-006,6.85280E-005,1.03296E-005,-3.11890E-004,7.74136E+001,3.54326E-004,7,6.99997E+000,3.20280E-001
1151,1340,-1.41534E-001,1.62371E+000,5.78654E-003,1.32427E-002,-1.14582E-002,3.77416E-003,1.79138E-002,-1.70623E-004,5.18073E-005,-5.36826E-005,6.40856E-005,-1.82902E-004,-7.71169E+001,1.85611E-004,7,6.99997E+000,3.20280E-001
1076,860,-1.63977E+000,-7.40419E+000,3.71443E-002,1.42364E-002,-1.13334E-002,1.02659E-002,2.08928E-002,-1.59408E-004,5.64591E-006,1.47199E-005,6.94839E-006,-1.60710E-004,8.49434E+001,1.81694E-004,7,6.99997E+000,3.20280E-001
1106,875,-1.07661E+000,-7.12395E+000,1.95555E-003,1.24927E-002,-1.14040E-002,4.33782E-003,1.74624E-002,-1.31968E-004,4.99385E-005,1.09318E-005,5.05931E-005,-1.32623E-004,8.65732E+001,1.33859E-004,7,6.99997E+000,3.20280E-001
1136,815,-5.20754E-001,-8.25219E+000,-2.29549E-003,1.35358E-002,-1.17966E-002,-4.33191E-004,1.79601E-002,-9.02833E-005,4.82891E-005,-1.50776E-005,4.99107E-005,-9.19048E-005,-8.38616E+001,9.20184E-005,7,6.99997E+000,3.20280E-001
1226,1175,1.24318E+000,-1.48305E+000,-1.12981E-003,1.28032E-002,-1.14715E-002,1.80932E-003,1.72856E-002,3.61655E-004,5.72059E-005,6.18710E-005,3.73748E-004,4.51126E-005,1.10595E+001,4.59831E-004,7,6.99997E+000,3.20280E-001
1211,1130,9.53335E-001,-2.32982E+000,-3.64001E-004,1.38640E-002,-1.19128E-002,-3.67914E-003,1.86457E-002,2.72707E-004,8.96896E-005,-7.41957E-007,2.72710E-004,8.96866E-005,-2.32273E-001,3.77488E-004,7,6.99997E+000,3.20280E-001
1076,680,-1.67608E+000,-1.07862E+001,-4.15598E-003,1.37324E-002,-1.19167E-002,2.48648E-004,1.81837E-002,-6.47234E-005,-1.09879E-004,1.18203E-004,3.30386E-005,-2.07641E-004,3.95931E+001,2.23148E-004,7,6.99997E+000,3.20280E-001
1226,1655,1.33343E+000,7.56537E+000,4.79754E-003,1.27959E-002,-1.06846E-002,5.46168E-003,1.75421E-002,6.19590E-006,1.89893E-007,3.34447E-006,7.68772E-006,-1.30193E-006,2.40396E+001,8.22899E-006,7,6.99997E+000,3.20280E-001
1091,1520,-1.24291E+000,5.01334E+000,4.22294E-003,1.24359E-002,-1.13164E-002,6.01359E-003,1.78571E-002,-3.93928E-005,4.66817E-006,-1.77917E-005,1.09553E-005,-4.56799E-005,-7.05379E+001,4.76968E-005,7,6.99997E+000,3.20280E-001
1151,1325,-1.44299E-001,1.34113E+000,3.17045E-003,1.32148E-002,-1.16445E-002,1.00704E-003,1.76420E-002,-1.65109E-004,5.04518E-005,-5.55744E-005,6.39361E-005,-1.78593E-004,-7.63616E+001,1.80978E-004,7,6.99997E+000,3.20280E-001
1076,1715,-1.49073E+000,8.69038E+000,3.93122E-003,1.28400E-002,-1.10853E-002,7.75413E-003,1.86514E-002,-1.31486E-004,-1.72467E-005,-5.38381E-005,4.12683E-006,-1.52860E-004,-6.83471E+001,1.74174E-004,7,6.99997E+000,3.20280E-001
1121,695,-8.26300E-001,-1.05051E+001,2.81786E-003,1.25473E-002,-1.16477E-002,4.68436E-003,1.77495E-002,-8.72520E-005,-6.07063E-005,1.74515E-005,-5.20538E-005,-9.59045E-005,6.36275E+001,1.50109E-004,7,6.99997E+000,3.20280E-001
1181,770,3.19898E-001,-9.09880E+000,4.05622E-003,1.34140E-002,-1.19925E-002,2.25704E-003,1.81342E-002,-5.02539E-006,2.51290E-005,-2.49454E-005,3.91997E-005,-1.90960E-005,-6.05745E+001,3.92040E-005,7,6.99997E+000,3.20280E-001
1196,1685,7.72639E-001,8.12953E+000,3.50945E-003,1.31366E-002,-1.15272E-002,1.26593E-004,1.74774E-002,-6.17210E-006,1.86241E-005,-2.06003E-005,3.02694E-005,-1.78174E-005,-6.05206E+001,3.04275E-005,7,6.99997E+000,3.20280E-001
1166,1040,8.77165E-002,-4.02398E+000,-4.39577E-003,1.45944E-002,-1.24349E-002,-5.55390E-003,1.99617E-002,4.50996E-005,-2.26774E-005,-5.90868E-005,7.93264E-005,-5.69041E-005,-3.00821E+001,8.17863E-005,7,6.99997E+000,3.20280E-001
1136,1250,-4.41698E-001,-7.14689E-002,4.71919E-003,1.28213E-002,-1.16995E-002,3.11263E-003,1.76339E-002,-3.16450E-004,1.06987E-005,1.74652E-005,1.16285E-005,-3.17379E-004,8.69527E+001,3.59952E-004,7,6.99997E+000,3.20280E-001
1106,965,-1.05904E+000,-5.43333E+000,-6.48976E-003,1.41054E-002,-1.17955E-002,-1.42785E-003,1.84427E-002,-2.84270E-004,3.53642E-005,7.34358E-006,3.55329E-005,-2.84439E-004,8.86846E+001,3.09970E-004,7,6.99997E+000,3.20280E-001
1121,1730,-6.37030E-001,8.97439E+000,-2.18012E-003,1.35680E-002,-1.20784E-002,1.25348E-003,1.82085E-002,-4.06317E-005,-3.38907E-005,-5.22842E-005,1.51315E-005,-8.96539E-005,-4.68442E+001,9.59874E-005,7,6.99997E+000,3.20280E-001
1196,1370,7.13386E-001,2.18915E+000,6.03860E-003,1.28807E-002,-1.12253E-002,5.45055E-003,1.79340E-002,5.63154E-005,-4.57418E-006,-1.64359E-005,6.04686E-005,-8.72744E-006,-1.41814E+001,6.53696E-005,7,6.99997E+000,3.20280E-001
1076,1550,-1.51982E+000,5.57941E+000,1.02481E-002,1.30398E-002,-1.11221E-002,9.56091E-003,1.96252E-002,4.04180E-005,5.00133E-005,-4.22851E-005,8.77721E-005,2.65926E-006,-4.82365E+001,1.02920E-004,7,6.99997E+000,3.20280E-001
1226,1535,1.31221E+000,5.30060E+000,-2.31347E-003,1.37827E-002,-1.17233E-002,-4.32924E-003,1.86048E-002,1.14445E-004,-7.72039E-006,7.36127E-006,1.14887E-004,-8.16235E-006,3.43588E+000,1.28208E-004,7,6.99997E+000,3.20280E-001
1226,1505,1.30620E+000,4.73448E+000,-1.20470E-003,1.35226E-002,-1.17252E-002,-2.25722E-003,1.80399E-002,1.28642E-004,1.70996E-005,4.40443E-005,1.43936E-004,1.80514E-006,1.91497E+001,1.67255E-004,7,6.99997E+000,3.20280E-001
1211,800,8.91027E-001,-8.53580E+000,-1.71662E-004,1.34527E-002,-1.20251E-002,8.97733E-004,1.80661E-002,5.37584E-005,9.55253E-006,-3.33949E-005,7.17024E-005,-8.39148E-006,-2.82504E+001,7.84003E-005,7,6.99997E+000,3.20280E-001
1226,785,1.17207E+000,-8.81814E+000,-5.42586E-003,1.42940E-002,-1.18515E-002,-4.39984E-003,1.90823E-002,5.20039E-005,-2.66868E-006,-3.90167E-005,7.23076E-005,-2.29724E-005,-2.74919E+001,7.38922E-005,7,6.99997E+000,3.20280E-001
1226,980,1.20752E+000,-5.15228E+000,-6.53857E-004,1.33873E-002,-1.17671E-002,6.38213E-004,1.78351E-002,4.70665E-004,2.76751E-005,-7.46302E-005,4.82900E-004,1.54401E-005,-9.31033E+000,5.66730E-004,7,6.99997E+000,3.20280E-001
1151,1625,-8.91828E-002,6.99502E+000,-2.24156E-003,1.36718E-002,-1.21784E-002,2.47510E-004,1.83110E-002,7.32461E-006,-3.17762E-006,1.16782E-006,7.45290E-006,-3.30591E-006,6.26912E+000,7.46870E-006,7,6.99997E+000,3.20280E-001
1196,1400,7.18811E-001,2.75430E+000,2.06558E-003,1.28251E-002,-1.16824E-002,2.36869E-003,1.75092E-002,1.07062E-004,-5.62446E-006,-9.23613E-007,1.07069E-004,-5.63203E-006,-4.69573E-001,1.20513E-004,7,6.99997E+000,3.20280E-001
1121,1340,-7.08165E-001,1.62302E+000,4.70702E-003,1.30106E-002,-1.16176E-002,2.45157E-003,1.76141E-002,-1.59818E-004,4.95297E-005,-8.30521E-005,7.84756E-005,-1.88764E-004,-7.07851E+001,1.89656E-004,7,6.99997E+000,3.20280E-001
1091,1595,-1.22894E+000,6.42770E+000,1.36279E-003,1.27042E-002,-1.16194E-002,2.27922E-003,1.73667E-002,-8.68169E-005,5.04156E-005,2.83563E-007,5.04162E-005,-8.68175E-005,8.98816E+001,8.71937E-005,7,6.99997E+000,3.20280E-001
1151,1685,-7.96160E-002,8.12661E+000,-3.34926E-003,1.25393E-002,-1.16113E-002,2.07853E-003,1.72156E-002,-7.00186E-007,7.97945E-006,-2.40100E-005,2.80386E-005,-2.07594E-005,-5.01228E+001,2.90987E-005,7,6.99997E+000,3.20280E-001
1121,995,-7.71243E-001,-4.86858E+000,5.72476E-003,1.31809E-002,-1.10804E-002,7.44847E-003,1.87614E-002,-2.36569E-004,1.88230E-005,-1.27349E-005,1.94564E-005,-2.37202E-004,-8.71524E+001,2.63384E-004,7,6.99997E+000,3.20280E-001
1091,680,-1.39388E+000,-1.07862E+001,4.38787E-004,1.32595E-002,-1.15454E-002,4.39589E-003,1.81228E-002,1.02143E-005,-1.22518E-004,5.45415E-005,2.97506E-005,-1.42055E-004,1.97071E+001,1.49837E-004,7,6.99997E+000,3.20280E-001
1181,1040,3.70179E-001,-4.02308E+000,3.21297E-003,1.34293E-002,-1.17345E-002,-2.61638E-003,1.80248E-002,1.52245E-004,-1.01563E-005,-6.14875E-005,1.72899E-004,-3.08097E-005,-1.85670E+001,1.84450E-004,7,6.99997E+000,3.20280E-001
1211,1490,1.01869E+000,4.45264E+000,1.26623E-002,1.20447E-002,-1.05066E-002,9.21683E-003,1.84503E-002,1.02485E-004,3.59108E-005,2.94664E-005,1.13653E-004,2.47423E-005,2.07580E+001,1.47609E-004,7,6.99997E+000,3.20280E-001
1211,830,8.97154E-001,-7.97132E+000,6.39412E-003,1.35550E-002,-1.15471E-002,3.66151E-003,1.81791E-002,7.63513E-005,1.80294E-005,-4.98929E-005,1.04980E-004,-1.05995E-005,-2.98475E+001,1.15588E-004,7,6.99997E+000,3.20280E-001
1136,1730,-3.54297E-001,8.97597E+000,-5.69091E-005,1.28655E-002,-1.09273E-002,3.65393E-003,1.72707E-002,-2.72652E-005,-1.40745E-005,-3.82858E-005,1.81799E-005,-5.95196E-005,-4.98871E+001,6.10031E-005,7,6.99997E+000,3.20280E-001
1121,875,-7.92116E-001,-7.12438E+000,2.93029E-003,1.36234E-002,-1.16302E-002,6.20234E-004,1.79232E-002,-8.93280E-005,5.18337E-005,-5.94564E-006,5.20837E-005,-8.95779E-005,-8.75924E+001,8.99731E-005,7,6.99997E+000,3.20280E-001
1166,860,5.35723E-002,-7.40679E+000,7.92128E-004,1.37411E-002,-1.14661E-002,1.51432E-003,1.79606E-002,2.31958E-005,5.58492E-005,-2.83135E-005,7.22061E-005,6.83888E-006,-5.99847E+001,8.75922E-005,7,6.99997E+000,3.20280E-001
1136,1340,-4.25665E-001,1.62404E+000,7.37976E-003,1.25157E-002,-1.07652E-002,6.86353E-003,1.78785E-002,-1.65203E-004,5.35842E-005,-6.87185E-005,7.33773E-005,-1.84996E-004,-7.39319E+001,1.86309E-004,7,6.99997E+000,3.20280E-001
1091,1460,-1.25246E+000,3.88286E+000,9.78339E-004,1.36623E-002,-1.15916E-002,1.97657E-003,1.80258E-002,-8.20317E-005,-4.36243E-006,-2.48000E-005,2.88081E-006,-8.92750E-005,-7.37187E+001,1.01464E-004,7,6.99997E+000,3.20280E-001
1196,815,6.11898E-001,-8.25309E+000,2.86578E-003,1.41092E-002,-1.17199E-002,5.22063E-004,1.83493E-002,2.92620E-005,2.97466E-005,-4.13610E-005,7.08661E-005,-1.18574E-005,-4.51678E+001,7.59150E-005,7,6.99997E+000,3.20280E-001
1211,1145,9.56521E-001,-2.04708E+000,3.88349E-003,1.42459E-002,-1.16643E-002,5.03461E-004,1.84188E-002,2.54560E-004,8.85732E-005,2.45019E-005,2.58102E-004,8.50320E-005,8.22399E+000,3.57386E-004,7,6.99997E+000,3.20280E-001
1091,935,-1.34833E+000,-5.99630E+000,7.41198E-004,1.28879E-002,-1.13540E-002,4.15293E-003,1.76708E-002,-3.79244E-004,3.34497E-005,4.26042E-005,3.78021E-005,-3.83597E-004,8.41671E+001,4.22808E-004,7,6.99997E+000,3.20280E-001
1076,1565,-1.51753E+000,5.86186E+000,4.88580E-003,1.28398E-002,-1.15207E-002,6.09421E-003,1.82956E-002,2.05307E-005,6.97839E-005,4.76264E-006,7.02402E-005,2.00744E-005,8.45272E+001,9.48451E-005,7,6.99997E+000,3.20280E-001
1151,1025,-2.00153E-001,-4.30520E+000,1.50027E-003,1.28918E-002,-1.15150E-002,3.54774E-003,1.76460E-002,-2.52101E-005,-5.88320E-007,-7.78780E-005,6.59458E-005,-9.17443E-005,-4.94915E+001,9.46271E-005,7,6.99997E+000,3.20280E-001
1226,665,1.14980E+000,-1.10721E+001,7.24034E-004,1.43628E-002,-1.14847E-002,1.49746E-003,1.84508E-002,8.19980E-005,-1.12880E-004,-2.75427E-004,2.76714E-004,-3.07596E-004,-3.52588E+001,3.38762E-004,7,6.99997E+000,3.20280E-001
1121,1370,-7.02795E-001,2.18710E+000,-2.09652E-003,1.33827E-002,-1.17962E-002,-3.56766E-004,1.78431E-002,-1.57734E-004,3.39306E-005,-9.02189E-005,6.97162E-005,-1.93520E-004,-6.83641E+001,1.96023E-004,7,6.99997E+000,3.20280E-001
1091,980,-1.33947E+000,-5.15090E+000,6.14186E-003,1.32559E-002,-1.13870E-002,6.08473E-003,1.85043E-002,-3.41932E-004,4.34717E-005,4.44526E-007,4.34722E-005,-3.41933E-004,8.99339E+001,3.72278E-004,7,6.99997E+000,3.20280E-001
1226,1625,1.32798E+000,6.99809E+000,-3.50593E-003,1.30321E-002,-1.16670E-002,-2.44767E-003,1.76620E-002,6.19004E-005,-2.83452E-005,-1.41583E-006,6.19226E-005,-2.83674E-005,-8.98598E-001,6.19950E-005,7,6.99997E+000,3.20280E-001
1091,1715,-1.20729E+000,8.69101E+000,9.72411E-004,1.29041E-002,-1.11141E-002,4.68749E-003,1.76638E-002,-9.33940E-005,-2.82863E-005,-5.79088E-005,5.59159E-006,-1.27272E-004,-5.96714E+001,1.43841E-004,7,6.99997E+000,3.20280E-001
1241,1685,1.62276E+000,8.13102E+000,3.61450E-004,1.29607E-002,-1.15515E-002,2.11732E-003,1.74900E-002,-1.17740E-004,3.31027E-005,-1.38358E-005,3.43613E-005,-1.18999E-004,-8.48024E+001,1.22488E-004,7,6.99997E+000,3.20280E-001
1091,1310,-1.27792E+000,1.05822E+000,1.61966E-002,1.40836E-002,-1.14317E-002,6.13374E-003,1.91482E-002,-1.04000E-004,1.92950E-006,-1.03871E-004,6.55597E-005,-1.67630E-004,-5.85087E+001,1.68950E-004,7,6.99997E+000,3.20280E-001
1241,1535,1.59470E+000,5.30149E+000,4.04555E-003,1.27236E-002,-1.14646E-002,2.10990E-003,1.72563E-002,2.57368E-005,-3.77008E-006,3.91796E-005,5.28487E-005,-3.08820E-005,3.46828E+001,5.30988E-005,7,6.99997E+000,3.20280E-001
1196,755,5.99522E-001,-9.38127E+000,-9.68533E-005,1.33235E-002,-1.20024E-002,1.66092E-003,1.80092E-002,1.65103E-006,1.32454E-005,-2.40552E-005,3.21921E-005,-1.72957E-005,-5.17748E+001,3.22219E-005,7,6.99997E+000,3.20280E-001
1136,785,-5.25608E-001,-8.81473E+000,5.69658E-003,1.35995E-002,-1.14972E-002,2.96053E-003,1.80526E-002,-9.66873E-005,3.12476E-005,-1.19181E-005,3.23484E-005,-9.77881E-005,-8.47230E+001,9.96370E-005,7,6.99997E+000,3.20280E-001
1091,1550,-1.23728E+000,5.57915E+000,1.65941E-003,1.26959E-002,-1.14587E-002,4.11429E-003,1.75902E-002,-2.21192E-005,4.47946E-005,-1.49365E-005,4.79773E-005,-2.53020E-005,-7.79711E+001,4.80013E-005,7,6.99997E+000,3.20280E-001
1226,830,1.17957E+000,-7.97189E+000,-2.92446E-003,1.35092E-002,-1.14469E-002,-9.65810E-004,1.77331E-002,6.18486E-005,5.10687E-006,-6.11160E-005,1.00858E-004,-3.39024E-005,-3.25493E+001,1.02647E-004,7,6.99997E+000,3.20280E-001
1106,680,-1.11092E+000,-1.07862E+001,-2.79743E-003,1.34909E-002,-1.14142E-002,4.95678E-004,1.76787E-002,-6.03800E-005,-1.03623E-004,2.14297E-005,-5.15593E-005,-1.12443E-004,2.23725E+001,1.67727E-004,7,6.99997E+000,3.20280E-001
1076,1520,-1.52486E+000,5.01383E+000,-1.81733E-003,1.35710E-002,-1.12210E-002,-1.16703E-003,1.76478E-002,-6.90512E-006,-1.62497E-005,-5.27906E-005,4.14196E-005,-6.45744E-005,-4.24711E+001,6.54298E-005,7,6.99997E+000,3.20280E-001
1196,1265,6.92976E-001,2.13042E-001,1.69409E-002,1.18511E-002,-9.97251E-003,1.52611E-002,2.17439E-002,-3.18622E-005,-1.94623E-005,9.70663E-005,7.16019E-005,-1.22926E-004,4.68274E+001,1.23483E-004,7,6.99997E+000,3.20280E-001
1091,1655,-1.21809E+000,7.55877E+000,1.28623E-003,1.29089E-002,-1.13238E-002,4.22136E-003,1.76830E-002,-9.08980E-005,2.63199E-005,-5.20397E-005,4.60892E-005,-1.10667E-004,-6.91988E+001,1.11181E-004,7,6.99997E+000,3.20280E-001
1226,1490,1.30308E+000,4.45154E+000,1.13886E-003,1.30935E-002,-1.16746E-002,-9.66442E-004,1.75690E-002,1.01637E-004,3.53169E-005,3.63513E-005,1.17680E-004,1.92732E-005,2.38144E+001,1.48271E-004,7,6.99997E+000,3.20280E-001
1241,665,1.43194E+000,-1.10724E+001,5.98425E-003,1.33804E-002,-1.18512E-002,5.23256E-003,1.86243E-002,5.80355E-005,-7.99438E-005,-3.66718E-004,3.62197E-004,-3.84106E-004,-3.96728E+001,4.31435E-004,7,6.99997E+000,3.20280E-001
1166,1130,1.03250E-001,-2.33020E+000,2.14415E-003,1.36015E-002,-1.16735E-002,1.25490E-003,1.79679E-002,-1.54408E-005,5.76435E-006,8.89943E-008,5.76473E-006,-1.54411E-005,8.97595E+001,1.56054E-005,7,6.99997E+000,3.20280E-001
1121,815,-8.04257E-001,-8.25189E+000,4.04510E-003,1.28446E-002,-1.16279E-002,5.86714E-003,1.82925E-002,-1.20448E-004,4.57672E-005,-6.30208E-006,4.60058E-005,-1.20686E-004,-8.78318E+001,1.21816E-004,7,6.99997E+000,3.20280E-001
1256,1685,1.90670E+000,8.13169E+000,-5.38745E-003,1.31807E-002,-1.17832E-002,-3.75161E-003,1.80734E-002,-1.72321E-004,3.71614E-005,-1.78477E-005,3.86711E-005,-1.73831E-004,-8.51649E+001,1.82539E-004,7,6.99997E+000,3.20280E-001
1046,1730,-2.05257E+000,8.97324E+000,1.50616E-002,1.32131E-002,-1.14034E-002,3.74407E-003,1.78505E-002,-2.08409E-004,3.13679E-005,9.22783E-006,3.17225E-005,-2.08763E-004,8.77993E+001,2.24992E-004,7,6.99997E+000,3.20280E-001
1181,1325,4.23369E-001,1.34137E+000,8.41265E-003,1.40112E-002,-1.17656E-002,3.35433E-003,1.86009E-002,-2.12483E-004,2.98850E-005,-1.16188E-005,3.04407E-005,-2.13039E-004,-8.72617E+001,2.30441E-004,7,6.99997E+000,3.20280E-001
1136,1625,-3.73693E-001,6.99521E+000,2.11436E-003,1.24363E-002,-1.09865E-002,3.18516E-003,1.68970E-002,-1.37307E-005,4.86805E-006,-2.72493E-006,5.25906E-006,-1.41217E-005,-8.18341E+001,1.42741E-005,7,6.99997E+000,3.20280E-001
1196,1535,7.43536E-001,5.29916E+000,8.36495E-005,1.25951E-002,-1.16317E-002,1.83505E-003,1.72424E-002,5.76089E-005,6.99168E-007,1.83901E-005,6.30343E-005,-4.72626E-006,1.64371E+001,7.02163E-005,7,6.99997E+000,3.20280E-001
